Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/06/001/1/002032,06,Séquences de rapports océanographiques,306001,"Profondeur, température",,002032,Indicateur pour la numérisation,,,,Operational
bufr4/3/06/001/2/102000,06,Séquences de rapports océanographiques,306001,"Profondeur, température",,102000,Réplication différée de 6 descripteurs,,,,Operational
bufr4/3/06/001/3/031001,06,Séquences de rapports océanographiques,306001,"Profondeur, température",,031001,Facteur de réplication différée des descripteurs,,,,Operational
bufr4/3/06/001/4/007062,06,Séquences de rapports océanographiques,306001,"Profondeur, température",,007062,Profondeur sous la surface de la mer/de l'eau,,,,Operational
bufr4/3/06/001/5/022042,06,Séquences de rapports océanographiques,306001,"Profondeur, température",,022042,Température de la surface de la mer,,,,Operational
bufr4/3/06/002/1/002031,06,Séquences de rapports océanographiques,306002,(Actuel),,002031,Durée et temps de la mesure actuelle,,,,Operational
bufr4/3/06/002/2/022004,06,Séquences de rapports océanographiques,306002,(Actuel),,022004,Direction du courant,,,,Operational
bufr4/3/06/002/3/022031,06,Séquences de rapports océanographiques,306002,(Actuel),,022031,Vitesse du courant,,,,Operational
bufr4/3/06/003/1/002002,06,Séquences de rapports océanographiques,306003,(Vent de surface et température),,002002,Type d'instrumentation pour la mesure du vent,,,,Operational
bufr4/3/06/003/2/011011,06,Séquences de rapports océanographiques,306003,(Vent de surface et température),,011011,Modéliser la direction du vent à 10 m,,,,Operational
bufr4/3/06/003/3/011012,06,Séquences de rapports océanographiques,306003,(Vent de surface et température),,011012,Vitesse du vent,,,,Operational
bufr4/3/06/003/4/012004,06,Séquences de rapports océanographiques,306003,(Vent de surface et température),,012004,Température de l'air à 2 m,,,,Operational
bufr4/3/06/004/1/002032,06,Séquences de rapports océanographiques,306004,"Profondeur, température, salinité",,002032,Indicateur pour la numérisation,,,,Operational
bufr4/3/06/004/2/002033,06,Séquences de rapports océanographiques,306004,"Profondeur, température, salinité",,002033,Méthode de mesure de salinité/profondeur,,,,Operational
bufr4/3/06/004/3/103000,06,Séquences de rapports océanographiques,306004,"Profondeur, température, salinité",,103000,Réplication différée de 6 descripteurs,,,,Operational
bufr4/3/06/004/4/031001,06,Séquences de rapports océanographiques,306004,"Profondeur, température, salinité",,031001,Facteur de réplication différée des descripteurs,,,,Operational
bufr4/3/06/004/5/007062,06,Séquences de rapports océanographiques,306004,"Profondeur, température, salinité",,007062,Profondeur sous la surface de la mer/de l'eau,,,,Operational
bufr4/3/06/004/6/022043,06,Séquences de rapports océanographiques,306004,"Profondeur, température, salinité",,022043,Température de la surface de la mer,,,,Operational
bufr4/3/06/004/7/022062,06,Séquences de rapports océanographiques,306004,"Profondeur, température, salinité",,022062,Salinité à un niveau,,,,Operational
bufr4/3/06/005/1/002031,06,Séquences de rapports océanographiques,306005,,,002031,Durée et temps de la mesure actuelle,,,,Operational
bufr4/3/06/005/2/103000,06,Séquences de rapports océanographiques,306005,,,103000,Réplication différée de 6 descripteurs,,,,Operational
bufr4/3/06/005/3/031001,06,Séquences de rapports océanographiques,306005,,,031001,Facteur de réplication différée des descripteurs,,,,Operational
bufr4/3/06/005/4/007062,06,Séquences de rapports océanographiques,306005,,,007062,Profondeur sous la surface de la mer/de l'eau,,,,Operational
bufr4/3/06/005/5/022004,06,Séquences de rapports océanographiques,306005,,,022004,Direction du courant,,,,Operational
bufr4/3/06/005/6/022031,06,Séquences de rapports océanographiques,306005,,,022031,Vitesse du courant,,,,Operational
bufr4/3/06/006/1/306003,06,Séquences de rapports océanographiques,306006,(Paramètres de sondage sous-marin (facultatif)),,306003,(Vent de surface et température),,,,Operational
bufr4/3/06/006/2/306002,06,Séquences de rapports océanographiques,306006,(Paramètres de sondage sous-marin (facultatif)),,306002,(Actuel),,,,Operational
bufr4/3/06/006/3/022063,06,Séquences de rapports océanographiques,306006,(Paramètres de sondage sous-marin (facultatif)),,022063,Profondeur totale de l'eau,,,,Operational
bufr4/3/06/007/1/001012,06,Séquences de rapports océanographiques,306007,(Paramètres de bloc de rechange de bouée),,001012,Vitesse de mouvement de la plateforme d'observation mobile,,,,Operational
bufr4/3/06/007/2/001014,06,Séquences de rapports océanographiques,306007,(Paramètres de bloc de rechange de bouée),,001014,Vitesse de dérive de la plateforme (haute précision),,,,Operational
bufr4/3/06/007/3/306008,06,Séquences de rapports océanographiques,306007,(Paramètres de bloc de rechange de bouée),,306008,Paramètres d'instrumentation de bouée,,,,Operational
bufr4/3/06/007/4/004024,06,Séquences de rapports océanographiques,306007,(Paramètres de bloc de rechange de bouée),,004024,Période de temps ou déplacement,,,,Operational
bufr4/3/06/007/5/027003,06,Séquences de rapports océanographiques,306007,(Paramètres de bloc de rechange de bouée),,027003,Latitude (haute précision),,,,Operational
bufr4/3/06/007/6/028003,06,Séquences de rapports océanographiques,306007,(Paramètres de bloc de rechange de bouée),,028003,Longitude alternative (précision approximative),,,,Operational
bufr4/3/06/008/1/002034,06,Séquences de rapports océanographiques,306008,Paramètres d'instrumentation de bouée,,002034,Type de drogue,,,,Operational
bufr4/3/06/008/2/002035,06,Séquences de rapports océanographiques,306008,Paramètres d'instrumentation de bouée,,002035,Longueur de câble,,,,Operational
bufr4/3/06/008/3/002036,06,Séquences de rapports océanographiques,306008,Paramètres d'instrumentation de bouée,,002036,Type de bouée,,,,Operational
bufr4/3/06/011/1/301021,06,Séquences de rapports océanographiques,306011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,301021,Latitude (haute précision),,,,Operational
bufr4/3/06/011/2/001075,06,Séquences de rapports océanographiques,306011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,001075,Identification de la station de marée,ID alphanumérique (5 caractères),,,Operational
bufr4/3/06/011/3/002147,06,Séquences de rapports océanographiques,306011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,002147,Méthode de transmission au centre de collecte,,,,Operational
bufr4/3/06/011/4/301011,06,Séquences de rapports océanographiques,306011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,301011,"Année, mois, jour",,,,Operational
bufr4/3/06/011/5/301013,06,Séquences de rapports océanographiques,306011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,301013,"Heure, minute, seconde",,,,Operational
bufr4/3/06/012/1/002007,06,Séquences de rapports océanographiques,306012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,002007,Type de capteur pour instrument de mesure du niveau d'eau,,,,Operational
bufr4/3/06/012/2/008015,06,Séquences de rapports océanographiques,306012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,008015,Qualificateur significatif pour capteur,,,,Operational
bufr4/3/06/012/3/008032,06,Séquences de rapports océanographiques,306012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,008032,Statut de l'opération,,,,Operational
bufr4/3/06/012/4/306029,06,Séquences de rapports océanographiques,306012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,306029,Séquence pour la représentation des informations d'échantillonnage du tsunamètre concernant les hauteurs de colonne d'eau dans le rapport de série chronologique,,,,Operational
bufr4/3/06/013/1/306012,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,306012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,,,Operational
bufr4/3/06/013/2/301011,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,301011,"Année, mois, jour",Date de référence pour la série chronologique,,,Operational
bufr4/3/06/013/3/301013,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,301013,"Heure, minute, seconde",Date de référence pour la série chronologique,,,Operational
bufr4/3/06/013/4/022120,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,022120,Vérification automatisée du niveau d'eau de la station de marée,,,,Operational
bufr4/3/06/013/5/022121,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,022121,Vérification automatisée du niveau d'eau de la station de marée,,,,Operational
bufr4/3/06/013/6/004015,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,004015,Incrément horaire,Ajouté pour réinitialiser l'heure de référence,,,Operational
bufr4/3/06/013/7/004065,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,004065,Court intervalle de temps,Ajouté à chaque valeur de données dans la série chronologique,,,Operational
bufr4/3/06/013/8/102000,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,102000,Réplication différée de 6 descripteurs,,,,Operational
bufr4/3/06/013/9/031001,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,031001,Facteur de réplication différée des descripteurs,,,,Operational
bufr4/3/06/013/10/022038,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,022038,Élévation de marée par rapport au zéro hydrographique local,,,,Operational
bufr4/3/06/013/11/022040,06,Séquences de rapports océanographiques,306013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,022040,Élévation résiduelle de marée météorologique (surcote ou décalage),,,,Operational
