Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/21/026/0,021026,Utilisabilité du sigma-0 ASCAT,0,Nominal,,,,,Operational
bufr4/0/21/026/1,021026,Utilisabilité du sigma-0 ASCAT,1,Nominal,,,,,Operational
bufr4/0/21/026/2,021026,Utilisabilité du sigma-0 ASCAT,2,Nominal,,,,,Operational
bufr4/0/21/026/3-6,021026,Utilisabilité du sigma-0 ASCAT,3-6,Réservé,,,,,Operational
bufr4/0/21/026/7,021026,Utilisabilité du sigma-0 ASCAT,7,Manquant,,,,,Operational
bufr4/0/21/066/1,021066,Données de confiance des produits du scatteromètre à ondes,1,Équipement de traitement en panne,,,,,Operational
bufr4/0/21/066/2,021066,Données de confiance des produits du scatteromètre à ondes,2,Équipement défaillant,,,,,Operational
bufr4/0/21/066/3,021066,Données de confiance des produits du scatteromètre à ondes,3,Code PRF modifié lors de la génération de l'image,,,,,Operational
bufr4/0/21/066/4,021066,Données de confiance des produits du scatteromètre à ondes,4,Fenêtre d'échantillonnage modifiée pendant la génération de l'image,,,,,Operational
bufr4/0/21/066/5,021066,Données de confiance des produits du scatteromètre à ondes,5,Gain modifié pendant la génération d'image,,,,,Operational
bufr4/0/21/066/6,021066,Données de confiance des produits du scatteromètre à ondes,6,La réplique de gazouillis dépasse la valeur spécifiée,,,,,Operational
bufr4/0/21/066/7,021066,Données de confiance des produits du scatteromètre à ondes,7,Moyenne et écart type des données d'entrée en phase et en quadrature hors plage,,,,,Operational
bufr4/0/21/066/8,021066,Données de confiance des produits du scatteromètre à ondes,8,Centroïde Doppler incertain. Mesure de confiance < valeur spécifique,,,,,Operational
bufr4/0/21/066/9,021066,Données de confiance des produits du scatteromètre à ondes,9,Valeur absolue du centroïde Doppler > PRF/2,,,,,Operational
bufr4/0/21/066/10,021066,Données de confiance des produits du scatteromètre à ondes,10,Estimation d'ambiguïté Doppler incertaine. Mesure de confiance < valeur spécifique,,,,,Operational
bufr4/0/21/066/11,021066,Données de confiance des produits du scatteromètre à ondes,11,Moyenne et écart-type des données de sortie =< valeur MMCC,,,,,Operational
bufr4/0/21/066/All-12,021066,Données de confiance des produits du scatteromètre à ondes,All 12,Valeur manquante,,,,,Operational
bufr4/0/21/067/1,021067,Données de confiance du produit vent,1,Aucun calcul de poutre avant,,,,,Operational
bufr4/0/21/067/2,021067,Données de confiance du produit vent,2,Aucun calcul de poutre intermédiaire,,,,,Operational
bufr4/0/21/067/3,021067,Données de confiance du produit vent,3,Aucun calcul de poutre avant,,,,,Operational
bufr4/0/21/067/4,021067,Données de confiance du produit vent,4,Arcage de la poutre avant détecté,,,,,Operational
bufr4/0/21/067/5,021067,Données de confiance du produit vent,5,Arcage de la poutre avant détecté,,,,,Operational
bufr4/0/21/067/6,021067,Données de confiance du produit vent,6,Arcage de la poutre avant détecté,,,,,Operational
bufr4/0/21/067/7,021067,Données de confiance du produit vent,7,Tout contenu de bruit de faisceau supérieur ou égal au seuil,,,,,Operational
bufr4/0/21/067/8,021067,Données de confiance du produit vent,8,Terre (toute terre dans l'empreinte de la cellule),,,,,Operational
bufr4/0/21/067/9,021067,Données de confiance du produit vent,9,Suppression autonome d'ambiguïté non utilisée,,,,,Operational
bufr4/0/21/067/10,021067,Données de confiance du produit vent,10,Contexte météorologique non utilisé,,,,,Operational
bufr4/0/21/067/11,021067,Données de confiance du produit vent,11,Seuil minimum résiduel dépassé,,,,,Operational
bufr4/0/21/067/12,021067,Données de confiance du produit vent,12,Erreur de somme de contrôle de trame détectée,,,,,Operational
bufr4/0/21/067/All-13,021067,Données de confiance du produit vent,All 13,Valeur manquante,,,,,Operational
bufr4/0/21/068/1,021068,Données de confiance du produit altimètre radar,1,Écart type de la vitesse du vent hors limite MMCC,,,,,Operational
bufr4/0/21/068/2,021068,Données de confiance du produit altimètre radar,2,Écart type de la hauteur significative des vagues hors limite MMCC,,,,,Operational
bufr4/0/21/068/3,021068,Données de confiance du produit altimètre radar,3,Altitude d'écart type,,,,,Operational
bufr4/0/21/068/4,021068,Données de confiance du produit altimètre radar,4,Pic de crête moyen hors limite MMCC,,,,,Operational
bufr4/0/21/068/5,021068,Données de confiance du produit altimètre radar,5,Erreur de somme de contrôle de trame détectée,,,,,Operational
bufr4/0/21/068/6,021068,Données de confiance du produit altimètre radar,6,Correction en boucle ouverte (boucle hauteur-temps),,,,,Operational
bufr4/0/21/068/7,021068,Données de confiance du produit altimètre radar,7,Pas assez de mesures (N < 10),,,,,Operational
bufr4/0/21/068/All-8,021068,Données de confiance du produit altimètre radar,All 8,Valeur manquante,,,,,Operational
bufr4/0/21/069/1,021069,Données de confiance des produits SST,1,"Canal de 12,0 microns présent dans les données sources",,,,,Operational
bufr4/0/21/069/2,021069,Données de confiance des produits SST,2,"Canal de 12,0 microns présent dans les données sources",,,,,Operational
bufr4/0/21/069/3,021069,Données de confiance des produits SST,3,"Canal de 12,0 microns présent dans les données sources",,,,,Operational
bufr4/0/21/069/4,021069,Données de confiance des produits SST,4,"Canal de 12,0 microns présent dans les données sources",,,,,Operational
bufr4/0/21/069/5,021069,Données de confiance des produits SST,5,"Identification des nuages utilisant le test de réflectance de l'histogramme à 1,6 micron pour les nuages",,,,,Operational
bufr4/0/21/069/6,021069,Données de confiance des produits SST,6,"Identification des nuages utilisant le test de réflectance de l'histogramme à 1,6 micron pour les nuages",,,,,Operational
bufr4/0/21/069/7,021069,Données de confiance des produits SST,7,"Reflet solaire détecté par le test de réflectance des nuages à 1,6 micron",,,,,Operational
bufr4/0/21/069/8,021069,Données de confiance des produits SST,8,"Canal de 3,7 microns utilisé pour la récupération de la température de surface de la mer",,,,,Operational
bufr4/0/21/069/9,021069,Données de confiance des produits SST,9,La dérivation de la température de surface de la mer a utilisé les données diurnes (nocturnes si nulles).,,,,,Operational
bufr4/0/21/069/All-10,021069,Données de confiance des produits SST,All 10,Valeur manquante,,,,,Operational
bufr4/0/21/070,021070,Données de confiance des produits SST,,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/1,021070,Données de confiance des produits SST,1,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/2,021070,Données de confiance des produits SST,2,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/3,021070,Données de confiance des produits SST,3,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/4,021070,Données de confiance des produits SST,4,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/5,021070,Données de confiance des produits SST,5,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/6,021070,Données de confiance des produits SST,6,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/7,021070,Données de confiance des produits SST,7,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/8,021070,Données de confiance des produits SST,8,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/9,021070,Données de confiance des produits SST,9,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070,021070,Données de confiance des produits SST,,"1-9 Récupération SST vue nadir uniquement utilisant le canal de 3,7 microns (un bit par cellule de 10 arcmin).",,,,,Operational
bufr4/0/21/070/10,021070,Données de confiance des produits SST,10,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/11,021070,Données de confiance des produits SST,11,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/12,021070,Données de confiance des produits SST,12,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/13,021070,Données de confiance des produits SST,13,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/14,021070,Données de confiance des produits SST,14,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/15,021070,Données de confiance des produits SST,15,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/16,021070,Données de confiance des produits SST,16,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/17,021070,Données de confiance des produits SST,17,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/18,021070,Données de confiance des produits SST,18,"Cellule 1 : vue double SST utilisant le canal de 3,7 microns",,,,,Operational
bufr4/0/21/070/19,021070,Données de confiance des produits SST,19,La vue nadir contient des données diurnes.,,,,,Operational
bufr4/0/21/070/20,021070,Données de confiance des produits SST,20,La vue avant contient des données diurnes,,,,,Operational
bufr4/0/21/070/21,021070,Données de confiance des produits SST,21,L'enregistrement contient des contributions provenant des balayages d'instruments effectués lorsque la plateforme ERS n'était pas en mode de pilotage en lacet.,,,,,Operational
bufr4/0/21/070/22,021070,Données de confiance des produits SST,22,L'enregistrement contient des contributions provenant de balayages d'instruments pour lesquels les données de confiance du produit indiquent une qualité médiocre ou inconnue.,,,,,Operational
bufr4/0/21/070/All-23,021070,Données de confiance des produits SST,All 23,Valeur manquante,,,,,Operational
bufr4/0/21/072/1,021072,Statut de calibration de l'altimètre satellite,1,Correction d'erreur de hauteur appliquée au lieu de l'étalonnage en boucle ouverte,,,,,Operational
bufr4/0/21/072/2,021072,Statut de calibration de l'altimètre satellite,2,Radiomètre micro-ondes utilisé pour la correction de la troposphère,,,,,Operational
bufr4/0/21/072/3,021072,Statut de calibration de l'altimètre satellite,3,Correction de sortie AGC appliquée au lieu de l'étalonnage en boucle ouverte,,,,,Operational
bufr4/0/21/072/All-4,021072,Statut de calibration de l'altimètre satellite,All 4,Valeur manquante,,,,,Operational
bufr4/0/21/073/1,021073,Mode de l'instrument altimètre satellite,1,Enregistrement de données vide,,,,,Operational
bufr4/0/21/073/2,021073,Mode de l'instrument altimètre satellite,2,test,,,,,Operational
bufr4/0/21/073/3,021073,Mode de l'instrument altimètre satellite,3,Étalonnage (boucle fermée),,,,,Operational
bufr4/0/21/073/4,021073,Mode de l'instrument altimètre satellite,4,MORSURE,,,,,Operational
bufr4/0/21/073/5,021073,Mode de l'instrument altimètre satellite,5,Acquisition sur glace,,,,,Operational
bufr4/0/21/073/6,021073,Mode de l'instrument altimètre satellite,6,Acquisition sur l'océan,,,,,Operational
bufr4/0/21/073/7,021073,Mode de l'instrument altimètre satellite,7,Suivi sur glace,,,,,Operational
bufr4/0/21/073/8,021073,Mode de l'instrument altimètre satellite,8,Suivi sur l'océan,,,,,Operational
bufr4/0/21/073/All-9,021073,Mode de l'instrument altimètre satellite,All 9,Valeur manquante,,,,,Operational
bufr4/0/21/076/0,021076,Représentation des intensités,0,Linéaire,,,,,Operational
bufr4/0/21/076/1,021076,Représentation des intensités,1,Logarithmique (base e),,,,,Operational
