Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/01/003/0,001003,Numéro de région/zone géographique de l'OMM,0,Antarctique,,,,,Operational
bufr4/0/01/003/1,001003,Numéro de région/zone géographique de l'OMM,1,Régional,,,,,Operational
bufr4/0/01/003/2,001003,Numéro de région/zone géographique de l'OMM,2,Région II,,,,,Operational
bufr4/0/01/003/3,001003,Numéro de région/zone géographique de l'OMM,3,Région II,,,,,Operational
bufr4/0/01/003/4,001003,Numéro de région/zone géographique de l'OMM,4,Région II,,,,,Operational
bufr4/0/01/003/5,001003,Numéro de région/zone géographique de l'OMM,5,Région V,,,,,Operational
bufr4/0/01/003/6,001003,Numéro de région/zone géographique de l'OMM,6,Région V,,,,,Operational
bufr4/0/01/003/7,001003,Numéro de région/zone géographique de l'OMM,7,Valeur manquante,,,,,Operational
bufr4/0/01/007,001007,Sous-identifiant du satellite,,,,,,,Operational
bufr4/0/01/024/0,001024,Vitesse du vent,0,Aucune donnée de vitesse du vent disponible,,,,,Operational
bufr4/0/01/024/1,001024,Vitesse du vent,1,Données AMSR-E,,,,,Operational
bufr4/0/01/024/2,001024,Vitesse du vent,2,Données TMI,,,,,Operational
bufr4/0/01/024/3,001024,Vitesse du vent,3,PNM : ECMWF,,,,,Operational
bufr4/0/01/024/4,001024,Vitesse du vent,4,PNM : Met Office du Royaume-Uni,,,,,Operational
bufr4/0/01/024/5,001024,Vitesse du vent,5,PNM : NCEP,,,,,Operational
bufr4/0/01/024/6,001024,Vitesse du vent,6,Climatologie,,,,,Operational
bufr4/0/01/024/7,001024,Vitesse du vent,7,ERS_scatterometer,,,,,Operational
bufr4/0/01/024/8-30,001024,Vitesse du vent,8-30,Réservé pour usage futur,,,,,Operational
bufr4/0/01/024/31,001024,Vitesse du vent,31,Valeur manquante,,,,,Operational
bufr4/0/01/028/0,001028,(Profondeur optique des aérosols),0,Aucune donnée AOD disponible,,,,,Operational
bufr4/0/01/028/1,001028,(Profondeur optique des aérosols),1,NESDIS,,,,,Operational
bufr4/0/01/028/2,001028,(Profondeur optique des aérosols),2,NAVOCEANO,,,,,Operational
bufr4/0/01/028/3,001028,(Profondeur optique des aérosols),3,NAAPS,,,,,Operational
bufr4/0/01/028/4,001028,(Profondeur optique des aérosols),4,MERIS,,,,,Operational
bufr4/0/01/028/5,001028,(Profondeur optique des aérosols),5,AATSR,,,,,Operational
bufr4/0/01/028/6-30,001028,(Profondeur optique des aérosols),6-30,Réservé pour usage futur,,,,,Operational
bufr4/0/01/028/31,001028,(Profondeur optique des aérosols),31,Valeur manquante,,,,,Operational
bufr4/0/01/029/0,001029,Source SSI,0,Aucune donnée SSI disponible,,,,,Operational
bufr4/0/01/029/1,001029,Source SSI,1,MSG_SEVIRI,,,,,Operational
bufr4/0/01/029/2,001029,Source SSI,2,GOES Est,,,,,Operational
bufr4/0/01/029/3,001029,Source SSI,3,GOES Est,,,,,Operational
bufr4/0/01/029/4,001029,Source SSI,4,ECMWF,,,,,Operational
bufr4/0/01/029/5,001029,Source SSI,5,NCEP,,,,,Operational
bufr4/0/01/029/6,001029,Source SSI,6,PNM : Met Office du Royaume-Uni,,,,,Operational
bufr4/0/01/029/7-30,001029,Source SSI,7-30,Réservé pour usage futur,,,,,Operational
bufr4/0/01/029/31,001029,Source SSI,31,Valeur manquante,,,,,Operational
bufr4/0/01/031,001031,Identification du centre d'origine/génération,,,,,,,Operational
bufr4/0/01/033,001033,Identification du centre d'origine/génération,,,,,,,Operational
bufr4/0/01/034,001034,Identification du centre d'origine/génération,,,,,,,Operational
bufr4/0/01/035,001035,Identification du centre d'origine/génération,,,,,,,Operational
bufr4/0/01/036/0-36000,001036,Agence responsable de l'exploitation de la plateforme d'observation,0-36000,Réservé,,,,,Operational
bufr4/0/01/036/36001,001036,Agence responsable de l'exploitation de la plateforme d'observation,36001,"Australie, Bureau de météorologie (BoM)",,,,,Operational
bufr4/0/01/036/36002,001036,Agence responsable de l'exploitation de la plateforme d'observation,36002,"Australie, Installation Conjointe Australienne pour les Systèmes d’Observation de l’Océan (JAFOOS)",,,,,Operational
bufr4/0/01/036/36003,001036,Agence responsable de l'exploitation de la plateforme d'observation,36003,"Australie, l'Organisation de recherche scientifique et industrielle du Commonwealth (CSIRO)",,,,,Operational
bufr4/0/01/036/36004-124000,001036,Agence responsable de l'exploitation de la plateforme d'observation,36004-124000,Réservé,,,,,Operational
bufr4/0/01/036/124001,001036,Agence responsable de l'exploitation de la plateforme d'observation,124001,"Canada, Service des données environnementales marines (MEDS)",,,,,Operational
bufr4/0/01/036/124002,001036,Agence responsable de l'exploitation de la plateforme d'observation,124002,"Canada, Institut des sciences de la mer (ISM)",,,,,Operational
bufr4/0/01/036/124003-124172,001036,Agence responsable de l'exploitation de la plateforme d'observation,124003-124172,Réservé,,,,,Operational
bufr4/0/01/036/124173,001036,Agence responsable de l'exploitation de la plateforme d'observation,124173,"Canada, Environnement Canada",,,,,Operational
bufr4/0/01/036/124174,001036,Agence responsable de l'exploitation de la plateforme d'observation,124174,"Canada, ministère de la Défense nationale",,,,,Operational
bufr4/0/01/036/124175,001036,Agence responsable de l'exploitation de la plateforme d'observation,124175,"Canada, Nav Canada",,,,,Operational
