Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/13/001,13,Éléments hydrographiques et hydrologiques,013001,Humidité relative,kg/kg,5,0,14,kg/kg,5,5,,,Operational
bufr4/0/13/002,13,Éléments hydrographiques et hydrologiques,013002,Rapport de mélange,kg/kg,5,0,14,kg/kg,5,5,,,Operational
bufr4/0/13/003,13,Éléments hydrographiques et hydrologiques,013003,Humidité relative,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/004,13,Éléments hydrographiques et hydrologiques,013004,Pression de vapeur,Pa,-1,0,10,Pa,-1,4,,,Operational
bufr4/0/13/005,13,Éléments hydrographiques et hydrologiques,013005,Pression de vapeur,kg m-3,3,0,7,kg m-3,3,3,,,Operational
bufr4/0/13/006,13,Éléments hydrographiques et hydrologiques,013006,Hauteurs de mélange,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/13/007,13,Éléments hydrographiques et hydrologiques,013007,Humidité relative,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/008,13,Éléments hydrographiques et hydrologiques,013008,Humidité relative,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/009,13,Éléments hydrographiques et hydrologiques,013009,Humidité relative,%,1,-1000,12,%,1,4,(voir la Note 3),39,Operational
bufr4/0/13/011,13,Éléments hydrographiques et hydrologiques,013011,Précipitation totale/équivalent en eau total,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/012,13,Éléments hydrographiques et hydrologiques,013012,"Profondeur de neige supérieure à 0,00 m",m,2,-2,12,m,2,4,(voir la Note 3),26,Operational
bufr4/0/13/013,13,Éléments hydrographiques et hydrologiques,013013,"Profondeur de neige supérieure à 0,00 m",m,2,-2,16,m,2,5,(voir la Note 3),26,Operational
