Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/04/059/1,004059,Heures d'observation utilisées pour calculer les valeurs moyennes rapportées,1,0000 UTC,,,,,Operational
bufr4/0/04/059/2,004059,Heures d'observation utilisées pour calculer les valeurs moyennes rapportées,2,0000 UTC,,,,,Operational
bufr4/0/04/059/3,004059,Heures d'observation utilisées pour calculer les valeurs moyennes rapportées,3,0000 UTC,,,,,Operational
bufr4/0/04/059/4,004059,Heures d'observation utilisées pour calculer les valeurs moyennes rapportées,4,0000 UTC,,,,,Operational
bufr4/0/04/059/5,004059,Heures d'observation utilisées pour calculer les valeurs moyennes rapportées,5,Autres heures,,,,,Operational
bufr4/0/04/059/All-6,004059,Heures d'observation utilisées pour calculer les valeurs moyennes rapportées,All 6,Valeur manquante,,,,,Operational
bufr4/0/04/080/0,004080,Période moyenne d'échantillonnage,0,Valeurs ponctuelles,,,,,Operational
bufr4/0/04/080/1,004080,Période moyenne d'échantillonnage,1,Moins de 15 minutes,,,,,Operational
bufr4/0/04/080/2,004080,Période moyenne d'échantillonnage,2,Moins de 15 minutes,,,,,Operational
bufr4/0/04/080/3,004080,Période moyenne d'échantillonnage,3,Moins de 15 minutes,,,,,Operational
bufr4/0/04/080/4-8,004080,Période moyenne d'échantillonnage,4-8,Réservé,,,,,Operational
bufr4/0/04/080/9,004080,Période moyenne d'échantillonnage,9,Données non disponibles,,,,,Operational
bufr4/0/04/080/10-14,004080,Période moyenne d'échantillonnage,10-14,Non utilisé,,,,,Operational
bufr4/0/04/080/15,004080,Période moyenne d'échantillonnage,15,Valeur manquante,,,,,Operational
