"ClassNo","ClassName_fr","FXY","ElementName_fr","BUFR_Unit_fr","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_fr","CREX_Scale","CREX_DataWidth_Char","Note_fr","noteIDs","Status"
"40","Classe 40 Données satellitaires","040001","Humidité du sol en surface","%","1","0","10","%","1","4","","","Operational"
"40","Classe 40 Données satellitaires","040002","Erreur estimative de l'humidité du sol en surface","%","1","0","10","%","1","4","","","Operational"
"40","Classe 40 Données satellitaires","040003","Humidité moyenne du sol en surface","Numérique","3","0","10","Numérique","3","4","","","Operational"
"40","Classe 40 Données satellitaires","040004","Détection de pluie","Numérique","3","0","10","Numérique","3","4","","","Operational"
"40","Classe 40 Données satellitaires","040005","Indicateur de correction de l'humidité du sol","Table d'indicateurs","0","0","8","Table d'indicateurs","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040006","Indicateur de traitement de l'humidité du sol","Table d'indicateurs","0","0","16","Table d'indicateurs","0","6","","","Operational"
"40","Classe 40 Données satellitaires","040007","Qualité de l'humidité du sol","%","1","0","10","%","1","4","","","Operational"
"40","Classe 40 Données satellitaires","040008","Fraction gelée de la surface terrestre","%","1","0","10","%","1","4","","","Operational"
"40","Classe 40 Données satellitaires","040009","Fraction des zones humides et inondées","%","1","0","10","%","1","4","","","Operational"
"40","Classe 40 Données satellitaires","040010","Complexité topographique","%","1","0","10","%","1","4","","","Operational"
"40","Classe 40 Données satellitaires","040011","Indicateur d'interpolation","Table d'indicateurs","0","0","8","Table d'indicateurs","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040012","Indicateur de qualité des données du radiomètre","Table d'indicateurs","0","0","8","Table d'indicateurs","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040013","Indicateur d'interprétation de la température de luminance du radiomètre","Table de code","0","0","3","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040014","Fluctuations haute fréquence de la correction topographique de la surface de la mer","m","4","-3000","13","m","4","4","","","Operational"
"40","Classe 40 Données satellitaires","040015","Indice différentiel normalisé de végétation (NDVI)","Numérique","2","-100","8","Numérique","2","3","","","Operational"
"40","Classe 40 Données satellitaires","040016","Moyenne quadratique résiduelle en bande","Numérique","3","0","14","Numérique","3","5","","","Operational"
"40","Classe 40 Données satellitaires","040017","Score des composantes principales non normalisé","Numérique","0","-1073741824","31","Numérique","0","10","","","Operational"
"40","Classe 40 Données satellitaires","040018","GlacAvgImagIIS - moyenne des mesures de l'imageur","W m-2 sr-1 m","6","0","24","W m-2 sr-1 m","6","8","","","Operational"
"40","Classe 40 Données satellitaires","040019","GlacVarlmagIIS - variance des mesures de l'imageur","W m-2 sr-1 m","6","0","24","W m-2 sr-1 m","6","8","","","Operational"
"40","Classe 40 Données satellitaires","040020","GqisFlagQualDetailed – indicateur de qualité du système","Table d'indicateurs","0","0","17","Table d'indicateurs","0","6","","","Operational"
"40","Classe 40 Données satellitaires","040021","Fraction de pixels AVHRR pondérés dans le champ de vision de l'IASI recouvert d'une couche de neige/glace","%","0","0","7","%","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040022","Nombre de pixels AVHRR manquants, erronés ou défaillants","Numérique","0","0","7","Numérique","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040023","Indicateur de l'état de l'altimètre auxiliaire","Table d'indicateurs","0","0","5","Table d'indicateurs","0","2","","","Operational"
"40","Classe 40 Données satellitaires","040024","Existence de cartes météorologiques","Table de code","0","0","3","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040025","Indicateur d'interpolation pour la marée diurne moyenne","Table de code","0","0","2","Table de code","0","1","","","Operational"
"40","Classe 40 Données satellitaires","040026","Facteur de quantification de l'indice","Numérique","2","0","16","Numérique","2","5","","","Operational"
"40","Classe 40 Données satellitaires","040027","Angle du reflet solaire","","2","-18000","16","","2","5","","","Operational"
"40","Classe 40 Données satellitaires","040028","Indicateur de qualité des données du GMI","Table de code","0","0","4","Table de code","0","2","","","Operational"
"40","Classe 40 Données satellitaires","040029","Longueur d'intégration horizontale des observations","m","0","0","26","m","0","8","","","Operational"
"40","Classe 40 Données satellitaires","040030","Vent horizontal dans l'axe de visée","m s-1","2","-32767","16","m s-1","2","5","","","Operational"
"40","Classe 40 Données satellitaires","040031","Estimation des erreurs relatives au vent horizontal dans l'axe de visée","m s-1","2","0","15","m s-1","2","5","","","Operational"
"40","Classe 40 Données satellitaires","040032","Dérivée du vent par rapport à la pression","m s-1 Pa-1","3","-100000","18","m s-1 Pa-1","3","6","","","Operational"
"40","Classe 40 Données satellitaires","040033","Dérivée du vent par rapport à la température","m s-1 K-1","3","-100000","18","m s-1 K-1","3","6","","","Operational"
"40","Classe 40 Données satellitaires","040034","Dévirée du vent par rapport au coefficient de rétrodiffusion","m s-1","3","-200000","19","m s-1","3","6","","","Operational"
"40","Classe 40 Données satellitaires","040035","Distance du satellite","m","0","380000","18","m","0","6","","","Operational"
"40","Classe 40 Données satellitaires","040036","Type de classification des produits lidar de niveau L2b","Table de code","0","0","4","Table de code","0","2","","","Operational"
"40","Classe 40 Données satellitaires","040037","Coefficient de rétrodiffusion","Numérique","3","500","20","Numérique","3","7","","","Operational"
"40","Classe 40 Données satellitaires","040038","Taille des particules de nuages","m","7","0","28","m","7","6","","","Operational"
"40","Classe 40 Données satellitaires","040039","Intensité d'image du produit singulier complexe","Numérique","0","-25","5","Numérique","0","3","","","Operational"
"40","Classe 40 Données satellitaires","040040","Asymétrie d'image du produit singulier complexe","Numérique","2","1","13","Numérique","0","4","","","Operational"
"40","Classe 40 Données satellitaires","040041","Aplatissement d'image du produit singulier complexe","Numérique","2","1","13","Numérique","0","4","","","Operational"
"40","Classe 40 Données satellitaires","040042","Variance d'image du produit singulier complexe","Numérique","2","1","13","Numérique","0","4","","","Operational"
