"ClassNo","ClassName_fr","FXY","ElementName_fr","BUFR_Unit_fr","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_fr","CREX_Scale","CREX_DataWidth_Char","Note_fr","noteIDs","Status"
"12","Classe 12 – Température","012001","Température/température de l'air","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012002","Température du thermomètre humide","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012003","Température du point de rosée","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012004","Température de l'air à 2 m","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012005","Température du thermomètre humide à 2 m","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012006","Température du point de rosée à 2 m","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012007","Température virtuelle","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012008","Incertitude relative à la température virtuelle","K","1","0","12","°C","1","4","","","Operational"
"12","Classe 12 – Température","012011","Température maximale, à une hauteur et sur une période déterminées","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012012","Température minimale, à une hauteur et sur une période déterminées","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012013","Température minimale au sol, au cours des 12 heures précédentes","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012014","Température maximale à 2 m, au cours des 12 heures précédentes","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012015","Température minimale à 2 m, au cours des 12 heures précédentes","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012016","Température maximale à 2 m, au cours des 24 heures précédentes","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012017","Température minimale à 2 m, au cours des 24 heures précédentes","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012021","Température maximale à 2 m","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012022","Température minimale à 2 m","K","2","0","16","°C","2","4","","","Operational"
"12","Classe 12 – Température","012023","Température","°C","0","-99","8","°C","0","2","","","Operational"
"12","Classe 12 – Température","012024","Température du point de rosée","°C","0","-99","8","°C","0","2","","","Operational"
"12","Classe 12 – Température","012030","Température du sol","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012049","Variation de température sur une période déterminée","K","0","-30","6","°C","0","2","","","Operational"
"12","Classe 12 – Température","012051","Écart type de la température","K","1","0","10","°C","1","3","","","Operational"
"12","Classe 12 – Température","012052","Température moyenne journalière la plus élevée","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012053","Température moyenne journalière la plus basse","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012060","Température à l'intérieur de la station météorologique automatique","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012061","Température de la pellicule superficielle","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012062","Température équivalente du corps noir","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012063","Température de luminance","K","1","0","12","°C","1","3","","","Operational"
"12","Classe 12 – Température","012064","Température de l'instrument","K","1","0","12","K","1","4","","","Operational"
"12","Classe 12 – Température","012065","Écart type de la température de luminance","K","1","0","12","K","1","4","","","Operational"
