Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status
08,تسلسلات تقارير السطح (البحر),D08001,(عوامة/منصة - ثابتة),,D01033,(عوامة/منصة - ثابتة),التعريف، النوع، التاريخ/الوقت، الموقع (دقة عالية),,Operational
08,تسلسلات تقارير السطح (البحر),D08001,(عوامة/منصة - ثابتة),,D02011,محطة منخفضة الارتفاع,تقرير سطح أساسي,,Operational
08,تسلسلات تقارير السطح (البحر),D08001,(عوامة/منصة - ثابتة),,B22042,درجة حرارة الماء,,,Operational
08,تسلسلات تقارير السطح (البحر),D08002,(عوامة/منصة - ثابتة),,D01034,(عوامة/منصة - ثابتة),التعريف، النوع، التاريخ/الوقت، الموقع (دقة عالية),,Operational
08,تسلسلات تقارير السطح (البحر),D08002,(عوامة/منصة - ثابتة),,D02011,محطة منخفضة الارتفاع,تقرير سطح أساسي,,Operational
08,تسلسلات تقارير السطح (البحر),D08002,(عوامة/منصة - ثابتة),,B22042,درجة حرارة الماء,,,Operational
08,تسلسلات تقارير السطح (البحر),D08003,(عوامة/منصة - متحركة) (انظر الملاحظة 1),,D01035,(عوامة/منصة - متحركة) (انظر الملاحظة 1),التعريف، النوع، التاريخ/الوقت، الموقع (دقة عالية),,Operational
08,تسلسلات تقارير السطح (البحر),D08003,(عوامة/منصة - متحركة) (انظر الملاحظة 1),,D02011,محطة منخفضة الارتفاع,تقرير سطح أساسي,,Operational
08,تسلسلات تقارير السطح (البحر),D08003,(عوامة/منصة - متحركة) (انظر الملاحظة 1),,B22042,درجة حرارة الماء,,,Operational
08,تسلسلات تقارير السطح (البحر),D08004,سفينة,,D01036,سفينة,التعريف، النوع، التاريخ/الوقت، الموقع (دقة عالية),,Operational
08,تسلسلات تقارير السطح (البحر),D08004,سفينة,,D02011,محطة منخفضة الارتفاع,تقرير سطح أساسي,,Operational
08,تسلسلات تقارير السطح (البحر),D08004,سفينة,,B22042,درجة حرارة الماء,,,Operational
08,تسلسلات تقارير السطح (البحر),D08005,,,D08004,سفينة,تقرير السفينة الأساسي,,Operational
08,تسلسلات تقارير السطح (البحر),D08005,,,D02024,الرياح وأمواج الانتفاخ,,,Operational
08,تسلسلات تقارير السطح (البحر),D08006,(قسم العوامة 1 المعلمات الاختيارية),,B10004,ضغط,,,Operational
08,تسلسلات تقارير السطح (البحر),D08006,(قسم العوامة 1 المعلمات الاختيارية),,B10061,تغير الضغط لمدة 3 ساعات,,,Operational
08,تسلسلات تقارير السطح (البحر),D08006,(قسم العوامة 1 المعلمات الاختيارية),,B10063,خاصية اتجاه الضغط,,,Operational
08,تسلسلات تقارير السطح (البحر),D08006,(قسم العوامة 1 المعلمات الاختيارية),,B11001,اتجاه الرياح,,,Operational
08,تسلسلات تقارير السطح (البحر),D08006,(قسم العوامة 1 المعلمات الاختيارية),,B11002,سرعة الرياح,,,Operational
08,تسلسلات تقارير السطح (البحر),D08006,(قسم العوامة 1 المعلمات الاختيارية),,B12004,درجة حرارة الهواء على ارتفاع 2 متر,,,Operational
08,تسلسلات تقارير السطح (البحر),D08006,(قسم العوامة 1 المعلمات الاختيارية),,B13003,الرطوبة النسبية,,,Operational
08,تسلسلات تقارير السطح (البحر),D08006,(قسم العوامة 1 المعلمات الاختيارية),,B22042,درجة حرارة الماء,,,Operational
08,تسلسلات تقارير السطح (البحر),D08007,,,D01055,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,Operational
08,تسلسلات تقارير السطح (البحر),D08007,,,D02011,محطة منخفضة الارتفاع,تقرير سطح أساسي,,Operational
08,تسلسلات تقارير السطح (البحر),D08007,,,B07062,العمق تحت سطح البحر/المياه,,,Operational
08,تسلسلات تقارير السطح (البحر),D08007,,,B22042,درجة حرارة الماء,,,Operational
08,تسلسلات تقارير السطح (البحر),D08009,تسلسل تمثيل التقارير المختصرة من محطة بحرية مناسبة لبيانات SHIP,,D01093,تحديد السفينة، الحركة، التاريخ/الوقت، الإحداثيات الأفقية والعمودية,,,Operational
08,تسلسلات تقارير السطح (البحر),D08009,تسلسل تمثيل التقارير المختصرة من محطة بحرية مناسبة لبيانات SHIP,,D02001,تغير الضغط لمدة 3 ساعات,,,Operational
08,تسلسلات تقارير السطح (البحر),D08009,تسلسل تمثيل التقارير المختصرة من محطة بحرية مناسبة لبيانات SHIP,,D02054,"سفينة ""البيانات الفورية""",,,Operational
08,تسلسلات تقارير السطح (البحر),D08009,تسلسل تمثيل التقارير المختصرة من محطة بحرية مناسبة لبيانات SHIP,,B08002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),,,Operational
08,تسلسلات تقارير السطح (البحر),D08009,تسلسل تمثيل التقارير المختصرة من محطة بحرية مناسبة لبيانات SHIP,,D02055,تجمد معتدل,,,Operational
08,تسلسلات تقارير السطح (البحر),D08009,تسلسل تمثيل التقارير المختصرة من محطة بحرية مناسبة لبيانات SHIP,,D02057,بيانات السفن البحرية,,,Operational
08,تسلسلات تقارير السطح (البحر),D08009,تسلسل تمثيل التقارير المختصرة من محطة بحرية مناسبة لبيانات SHIP,,D02060,"بيانات فترة ""السفينة""",,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B01011,معرّف السفينة أو محطة الأرض المتنقلة,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,R13000,تكرار متأخر لـ 6 أوصاف,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,D01011,سنة، شهر، يوم,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,D01012,ساعة، دقيقة، ثانية,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,D01021,خط العرض/خط الطول (دقة عالية),,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B04080,فترة متوسط العينة,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B22049,درجة حرارة سطح البحر,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B04080,فترة متوسط العينة,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B22059,الملوحة عند مستوى,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B04080,فترة متوسط العينة,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B22005,اتجاه تيار البحر/الماء عند مستوى,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B02042,مؤشر لسرعة تيار سطح البحر,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B22032,سرعة تيار البحر/الماء عند مستوى,,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B02042,مؤشر لسرعة تيار سطح البحر,إلغاء,,Operational
08,تسلسلات تقارير السطح (البحر),D08010,(قالب TRACKOB),,B04080,فترة متوسط العينة,إلغاء,,Operational
08,تسلسلات تقارير السطح (البحر),D08011,(القيم الشهرية من محطة الطقس البحرية - CLIMAT SHIP),,B01011,معرّف السفينة أو محطة الأرض المتنقلة,إشارة نداء السفينة,,Operational
08,تسلسلات تقارير السطح (البحر),D08011,(القيم الشهرية من محطة الطقس البحرية - CLIMAT SHIP),,B02001,نوع المحطة,,,Operational
08,تسلسلات تقارير السطح (البحر),D08011,(القيم الشهرية من محطة الطقس البحرية - CLIMAT SHIP),,D01011,سنة، شهر، يوم,,(انظر الملاحظة 3),Operational
08,تسلسلات تقارير السطح (البحر),D08011,(القيم الشهرية من محطة الطقس البحرية - CLIMAT SHIP),,D01012,ساعة، دقيقة، ثانية,,(انظر الملاحظة 3),Operational
08,تسلسلات تقارير السطح (البحر),D08011,(القيم الشهرية من محطة الطقس البحرية - CLIMAT SHIP),,D01023,خط العرض/خط الطول (دقة عالية),,,Operational
