Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/07/001,07,الموقع (رأسي),007001,ارتفاع المحطة,m,0,-400,15,m,0,5,"Certainly! Please provide the text you would like me to translate, along with any glossary terms or translation memory examples you'd like me to follow.",116,Operational
bufr4/0/07/002,07,الموقع (عمودي),007002,ارتفاع أو علو,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/07/003,07,الموقع (الرأسي),007003,الجيوبوتنشال,m2 s-2,-1,-400,17,m2 s-2,-1,6,,,Operational
bufr4/0/07/004,07,الموقع (عمودي),007004,ضغط,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/07/005,07,الموقع (رأسي),007005,زيادة الارتفاع,m,0,-400,12,m,0,4,,,Operational
bufr4/0/07/006,07,الموقع (عمودي),007006,الارتفاع فوق المحطة,m,0,0,15,m,0,5,,,Operational
bufr4/0/07/007,07,الموقع (عمودي),007007,ارتفاع,m,0,-1000,17,m,0,6,,,Operational
bufr4/0/07/008,07,الموقع (عمودي),007008,الجيوبوتنشال,m2 s-2,0,-10000,20,m2 s-2,0,7,,,Operational
bufr4/0/07/009,07,الموقع (عمودي),007009,الارتفاع الجيوپوتنشالي,gpm,0,-1000,17,gpm,0,5,,,Operational
bufr4/0/07/010,07,الموقع (عمودي),007010,مستوى الطيران,m,0,-1024,16,ft,-1,5,,,Operational
bufr4/0/07/012,07,الموقع (رأسي),007012,نقطة شبكة الارتفاع,m,2,-50000,20,m,2,7,,,Operational
bufr4/0/07/021,07,الموقع (عمودي),007021,الارتفاع,deg,2,-9000,15,deg,2,5,"Certainly! Please provide the text you'd like me to translate, along with the glossary terms and translation memory examples if applicable.",68,Operational
bufr4/0/07/022,07,الموقع (عمودي),007022,ارتفاع الشمس,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/024,07,الموقع (عمودي),007024,زاوية سمت القمر الصناعي,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/025,07,الموقع (عمودي),007025,زاوية السمت الشمسي,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/026,07,الموقع (عمودي),007026,زاوية السمت للقمر الصناعي,deg,4,-900000,21,deg,4,7,,,Operational
bufr4/0/07/030,07,الموقع (عمودي),007030,ارتفاع أرض المحطة فوق متوسط مستوى سطح البحر,m,1,-4000,17,m,1,5,Certainly! Please provide the text you would like me to translate along with any glossary terms or translation memory examples you'd like me to reference.,87,Operational
bufr4/0/07/031,07,الموقع (عمودي),007031,ارتفاع الباروميتر فوق متوسط مستوى سطح البحر,m,1,-4000,17,m,1,5,"I'm sorry, but I would need more context or the actual text to translate. Could you please provide the text you want translated?",84,Operational
bufr4/0/07/032,07,الموقع (عمودي),007032,ارتفاع المستشعر فوق الأرض المحلية (أو سطح المنصة البحرية),m,2,0,16,m,2,5,ملاحظة 5,85,Operational
bufr4/0/07/033,07,الموقع (عمودي),007033,ارتفاع المستشعر فوق سطح الماء,m,1,0,12,m,1,4,(راجع الملاحظة 6),86,Operational
bufr4/0/07/034,07,الموقع (عمودي),007034,المسافة العمودية للمستشعر,m,2,-65000,17,,,,(انظر الملاحظة 9),193,Operational
bufr4/0/07/035,07,الموقع (عمودي),007035,الحد الأقصى لحجم البُعد z,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/07/036,07,الموقع (عمودي),007036,مؤشر المستوى لـ z,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/07/040,07,الموقع (عمودي),007040,معامل التأثير,m,1,62000000,22,m,1,8,(انظر الملاحظة 7),74,Operational
bufr4/0/07/061,07,الموقع (عمودي),007061,العمق تحت سطح الأرض,m,2,0,14,m,2,5,,,Operational
bufr4/0/07/062,07,الموقع (عمودي),007062,العمق تحت سطح البحر/الماء,m,1,0,17,m,1,6,,,Operational
bufr4/0/07/063,07,الموقع (عمودي),007063,العمق تحت سطح البحر/الماء (سم),m,2,0,20,m,2,7,,,Operational
bufr4/0/07/064,07,الموقع (عمودي),007064,الارتفاع التمثيلي للمستشعر فوق المحطة,m,0,0,4,m,0,2,(راجع الملاحظة 8),117,Operational
bufr4/0/07/065,07,الموقع (عمودي),007065,ضغط الماء,Pa,-3,0,17,Pa,-3,6,,,Operational
bufr4/0/07/070,07,الموقع (عمودي),007070,عمق الدروغ,m,0,0,10,m,0,4,,,Operational
bufr4/0/07/071,07,الموقع (عمودي),007071,الارتفاع (دقة عالية),m,3,-10000000,26,m,3,8,,,Operational
bufr4/0/07/072,07,الموقع (عمودي),007072,زاوية المسح,deg,2,-9000,15,deg,2,6,,,Operational
bufr4/0/07/073,07,الموقع (عمودي),007073,زاوية بين القمر ومنظر الفضاء,deg,2,0,15,deg,2,5,,,Operational
bufr4/0/07/074,07,الموقع (عمودي),007074,زاوية ارتفاع الشمس في إطار مرجعي الأداة,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/075,07,الموقع (عمودي),007075,زاوية التبعثر,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/07/076,07,الموقع (عمودي),007076,زاوية السمت النسبية,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/07/077,07,الموقع (عمودي),007077,ارتفاع المستشعر بالنسبة إلى المحطة,m,0,-400,12,,,,,,Operational
