Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/21/026/0,021026,قابلية استخدام ASCAT sigma-0,0,اسمي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/026/1,021026,قابلية استخدام ASCAT sigma-0,1,اسمي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/026/2,021026,قابلية استخدام ASCAT sigma-0,2,اسمي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/026/3-6,021026,قابلية استخدام ASCAT sigma-0,3-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/026/7,021026,قابلية استخدام ASCAT sigma-0,7,مفقود,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/066/1,021066,بيانات ثقة منتج مقياس تشتت الموجات,1,معدات المعالجة لا تعمل,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/2,021066,بيانات ثقة منتج مقياس تشتت الموجات,2,فشلت المعدات,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/3,021066,بيانات ثقة منتج مقياس تشتت الموجات,3,تم تغيير رمز PRF أثناء توليد الصورة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/4,021066,بيانات ثقة منتج مقياس تشتت الموجات,4,تم تغيير نافذة العينة أثناء توليد الصورة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/5,021066,بيانات ثقة منتج مقياس تشتت الموجات,5,تم تغيير الكسب أثناء توليد الصورة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/6,021066,بيانات ثقة منتج مقياس تشتت الموجات,6,نسخة Chirp تتجاوز القيمة المحددة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/7,021066,بيانات ثقة منتج مقياس تشتت الموجات,7,متوسط البيانات المدخلة والانحراف المعياري للإشارة داخل وخارج النطاق.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/8,021066,بيانات ثقة منتج مقياس تشتت الموجات,8,عدم يقين في مركز دوبلر. مقياس الثقة < قيمة محددة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/066/9,021066,بيانات ثقة منتج مقياس تشتت الموجات,9,القيمة المطلقة لمركز دوبلر > PRF/2,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/10,021066,بيانات ثقة منتج مقياس تشتت الموجات,10,تقدير غموض دوبلر غير مؤكد. مقياس الثقة < قيمة محددة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/066/11,021066,بيانات ثقة منتج مقياس تشتت الموجات,11,متوسط البيانات الناتجة والانحراف المعياري =< قيمة MMCC,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/066/All-12,021066,بيانات ثقة منتج مقياس تشتت الموجات,All 12,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/067/1,021067,بيانات الثقة لمنتج الرياح,1,لا يوجد حساب للحزمة الأمامية,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/067/2,021067,بيانات الثقة لمنتج الرياح,2,لا يوجد حساب للحزمة الوسطى,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/067/3,021067,بيانات الثقة لمنتج الرياح,3,لا يوجد حساب للحزمة الأمامية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/067/4,021067,بيانات الثقة لمنتج الرياح,4,تم الكشف عن قوس الحزمة الأمامية,,,,,Operational,"AI Translator: azure, Glossary Not Used"
