Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status,translated_by
bufr4/3/01/001/1/001001,01,تسلسلات الموقع والتعريف,301001,(رقم كتلة ومحطة WMO),,001001,رقم كتلة WMO,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/001/2/001002,01,تسلسلات الموقع والتعريف,301001,(رقم كتلة ومحطة WMO),,001002,رقم محطة WMO,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/002/1/001003,01,تسلسلات الموقع والتعريف,301002,,,001003,رقم المنطقة/المنطقة الجغرافية التابعة للمنظمة العالمية للأرصاد الجوية,,(انظر الملاحظة 3),11,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/002/2/001004,01,تسلسلات الموقع والتعريف,301002,,,001004,رقم المنطقة/المنطقة الجغرافية التابعة للمنظمة العالمية للأرصاد الجوية,,(انظر الملاحظة 3),11,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/002/3/001005,01,تسلسلات الموقع والتعريف,301002,,,001005,معرف العوامة/المنصة,,(انظر الملاحظة 3),11,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/003/1/001011,01,تسلسلات الموقع والتعريف,301003,إشارة نداء السفينة,,001011,معرّف السفينة أو محطة الأرض المتنقلة,إشارة نداء السفينة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/003/2/001012,01,تسلسلات الموقع والتعريف,301003,إشارة نداء السفينة,,001012,سرعة حركة منصة الرصد المتحركة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/003/3/001013,01,تسلسلات الموقع والتعريف,301003,إشارة نداء السفينة,,001013,سرعة حركة منصة الرصد المتحركة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/004/1/001001,01,تسلسلات الموقع والتعريف,301004,التعريف بمحطة السطح؛ الوقت، الإحداثيات الأفقية والعمودية,,001001,رقم كتلة WMO,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/004/2/001002,01,تسلسلات الموقع والتعريف,301004,التعريف بمحطة السطح؛ الوقت، الإحداثيات الأفقية والعمودية,,001002,رقم محطة WMO,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
