Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status,translated_by
bufr4/3/21/001/1/002101,21,تسلسلات تقارير الرادار,321001,(محدد الرياح - خصائص الهوائي),,002101,نوع الهوائي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/001/2/002114,21,تسلسلات تقارير الرادار,321001,(محدد الرياح - خصائص الهوائي),,002114,مساحة السطح الفعالة للهوائي,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/001/3/002105,21,تسلسلات تقارير الرادار,321001,(محدد الرياح - خصائص الهوائي),,002105,أقصى كسب للهوائي,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/001/4/002106,21,تسلسلات تقارير الرادار,321001,(محدد الرياح - خصائص الهوائي),,002106,عرض الحزمة عند 3 ديسيبل,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/001/5/002107,21,تسلسلات تقارير الرادار,321001,(محدد الرياح - خصائص الهوائي),,002107,قمع الشوشرة الجانبية,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/001/6/002121,21,تسلسلات تقارير الرادار,321001,(محدد الرياح - خصائص الهوائي),,002121,التردد المتوسط,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/003/1/021051,21,تسلسلات تقارير الرادار,321003,مقياس الرياح - بيانات اللحظة,,021051,قدرة الإشارة أعلى من 1 ميلي واط,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/003/2/021014,21,تسلسلات تقارير الرادار,321003,مقياس الرياح - بيانات اللحظة,,021014,متوسط سرعة دوبلر (الشعاعي),,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/003/3/021017,21,تسلسلات تقارير الرادار,321003,مقياس الرياح - بيانات اللحظة,,021017,عرض الطيف السرعي لدوبلر,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/003/4/021030,21,تسلسلات تقارير الرادار,321003,مقياس الرياح - بيانات اللحظة,,021030,متوسط نسبة الإشارة إلى الضوضاء,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/1/301031,21,تسلسلات تقارير الرادار,321004,مقياس الرياح - بيانات اللحظة,,301031,التعريف ونوع المحطة، التاريخ/الوقت، الموقع (دقة عالية)، الحركة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/2/002003,21,تسلسلات تقارير الرادار,321004,مقياس الرياح - بيانات اللحظة,,002003,نوع معدات القياس المستخدمة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/3/101000,21,تسلسلات تقارير الرادار,321004,مقياس الرياح - بيانات اللحظة,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/4/031001,21,تسلسلات تقارير الرادار,321004,مقياس الرياح - بيانات اللحظة,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/5/321003,21,تسلسلات تقارير الرادار,321004,مقياس الرياح - بيانات اللحظة,,321003,مقياس الرياح - بيانات اللحظة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/005/1/025004,21,تسلسلات تقارير الرادار,321005,خصائص جهاز الإرسال والاستقبال,,025004,معالجة الصدى,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/005/2/002121,21,تسلسلات تقارير الرادار,321005,خصائص جهاز الإرسال والاستقبال,,002121,التردد المتوسط,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/005/3/002122,21,تسلسلات تقارير الرادار,321005,خصائص جهاز الإرسال والاستقبال,,002122,نطاق مرونة التردد,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/4/002123,21,تسلسلات تقارير الرادار,321005,خصائص جهاز الإرسال والاستقبال,,002123,القدرة القصوى,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/5/002124,21,تسلسلات تقارير الرادار,321005,خصائص جهاز الإرسال والاستقبال,,002124,متوسط القدرة,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/6/002125,21,تسلسلات تقارير الرادار,321005,خصائص جهاز الإرسال والاستقبال,,002125,تكرار تردد النبضات,,,,Operational,"AI Translator: azure, Glossary Not Used"
