Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/06/001,06,الموقع (أفقي - 2),006001,خط الطول (الدقة العالية),deg,5,-18000000,26,deg,5,8,,,Operational
bufr4/0/06/002,06,الموقع (أفقي - 2),006002,خط الطول (دقة تقريبية),deg,2,-18000,16,deg,2,5,,,Operational
bufr4/0/06/011,06,الموقع (أفقي - 2),006011,زيادة خطوط الطول (دقة عالية),deg,5,-18000000,26,deg,5,8,,,Operational
bufr4/0/06/012,06,الموقع (أفقي - 2),006012,زيادة خط الطول (دقة تقريبية),deg,2,-18000,16,deg,2,5,,,Operational
bufr4/0/06/015,06,الموقع (أفقي - 2),006015,الإزاحة الطولية (الدقة العالية),deg,5,-18000000,26,deg,5,8,,,Operational
bufr4/0/06/016,06,الموقع (أفقي - 2),006016,الإزاحة الطولية (دقة تقريبية),deg,2,-18000,16,deg,2,5,,,Operational
bufr4/0/06/021,06,الموقع (أفقي - 2),006021,المسافة,m,-1,0,13,m,-1,4,,,Operational
bufr4/0/06/029,06,الموقع (أفقي - 2),006029,رقم الموجة,/m,1,0,22,/m,1,7,,,Operational
bufr4/0/06/030,06,الموقع (أفقي - 2),006030,رقم الموجة (طيفي),rad/m,5,0,13,rad/m,5,4,,,Operational
bufr4/0/06/031,06,الموقع (أفقي - 2),006031,رقم العمود,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/06/032,06,الموقع (أفقي - 2),006032,الإزاحة X,m,2,-1073741824,31,m,2,11,(انظر الملاحظة 6),183,Operational
bufr4/0/06/033,06,الموقع (أفقي - 2),006033,حجم البكسل أفقيًا - 2,m,-1,0,16,m,-1,5,,,Operational
bufr4/0/06/034,06,الموقع (أفقي - 2),006034,رقم الخلية عبر المسار,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/06/035,06,الموقع (أفقي - 2),006035,أقصى حجم للبعد y,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/06/040,06,الموقع (أفقي - 2),006040,نصف قطر الثقة,m,0,0,13,m,0,4,,,Operational
bufr4/0/06/041,06,الموقع (أفقي - 2),006041,رقم عينة مسح الأرض,Numeric,0,0,11,Numeric,0,4,,,Operational
bufr4/0/06/042,06,الموقع (أفقي - 2),006042,رقم عينة مسح الفضاء/القمر,Numeric,0,0,6,Numeric,0,2,,,Operational
bufr4/0/06/043,06,الموقع (أفقي - 2),006043,طول خط الطول لنقطة تحت القمر الصناعي,deg,4,-1800000,22,deg,4,8,,,Operational
