Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/23/001/0,023001,إخطار مبكر عن الحادث - المادة قابلة للتطبيق,0,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/001/1,023001,إخطار مبكر عن الحادث - المادة قابلة للتطبيق,1,المادتان 1 و2,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/001/2,023001,إخطار مبكر عن الحادث - المادة قابلة للتطبيق,2,المادة 3,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/001/3,023001,إخطار مبكر عن الحادث - المادة قابلة للتطبيق,3,المادة 5.2,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/001/4-6,023001,إخطار مبكر عن الحادث - المادة قابلة للتطبيق,4-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/001/7,023001,إخطار مبكر عن الحادث - المادة قابلة للتطبيق,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/002/0,023002,النشاط أو المنشأة المتورطة في الحادث,0,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/002/1,023002,النشاط أو المنشأة المتورطة في الحادث,1,مفاعل نووي على الأرض,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/2,023002,النشاط أو المنشأة المتورطة في الحادث,2,مفاعل نووي في البحر,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/3,023002,النشاط أو المنشأة المتورطة في الحادث,3,مفاعل نووي في الفضاء,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/4,023002,النشاط أو المنشأة المتورطة في الحادث,4,منشأة الوقود النووي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/5,023002,النشاط أو المنشأة المتورطة في الحادث,5,منشأة إدارة النفايات المشعة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/6,023002,النشاط أو المنشأة المتورطة في الحادث,6,نقل الوقود النووي أو النفايات المشعة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/7,023002,النشاط أو المنشأة المتورطة في الحادث,7,تخزين الوقود النووي أو النفايات المشعة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/8,023002,النشاط أو المنشأة المتورطة في الحادث,8,تصنيع النظائر المشعة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/9,023002,النشاط أو المنشأة المتورطة في الحادث,9,تصنيع النظائر المشعة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/002/10,023002,النشاط أو المنشأة المتورطة في الحادث,10,تخزين النظائر المشعة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/11,023002,النشاط أو المنشأة المتورطة في الحادث,11,تخزين النظائر المشعة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/002/12,023002,النشاط أو المنشأة المتورطة في الحادث,12,نقل النظائر المشعة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/13,023002,النشاط أو المنشأة المتورطة في الحادث,13,استخدام النظائر المشعة لتوليد الطاقة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002/14-29,023002,النشاط أو المنشأة المتورطة في الحادث,14-29,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/002/30,023002,النشاط أو المنشأة المتورطة في الحادث,30,أخرى,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/002/31,023002,النشاط أو المنشأة المتورطة في الحادث,31,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/003/0,023003,نوع الإصدار,0,لا إصدار,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/003/1,023003,نوع الإصدار,1,إطلاق إلى الغلاف الجوي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/003/2,023003,نوع الإصدار,2,إطلاق في الماء,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/003/3,023003,نوع الإصدار,3,إطلاق إلى الغلاف الجوي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/003/4,023003,نوع الإصدار,4,إطلاق إلى الغلاف الجوي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/003/5,023003,نوع الإصدار,5,الإطلاق المتوقع في الماء,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/003/6,023003,نوع الإصدار,6,الإطلاق المتوقع في الماء,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/003/7,023003,نوع الإصدار,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/004/0,023004,التدابير المضادة المتخذة بالقرب من الحدود,0,لا توجد تدابير مضادة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/004/1,023004,التدابير المضادة المتخذة بالقرب من الحدود,1,إجلاء,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/004/2,023004,التدابير المضادة المتخذة بالقرب من الحدود,2,الإيواء,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/004/3,023004,التدابير المضادة المتخذة بالقرب من الحدود,3,الوقاية,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/004/4,023004,التدابير المضادة المتخذة بالقرب من الحدود,4,الماء,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/004/5-6,023004,التدابير المضادة المتخذة بالقرب من الحدود,5-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/004/7,023004,التدابير المضادة المتخذة بالقرب من الحدود,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/005/0,023005,سبب الحادث,0,حالة الحادث لا تفهم ما حدث.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/005/1,023005,سبب الحادث,1,حالة الحادث لا تفهم ما حدث.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/005/2,023005,سبب الحادث,2,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/005/3,023005,سبب الحادث,3,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/006/0,023006,وضع الحادث,0,لا يوجد تحسن,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/006/1,023006,وضع الحادث,1,الاستقرار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/006/2,023006,وضع الحادث,2,لا تدهور,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/006/3,023006,وضع الحادث,3,تحسين,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/006/4,023006,وضع الحادث,4,الاستقرار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/006/5,023006,وضع الحادث,5,يتدهور,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/006/6,023006,وضع الحادث,6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/006/7,023006,وضع الحادث,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/0,023007,خصائص الإصدار,0,لا إصدار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/1,023007,خصائص الإصدار,1,توقف الإصدار,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/007/2,023007,خصائص الإصدار,2,لا إصدار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/3,023007,خصائص الإصدار,3,توقف الإصدار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/4-6,023007,خصائص الإصدار,4-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/007/7,023007,خصائص الإصدار,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/008/0,023008,حالة الإصدار الحالي,0,غازي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/008/1,023008,حالة الإصدار الحالي,1,طبيعة الجسيمات الدقيقة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/008/2,023008,حالة الإصدار الحالي,2,خليط من الغازات والجسيمات,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/008/3,023008,حالة الإصدار الحالي,3,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/009/0,023009,حالة الإصدار المتوقع,0,غازي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/009/1,023009,حالة الإصدار المتوقع,1,طبيعة الجسيمات الدقيقة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/009/2,023009,حالة الإصدار المتوقع,2,خليط من الغازات والجسيمات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/009/3,023009,حالة الإصدار المتوقع,3,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/016/0,023016,إمكانية تأثير صحي سام كيميائي كبير,0,إمكانية تأثير صحي سام كيميائي كبير,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/016/1,023016,إمكانية تأثير صحي سام كيميائي كبير,1,إمكانية تأثير صحي سام كيميائي كبير,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/016/2,023016,إمكانية تأثير صحي سام كيميائي كبير,2,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/016/3,023016,إمكانية تأثير صحي سام كيميائي كبير,3,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/018/0,023018,سلوك الإصدار بمرور الوقت,0,توقف الإصدار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
