Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status,translated_by
bufr4/3/16/001/1/301011,16,الخصائص العامة,316001,,,301011,سنة، شهر، يوم,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/2/004004,16,الخصائص العامة,316001,,,004004,ساعة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/3/301023,16,الخصائص العامة,316001,,,301023,خط العرض/خط الطول (دقة عالية),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/4/001021,16,الخصائص العامة,316001,,,001021,معرف الخاصية العامة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/5/002041,16,الخصائص العامة,316001,,,002041,طريقة لتقدير التقارير المتعلقة بالخصائص السينوبتية,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/6/019001,16,الخصائص العامة,316001,,,019001,الخصائص العامة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/7/010051,16,الخصائص العامة,316001,,,010051,الضغط مُقلل إلى متوسط مستوى سطح البحر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/8/019002,16,الخصائص العامة,316001,,,019002,نصف القطر الفعّال للميزة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/9/019003,16,الخصائص العامة,316001,,,019003,عتبة سرعة الرياح,15 م ث-1 عادةً,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/001/10/019004,16,الخصائص العامة,316001,,,019004,نصف القطر الفعّال بالنسبة لسرعات الرياح التي تتجاوز العتبة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/002/1/008021,16,الخصائص العامة,316002,(العنوان),,008021,أهمية الوقت,وقت البيانات (التحليل),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/002/2/004001,16,الخصائص العامة,316002,(العنوان),,004001,سنة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/002/3/004002,16,الخصائص العامة,316002,(العنوان),,004002,شهر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/002/4/004003,16,الخصائص العامة,316002,(العنوان),,004003,يوم,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/002/5/004004,16,الخصائص العامة,316002,(العنوان),,004004,ساعة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/16/002/6/004005,16,الخصائص العامة,316002,(العنوان),,004005,دقيقة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
