Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status
bufr4/0/08/001/1,008001,أهمية السبر الرأسي,1,سطح,,,,,Operational
bufr4/0/08/001/2,008001,أهمية السبر الرأسي,2,المستوى القياسي,,,,,Operational
bufr4/0/08/001/3,008001,أهمية السبر الرأسي,3,مستوى التروبوبوز,,,,,Operational
bufr4/0/08/001/4,008001,أهمية السبر الرأسي,4,أقصى سرعة لهبات الرياح,,,,,Operational
bufr4/0/08/001/5,008001,أهمية السبر الرأسي,5,مستوى كبير، درجة الحرارة و/أو الرطوبة النسبية,,,,,Operational
bufr4/0/08/001/6,008001,أهمية السبر الرأسي,6,مستوى كبير، الرياح,,,,,Operational
bufr4/0/08/001/All-7,008001,أهمية السبر الرأسي,All 7,القيمة المفقودة,,,,,Operational
bufr4/0/08/002/0,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),0,مراعاة القواعد لقاعدة أدنى سحابة وأنواع السحب وفقًا لـ FM 12 SYNOP و FM 13 SHIP تنطبق.,,,,,Operational
bufr4/0/08/002/1,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),1,أول طبقة مهمة غير الركامية.,,,,,Operational
bufr4/0/08/002/2,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),2,أول طبقة مهمة غير الركامية.,,,,,Operational
bufr4/0/08/002/3,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),3,أول طبقة مهمة غير الركامية.,,,,,Operational
bufr4/0/08/002/4,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),4,أول طبقة مهمة غير الركامية.,,,,,Operational
bufr4/0/08/002/5,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),5,سقف,,,,,Operational
bufr4/0/08/002/6,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),6,لم يتم رصد سحب تحت الارتفاع/الارتفاعات التالية,,,,,Operational
