Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/04/001,04,الموقع (الوقت),004001,سنة,a,0,0,12,a,0,4,,,Operational
bufr4/0/04/002,04,الموقع (الوقت),004002,شهر,mon,0,0,4,mon,0,2,,,Operational
bufr4/0/04/003,04,الموقع (الوقت),004003,يوم,d,0,0,6,d,0,2,,,Operational
bufr4/0/04/004,04,الموقع (الوقت),004004,ساعة,h,0,0,5,h,0,2,,,Operational
bufr4/0/04/005,04,الموقع (الوقت),004005,دقيقة,min,0,0,6,min,0,2,,,Operational
bufr4/0/04/006,04,الموقع (الوقت),004006,الثاني,s,0,0,6,s,0,2,,,Operational
bufr4/0/04/007,04,الموقع (الوقت),004007,الثواني ضمن الدقيقة (دقة ميكروثانية),s,6,0,26,s,6,8,,,Operational
bufr4/0/04/011,04,الموقع (الوقت),004011,الزيادة الزمنية,a,0,-1024,11,a,0,4,,,Operational
bufr4/0/04/012,04,الموقع (الوقت),004012,الزيادة الزمنية,mon,0,-1024,11,mon,0,4,,,Operational
bufr4/0/04/013,04,الموقع (الوقت),004013,الزيادة الزمنية,d,0,-1024,11,d,0,4,,,Operational
bufr4/0/04/014,04,الموقع (الوقت),004014,الزيادة الزمنية,h,0,-1024,11,h,0,4,,,Operational
bufr4/0/04/015,04,الموقع (الوقت),004015,الزيادة الزمنية,min,0,-2048,12,min,0,4,,,Operational
bufr4/0/04/016,04,الموقع (الوقت),004016,الزيادة الزمنية,s,0,-4096,13,s,0,4,,,Operational
bufr4/0/04/017,04,الموقع (الوقت),004017,فترة الزمن المرجعية للبيانات المتراكمة أو القصوى,min,0,-1440,12,min,0,4,,,Operational
bufr4/0/04/021,04,الموقع (الوقت),004021,الفترة الزمنية أو الإزاحة,a,0,-1024,11,a,0,4,,,Operational
bufr4/0/04/022,04,الموقع (الوقت),004022,الفترة الزمنية أو الإزاحة,mon,0,-1024,11,mon,0,4,,,Operational
bufr4/0/04/023,04,الموقع (الوقت),004023,الفترة الزمنية أو الإزاحة,d,0,-1024,11,d,0,4,,,Operational
bufr4/0/04/024,04,الموقع (الوقت),004024,الفترة الزمنية أو الإزاحة,h,0,-2048,12,h,0,4,,,Operational
bufr4/0/04/025,04,الموقع (الوقت),004025,الفترة الزمنية أو الإزاحة,min,0,-2048,12,min,0,4,,,Operational
bufr4/0/04/026,04,الموقع (الوقت),004026,الفترة الزمنية أو الإزاحة,s,0,-4096,13,s,0,4,,,Operational
bufr4/0/04/031,04,الموقع (الوقت),004031,مدة الزمن المتعلقة بالقيمة التالية,h,0,0,8,h,0,3,,,Operational
bufr4/0/04/032,04,الموقع (الوقت),004032,مدة الزمن المتعلقة بالقيمة التالية,min,0,0,6,min,0,2,,,Operational
bufr4/0/04/041,04,الموقع (الوقت),004041,الفارق الزمني، التوقيت العالمي المنسق (UTC) - التوقيت المحلي المتوسط (LMT),min,0,-1440,12,min,0,4,(انظر الملاحظة 6),48,Operational
bufr4/0/04/043,04,الموقع (الوقت),004043,يوم السنة,d,0,0,9,d,0,3,,,Operational
bufr4/0/04/051,04,الموقع (الوقت),004051,الوقت الرئيسي للقراءة اليومية لدرجة الحرارة القصوى,h,0,0,5,h,0,2,,,Operational
bufr4/0/04/052,04,الموقع (الوقت),004052,الوقت الرئيسي للقراءة اليومية لدرجة الحرارة الدنيا,h,0,0,5,h,0,2,,,Operational
bufr4/0/04/053,04,الموقع (الوقت),004053,عدد الأيام التي يكون فيها الهطول مساويًا أو أكثر من 1 مم,Numeric,0,0,6,Numeric,0,2,,,Operational
bufr4/0/04/059,04,الموقع (الوقت),004059,أوقات الرصد المستخدمة لحساب القيم المتوسطة المبلغ عنها,Flag table,0,0,6,Flag table,0,2,,,Operational
bufr4/0/04/065,04,الموقع (الوقت),004065,زيادة زمنية قصيرة,min,0,-128,8,min,0,2,,,Operational
bufr4/0/04/066,04,الموقع (الوقت),004066,زيادة زمنية قصيرة,s,0,-128,8,s,0,2,,,Operational
bufr4/0/04/073,04,الموقع (الوقت),004073,فترة زمنية قصيرة أو إزاحة,d,0,-128,8,d,0,2,,,Operational
bufr4/0/04/074,04,الموقع (الوقت),004074,فترة زمنية قصيرة أو إزاحة,h,0,-128,8,h,0,2,,,Operational
bufr4/0/04/075,04,الموقع (الوقت),004075,فترة زمنية قصيرة أو إزاحة,min,0,-128,8,min,0,2,,,Operational
bufr4/0/04/080,04,الموقع (الوقت),004080,فترة المتوسط للقيمة التالية,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/04/086,04,الموقع (الوقت),004086,فترة زمنية طويلة أو إزاحة,s,0,-8192,15,s,0,5,,,Operational
