Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status,translated_by
bufr4/3/02/001/1/010004,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302001,تغير الضغط لمدة 3 ساعات,,010004,ضغط,أسفل مستوى المحطة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/001/2/010051,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302001,تغير الضغط لمدة 3 ساعات,,010051,الضغط مُقلل إلى متوسط مستوى سطح البحر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/001/3/010061,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302001,تغير الضغط لمدة 3 ساعات,,010061,تغير الضغط لمدة 3 ساعات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/001/4/010063,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302001,تغير الضغط لمدة 3 ساعات,,010063,خاصية اتجاه الضغط,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/1/010004,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302002,محطة منخفضة الارتفاع,,010004,ضغط,أسفل مستوى المحطة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/2/007004,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302002,محطة منخفضة الارتفاع,,007004,ضغط,مستوى الضغط القياسي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/3/010003,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302002,محطة منخفضة الارتفاع,,010003,الجهد الجغرافي,مستوى الضغط القياسي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/4/010061,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302002,محطة منخفضة الارتفاع,,010061,تغير الضغط لمدة 3 ساعات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/5/010063,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302002,محطة منخفضة الارتفاع,,010063,خاصية اتجاه الضغط,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/1/011011,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,011011,اتجاه الرياح النموذجي على ارتفاع 10 أمتار,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/2/011012,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,011012,سرعة الرياح,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/3/012004,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,012004,درجة حرارة الهواء على ارتفاع 2 متر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/4/012006,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,012006,درجة حرارة نقطة الندى,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/5/013003,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,013003,الرطوبة النسبية,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/6/020001,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,020001,الرؤية الأفقية,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/7/020003,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,020003,الطقس الحالي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/8/020004,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,020004,الطقس الماضي (1),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/9/020005,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,020005,الطقس الماضي (1),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/1/020010,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302004,معلومات عامة عن السحابة,,020010,الغطاء السحابي (الإجمالي),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/2/008002,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302004,معلومات عامة عن السحابة,,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/3/020011,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302004,معلومات عامة عن السحابة,,020011,كمية السحب,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/4/020013,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302004,معلومات عامة عن السحابة,,020013,ارتفاع قمة السحابة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/5/020012,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302004,معلومات عامة عن السحابة,,020012,نوع السحابة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/6/020012,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302004,معلومات عامة عن السحابة,,020012,نوع السحابة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/7/020012,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302004,معلومات عامة عن السحابة,,020012,نوع السحابة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/005/1/008002,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302005,طبقة السحابة,,008002,الأهمية الرأسية (ملاحظات الأقمار الصناعية),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/005/2/020011,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302005,طبقة السحابة,,020011,كمية السحب,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/005/3/020012,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302005,طبقة السحابة,,020012,نوع السحابة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/005/4/020013,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302005,طبقة السحابة,,020013,ارتفاع قمة السحابة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/006/1/010004,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302006,(الضغط وتغير الضغط لمدة 24 ساعة),,010004,ضغط,أسفل مستوى المحطة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/006/2/010051,02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,302006,(الضغط وتغير الضغط لمدة 24 ساعة),,010051,الضغط مُقلل إلى متوسط مستوى سطح البحر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
