Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status,translated_by
bufr4/3/00/002/1/000002,00,تسلسلات إدخالات جدول BUFR,300002,,,000002,الجدول أ: وصف فئة البيانات، السطر 1,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/002/2/000003,00,تسلسلات إدخالات جدول BUFR,300002,,,000003,الجدول أ: وصف فئة البيانات، السطر 1,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/003/1/000010,00,تسلسلات إدخالات جدول BUFR,300003,(إضافة أو تعريف F، X، Y الخاص بالوصف),,000010,(إضافة أو تعريف F، X، Y الخاص بالوصف),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/003/2/000011,00,تسلسلات إدخالات جدول BUFR,300003,(إضافة أو تعريف F، X، Y الخاص بالوصف),,000011,إضافة أو تعريف الوصف X,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/003/3/000012,00,تسلسلات إدخالات جدول BUFR,300003,(إضافة أو تعريف F، X، Y الخاص بالوصف),,000012,(إضافة أو تعريف F، X، Y الخاص بالوصف),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/1/300003,00,تسلسلات إدخالات جدول BUFR,300004,,,300003,(إضافة أو تعريف F، X، Y الخاص بالوصف),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/2/000013,00,تسلسلات إدخالات جدول BUFR,300004,,,000013,اسم العنصر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/3/000014,00,تسلسلات إدخالات جدول BUFR,300004,,,000014,اسم العنصر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/4/000015,00,تسلسلات إدخالات جدول BUFR,300004,,,000015,اسم الوحدات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/5/000016,00,تسلسلات إدخالات جدول BUFR,300004,,,000016,علامة مقياس الوحدات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/6/000017,00,تسلسلات إدخالات جدول BUFR,300004,,,000017,علامة مقياس الوحدات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/7/000018,00,تسلسلات إدخالات جدول BUFR,300004,,,000018,قيمة مرجع الوحدات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/8/000019,00,تسلسلات إدخالات جدول BUFR,300004,,,000019,قيمة مرجع الوحدات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/9/000020,00,تسلسلات إدخالات جدول BUFR,300004,,,000020,عرض بيانات العنصر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/010/1/300003,00,تسلسلات إدخالات جدول BUFR,300010,,,300003,(إضافة أو تعريف F، X، Y الخاص بالوصف),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/010/2/101000,00,تسلسلات إدخالات جدول BUFR,300010,,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/010/3/031001,00,تسلسلات إدخالات جدول BUFR,300010,,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/010/4/000030,00,تسلسلات إدخالات جدول BUFR,300010,,,000030,واصف تحديد التسلسل,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/015/1/000030,00,تسلسلات إدخالات جدول BUFR,300015,جدول الأكواد,,000030,واصف تحديد التسلسل,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/015/2/102000,00,تسلسلات إدخالات جدول BUFR,300015,جدول الأكواد,,102000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
