Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status,translated_by
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02001,تغير الضغط لمدة 3 ساعات,,B10004,ضغط,أسفل مستوى المحطة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02001,تغير الضغط لمدة 3 ساعات,,B10051,الضغط مُقلل إلى متوسط مستوى سطح البحر,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02001,تغير الضغط لمدة 3 ساعات,,B10061,تغير الضغط لمدة 3 ساعات,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02001,تغير الضغط لمدة 3 ساعات,,B10063,خاصية اتجاه الضغط,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02002,محطة منخفضة الارتفاع,,B10004,ضغط,أسفل مستوى المحطة,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02002,محطة منخفضة الارتفاع,,B07004,ضغط,مستوى الضغط القياسي,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02002,محطة منخفضة الارتفاع,,B10003,الجهد الجغرافي,مستوى الضغط القياسي,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02002,محطة منخفضة الارتفاع,,B10061,تغير الضغط لمدة 3 ساعات,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02002,محطة منخفضة الارتفاع,,B10063,خاصية اتجاه الضغط,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B11011,اتجاه الرياح النموذجي على ارتفاع 10 أمتار,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B11012,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B12004,درجة حرارة الهواء على ارتفاع 2 متر,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B12006,درجة حرارة نقطة الندى,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B13003,الرطوبة النسبية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B20001,الرؤية الأفقية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B20003,الطقس الحالي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B20004,الطقس الماضي (1),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02003,الرياح، درجة الحرارة، الرطوبة، الرؤية، الطقس,,B20005,الطقس الماضي (1),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,تسلسلات الأرصاد الجوية الشائعة في بيانات السبر الرأسي,D02004,معلومات عامة عن السحابة,,B20010,الغطاء السحابي (الإجمالي),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
