Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status
bufr4/0/20/003,020003,الطقس الحالي,,00-49     لا هطول في المحطة وقت الرصد,,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,00-19     لا هطول، ضباب، ضباب جليدي (باستثناء 11 و12)، عاصفة ترابية، عاصفة رملية، ثلوج متطايرة أو منجرفة في المحطة وقت الرصد أو، باستثناء 09 و17، خلال الساعة السابقة,,,(انظر الملاحظة 3),77,Operational
bufr4/0/20/003,020003,الطقس الحالي,,00-03     لا شهب باستثناء الفوتوميتيورات,,,,,Operational
bufr4/0/20/003/00,020003,الطقس الحالي,00,لم يتم رصد تطور السحب أو لا يمكن رصده.,التغير المميز في حالة السماء خلال الساعة الماضية,,,,Operational
bufr4/0/20/003/01,020003,الطقس الحالي,01,السحب تتلاشى بشكل عام أو تصبح أقل تطورًا.,التغير المميز في حالة السماء خلال الساعة الماضية,,,,Operational
bufr4/0/20/003/02,020003,الطقس الحالي,02,حالة السماء بشكل عام لم تتغير,التغير المميز في حالة السماء خلال الساعة الماضية,,,,Operational
bufr4/0/20/003/03,020003,الطقس الحالي,03,السحب تتشكل بشكل عام أو تتطور.,التغير المميز في حالة السماء خلال الساعة الماضية,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,٠٤-٠٩     ضباب، غبار، رمال أو دخان,,,,,Operational
bufr4/0/20/003/04,020003,الطقس الحالي,04,انخفاض الرؤية بسبب الدخان، مثل حرائق السافانا أو الغابات، الدخان الصناعي أو الرماد البركاني,,,,,Operational
bufr4/0/20/003/05,020003,الطقس الحالي,05,ضباب,,,,,Operational
bufr4/0/20/003/06,020003,الطقس الحالي,06,غبار واسع الانتشار معلق في الهواء، لم تثره الرياح عند أو بالقرب من المحطة وقت الرصد.,,,,,Operational
bufr4/0/20/003/07,020003,الطقس الحالي,07,غبار أو رمال أثارتها الرياح عند أو بالقرب من المحطة وقت الرصد، ولكن دون زوابع غبارية أو رملية متطورة جيدًا، ودون رؤية عاصفة غبارية أو رملية؛ أو، في حالة المحطات البحرية والمحطات الساحلية، رذاذ متطاير عند المحطة.,,,,,Operational
bufr4/0/20/003/08,020003,الطقس الحالي,08,غبار أو رمال أثارتها الرياح عند أو بالقرب من المحطة وقت الرصد، ولكن دون زوابع غبارية أو رملية متطورة جيدًا، ودون رؤية عاصفة غبارية أو رملية؛ أو، في حالة المحطات البحرية والمحطات الساحلية، رذاذ متطاير عند المحطة.,,,,,Operational
bufr4/0/20/003/09,020003,الطقس الحالي,09,عاصفة غبارية أو رملية مرئية وقت الرصد، أو عند المحطة خلال الساعة السابقة.,,,,,Operational
bufr4/0/20/003/10,020003,الطقس الحالي,10,ضباب,,,,,Operational
bufr4/0/20/003/11,020003,الطقس الحالي,11,التصحيحات,ضباب خفيف أو ضباب جليدي في المحطة، سواء على اليابسة أو البحر، لا يتجاوز عمقه حوالي 2 متر على اليابسة أو 10 أمتار في البحر.,,,,Operational
bufr4/0/20/003/12,020003,الطقس الحالي,12,أكثر أو أقل استمرارية,ضباب خفيف أو ضباب جليدي في المحطة، سواء على اليابسة أو البحر، لا يتجاوز عمقه حوالي 2 متر على اليابسة أو 10 أمتار في البحر.,,,,Operational
bufr4/0/20/003/13,020003,الطقس الحالي,13,البرق مرئي، لا صوت للرعد.,,,,,Operational
bufr4/0/20/003/14,020003,الطقس الحالي,14,هطول الأمطار مرئي ولكنه لا يصل إلى الأرض أو سطح البحر,,,,,Operational
bufr4/0/20/003/15,020003,الطقس الحالي,15,هطول الأمطار مرئي ولكنه لا يصل إلى الأرض أو سطح البحر,,,,,Operational
bufr4/0/20/003/16,020003,الطقس الحالي,16,هطول الأمطار مرئي ولكنه لا يصل إلى الأرض أو سطح البحر,,,,,Operational
bufr4/0/20/003/17,020003,الطقس الحالي,17,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,,,,Operational
bufr4/0/20/003/18,020003,الطقس الحالي,18,عواصف مفاجئة,عند المحطة أو مرئية منها خلال الساعة السابقة أو وقت الرصد.,,,,Operational
bufr4/0/20/003/19,020003,الطقس الحالي,19,سحابة قمعية,عند المحطة أو مرئية منها خلال الساعة السابقة أو وقت الرصد.,,(انظر الملاحظة 3),89,Operational
bufr4/0/20/003,020003,الطقس الحالي,,00-19     لا هطول، ضباب، ضباب جليدي (باستثناء 11 و12)، عاصفة ترابية، عاصفة رملية، ثلوج متطايرة أو منجرفة في المحطة وقت الرصد أو، باستثناء 09 و17، خلال الساعة السابقة,,,,,Operational
bufr4/0/20/003/20,020003,الطقس الحالي,20,رذاذ (غير متجمد) أو حبيبات ثلجية,ليس متساقطًا كزخات المطر,,,,Operational
bufr4/0/20/003/21,020003,الطقس الحالي,21,مطر (غير متجمد),ليس متساقطًا كزخات المطر,,,,Operational
bufr4/0/20/003/22,020003,الطقس الحالي,22,ثلج,ليس متساقطًا كزخات المطر,,,,Operational
bufr4/0/20/003/23,020003,الطقس الحالي,23,المطر والثلج أو حبيبات الجليد,ليس متساقطًا كزخات المطر,,,,Operational
bufr4/0/20/003/24,020003,الطقس الحالي,24,مطر (غير متجمد),ليس متساقطًا كزخات المطر,,,,Operational
bufr4/0/20/003/25,020003,الطقس الحالي,25,زخة/زخات من المطر,ليس متساقطًا كزخات المطر,,,,Operational
bufr4/0/20/003/26,020003,الطقس الحالي,26,زخة/زخات من المطر,,,,,Operational
bufr4/0/20/003/27,020003,الطقس الحالي,27,زخة/زخات من المطر,,,(انظر الملاحظة 3),46,Operational
bufr4/0/20/003/28,020003,الطقس الحالي,28,ضباب أو ضباب جليدي,,,,,Operational
bufr4/0/20/003/29,020003,الطقس الحالي,29,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,٣٠-٣٩     عاصفة غبارية، عاصفة رملية، انجراف أو تساقط ثلوج,,,,,Operational
bufr4/0/20/003/30,020003,الطقس الحالي,30,عاصفة غبارية أو رملية خفيفة أو معتدلة,انخفض خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/31,020003,الطقس الحالي,31,عاصفة غبارية أو رملية خفيفة أو معتدلة,لا تغيير يُذكر خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/32,020003,الطقس الحالي,32,عاصفة غبارية أو رملية خفيفة أو معتدلة,بدأ أو زاد خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/33,020003,الطقس الحالي,33,عاصفة غبارية أو رملية خفيفة أو معتدلة,انخفض خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/34,020003,الطقس الحالي,34,عاصفة غبارية أو رملية خفيفة أو معتدلة,لا تغيير يُذكر خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/35,020003,الطقس الحالي,35,عاصفة غبارية أو رملية خفيفة أو معتدلة,بدأ أو زاد خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/36,020003,الطقس الحالي,36,ثلوج منجرفة خفيفة أو معتدلة,عموماً منخفض (تحت مستوى العين),,,,Operational
bufr4/0/20/003/37,020003,الطقس الحالي,37,ثلوج منجرفة كثيفة,عموماً منخفض (تحت مستوى العين),,,,Operational
bufr4/0/20/003/38,020003,الطقس الحالي,38,ثلوج متطايرة خفيفة أو معتدلة,عموماً منخفض (تحت مستوى العين),,,,Operational
bufr4/0/20/003/39,020003,الطقس الحالي,39,ثلوج كثيفة متطايرة,عموماً منخفض (تحت مستوى العين),,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,٤٠-٤٩ ضباب أو ضباب جليدي وقت الملاحظة,,,,,Operational
bufr4/0/20/003/40,020003,الطقس الحالي,40,ضباب أو ضباب جليدي على مسافة وقت الملاحظة، ولكن ليس في المحطة خلال الساعة السابقة، يمتد الضباب أو الضباب الجليدي إلى مستوى أعلى من مستوى المراقب.,,,,,Operational
bufr4/0/20/003/41,020003,الطقس الحالي,41,ضباب أو ضباب جليدي,,,,,Operational
bufr4/0/20/003/42,020003,الطقس الحالي,42,ضباب أو ضباب جليدي,أصبح أرق خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/43,020003,الطقس الحالي,43,ضباب أو ضباب جليدي,أصبح أرق خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/44,020003,الطقس الحالي,44,ضباب أو ضباب جليدي,لا تغيير يُذكر خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/45,020003,الطقس الحالي,45,ضباب أو ضباب جليدي,لا تغيير يُذكر خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/46,020003,الطقس الحالي,46,ضباب أو ضباب جليدي,بدأ أو زاد خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/47,020003,الطقس الحالي,47,ضباب أو ضباب جليدي,بدأ أو زاد خلال الساعة السابقة,,,,Operational
bufr4/0/20/003/48,020003,الطقس الحالي,48,ضباب، ترسيب الصقيع، السماء مرئية,,,,,Operational
bufr4/0/20/003/49,020003,الطقس الحالي,49,ضباب، ترسيب الصقيع، السماء مرئية,,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,00-49     لا هطول في المحطة وقت الرصد,,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,٥٠-٥٩     رذاذ,,,,,Operational
bufr4/0/20/003/50,020003,الطقس الحالي,50,رذاذ، غير متجمد، متقطع,طفيف وقت الملاحظة,,,,Operational
bufr4/0/20/003/51,020003,الطقس الحالي,51,رذاذ، غير متجمد، متقطع,طفيف وقت الملاحظة,,,,Operational
bufr4/0/20/003/52,020003,الطقس الحالي,52,رذاذ، غير متجمد، متقطع,معتدل وقت الملاحظة,,,,Operational
bufr4/0/20/003/53,020003,الطقس الحالي,53,رذاذ، غير متجمد، متقطع,معتدل وقت الملاحظة,,,,Operational
bufr4/0/20/003/54,020003,الطقس الحالي,54,رذاذ، غير متجمد، متقطع,ثقيل (كثيف) وقت الملاحظة,,,,Operational
bufr4/0/20/003/55,020003,الطقس الحالي,55,رذاذ، غير متجمد، متقطع,ثقيل (كثيف) وقت الملاحظة,,,,Operational
bufr4/0/20/003/56,020003,الطقس الحالي,56,رذاذ، غير متجمد، متقطع,,,,,Operational
bufr4/0/20/003/57,020003,الطقس الحالي,57,رذاذ، متجمد، معتدل أو كثيف (غزير),,,,,Operational
bufr4/0/20/003/58,020003,الطقس الحالي,58,رذاذ ومطر، خفيف,,,,,Operational
bufr4/0/20/003/59,020003,الطقس الحالي,59,رذاذ ومطر، خفيف,,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,٦٠-٦٩     مطر,,,,,Operational
bufr4/0/20/003/60,020003,الطقس الحالي,60,مطر (غير متجمد),طفيف وقت الملاحظة,,,,Operational
bufr4/0/20/003/61,020003,الطقس الحالي,61,مطر (غير متجمد),طفيف وقت الملاحظة,,,,Operational
bufr4/0/20/003/62,020003,الطقس الحالي,62,مطر (غير متجمد),معتدل وقت الملاحظة,,,,Operational
bufr4/0/20/003/63,020003,الطقس الحالي,63,مطر (غير متجمد),معتدل وقت الملاحظة,,,,Operational
bufr4/0/20/003/64,020003,الطقس الحالي,64,مطر (غير متجمد),ثقيل (كثيف) وقت الملاحظة,,,,Operational
bufr4/0/20/003/65,020003,الطقس الحالي,65,مطر (غير متجمد),ثقيل (كثيف) وقت الملاحظة,,,,Operational
bufr4/0/20/003/66,020003,الطقس الحالي,66,مطر (غير متجمد),,,,,Operational
bufr4/0/20/003/67,020003,الطقس الحالي,67,مطر، متجمد، معتدل أو كثيف,,,,,Operational
bufr4/0/20/003/68,020003,الطقس الحالي,68,رذاذ ومطر، خفيف,,,,,Operational
bufr4/0/20/003/69,020003,الطقس الحالي,69,مطر، متجمد، معتدل أو كثيف,,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,٧٠-٧٩     هطول صلب ليس على شكل زخات,,,,,Operational
bufr4/0/20/003/70,020003,الطقس الحالي,70,تساقط متقطع لرقائق الثلج,طفيف وقت الملاحظة,,,,Operational
bufr4/0/20/003/71,020003,الطقس الحالي,71,تساقط متقطع لرقائق الثلج,طفيف وقت الملاحظة,,,,Operational
bufr4/0/20/003/72,020003,الطقس الحالي,72,تساقط متقطع لرقائق الثلج,معتدل وقت الملاحظة,,,,Operational
bufr4/0/20/003/73,020003,الطقس الحالي,73,تساقط متقطع لرقائق الثلج,معتدل وقت الملاحظة,,,,Operational
bufr4/0/20/003/74,020003,الطقس الحالي,74,تساقط متقطع لرقائق الثلج,ثقيل (كثيف) وقت الملاحظة,,,,Operational
bufr4/0/20/003/75,020003,الطقس الحالي,75,تساقط متقطع لرقائق الثلج,ثقيل (كثيف) وقت الملاحظة,,,,Operational
bufr4/0/20/003/76,020003,الطقس الحالي,76,غبار الماس (مع أو بدون ضباب),,,,,Operational
bufr4/0/20/003/77,020003,الطقس الحالي,77,حبيبات ثلجية (مع أو بدون ضباب),,,,,Operational
bufr4/0/20/003/78,020003,الطقس الحالي,78,بلورات ثلجية معزولة تشبه النجوم (مع أو بدون ضباب),,,,,Operational
bufr4/0/20/003/79,020003,الطقس الحالي,79,حبيبات الجليد,,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,٨٠-٩٩     هطول مطري متقطع، أو هطول مصحوب بعاصفة رعدية حالية أو حديثة.,,,,,Operational
bufr4/0/20/003/80,020003,الطقس الحالي,80,زخة/زخات من المطر,,,,,Operational
bufr4/0/20/003/81,020003,الطقس الحالي,81,زخة/زخات من المطر، معتدلة أو غزيرة,,,,,Operational
bufr4/0/20/003/82,020003,الطقس الحالي,82,زخة/زخات مطر عنيفة,,,,,Operational
bufr4/0/20/003/83,020003,الطقس الحالي,83,زخة/زخات من المطر والثلج ممزوجة، خفيفة,,,,,Operational
bufr4/0/20/003/84,020003,الطقس الحالي,84,زخة/زخات من المطر والثلج ممزوجة، خفيفة,,,,,Operational
bufr4/0/20/003/85,020003,الطقس الحالي,85,زخة/زخات من المطر والثلج ممزوجة، خفيفة,,,,,Operational
bufr4/0/20/003/86,020003,الطقس الحالي,86,زخة/زخات من المطر، معتدلة أو غزيرة,,,,,Operational
bufr4/0/20/003/87,020003,الطقس الحالي,87,زخة/زخات من كريات الثلج أو البَرَد الصغير، مع أو بدون مطر أو مطر ممزوج بالثلج,طفيف,,,,Operational
bufr4/0/20/003/88,020003,الطقس الحالي,88,زخة/زخات من كريات الثلج أو البَرَد الصغير، مع أو بدون مطر أو مطر ممزوج بالثلج,معتدل أو غزير,,,,Operational
bufr4/0/20/003/89,020003,الطقس الحالي,89,زخة/زخات من كريات الثلج أو البَرَد الصغير، مع أو بدون مطر أو مطر ممزوج بالثلج,طفيف,,,,Operational
bufr4/0/20/003/90,020003,الطقس الحالي,90,زخة/زخات من كريات الثلج أو البَرَد الصغير، مع أو بدون مطر أو مطر ممزوج بالثلج,معتدل أو غزير,,,,Operational
bufr4/0/20/003/91,020003,الطقس الحالي,91,أمطار خفيفة وقت الرصد,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,,,Operational
bufr4/0/20/003/92,020003,الطقس الحالي,92,أمطار خفيفة وقت الرصد,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,,,Operational
bufr4/0/20/003/93,020003,الطقس الحالي,93,ثلوج خفيفة أو مزيج من المطر والثلج أو برد وقت الرصد,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,(انظر الملاحظة 3),46,Operational
bufr4/0/20/003/94,020003,الطقس الحالي,94,ثلوج خفيفة أو مزيج من المطر والثلج أو برد وقت الرصد,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,(انظر الملاحظة 3),46,Operational
bufr4/0/20/003/95,020003,الطقس الحالي,95,ثلوج خفيفة أو مزيج من المطر والثلج أو برد وقت الرصد,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,(انظر الملاحظة 3),46,Operational
bufr4/0/20/003/96,020003,الطقس الحالي,96,عاصفة رعدية خفيفة أو معتدلة مع برد وقت الرصد,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,(انظر الملاحظة 3),46,Operational
bufr4/0/20/003/97,020003,الطقس الحالي,97,عاصفة رعدية خفيفة أو معتدلة مع برد وقت الرصد,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,(انظر الملاحظة 3),46,Operational
bufr4/0/20/003/98,020003,الطقس الحالي,98,عاصفة رعدية مصحوبة بعاصفة غبارية أو رملية وقت الرصد.,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,,,Operational
bufr4/0/20/003/99,020003,الطقس الحالي,99,عاصفة رعدية خفيفة أو معتدلة مع برد وقت الرصد,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,(انظر الملاحظة 3),46,Operational
bufr4/0/20/003,020003,الطقس الحالي,,الطقس الحالي المبلغ عنه من محطة أرصاد جوية آلية,,,,,Operational
bufr4/0/20/003/100,020003,الطقس الحالي,100,لا يوجد طقس ملحوظ.,,,,,Operational
bufr4/0/20/003/101,020003,الطقس الحالي,101,السحب تتلاشى بشكل عام أو تصبح أقل تطورًا.,,,,,Operational
bufr4/0/20/003/102,020003,الطقس الحالي,102,التغير المميز في حالة السماء خلال الساعة الماضية,,,,,Operational
bufr4/0/20/003/103,020003,الطقس الحالي,103,السحب تتشكل بشكل عام أو تتطور.,,,,,Operational
bufr4/0/20/003/104,020003,الطقس الحالي,104,ضباب خفيف أو دخان، أو غبار معلق في الهواء، والرؤية تساوي أو تزيد عن 1 كيلومتر.,,,,,Operational
bufr4/0/20/003/105,020003,الطقس الحالي,105,ضباب خفيف أو دخان، أو غبار معلق في الهواء، والرؤية تساوي أو تزيد عن 1 كيلومتر.,,,,,Operational
bufr4/0/20/003/106-109,020003,الطقس الحالي,106-109,محجوز,,,,,Operational
bufr4/0/20/003/110,020003,الطقس الحالي,110,ضباب,,,,,Operational
bufr4/0/20/003/111,020003,الطقس الحالي,111,غبار الماس (مع أو بدون ضباب),,,,,Operational
bufr4/0/20/003/112,020003,الطقس الحالي,112,برق بعيد,,,,,Operational
bufr4/0/20/003/113-117,020003,الطقس الحالي,113-117,محجوز,,,,,Operational
bufr4/0/20/003/118,020003,الطقس الحالي,118,عواصف مفاجئة,,,,,Operational
bufr4/0/20/003/119,020003,الطقس الحالي,119,محجوز,,,,,Operational
bufr4/0/20/003,020003,الطقس الحالي,,تُستخدم الأرقام الرمزية 120-126 للإبلاغ عن الهطول أو الضباب (أو الضباب الجليدي) أو العاصفة الرعدية في المحطة خلال الساعة السابقة ولكن ليس في وقت الرصد.,,,,,Operational
bufr4/0/20/003/120,020003,الطقس الحالي,120,ضباب أو ضباب جليدي,,,,,Operational
bufr4/0/20/003/121,020003,الطقس الحالي,121,الهطول,,,,,Operational
bufr4/0/20/003/122,020003,الطقس الحالي,122,رذاذ (غير متجمد) أو حبيبات ثلجية,,,,,Operational
bufr4/0/20/003/123,020003,الطقس الحالي,123,مطر (غير متجمد),,,,,Operational
bufr4/0/20/003/124,020003,الطقس الحالي,124,ثلج,,,,,Operational
bufr4/0/20/003/125,020003,الطقس الحالي,125,مطر (غير متجمد),,,,,Operational
bufr4/0/20/003/126,020003,الطقس الحالي,126,عاصفة رعدية، ولكن لا يوجد هطول في وقت الملاحظة,,,,,Operational
bufr4/0/20/003/127,020003,الطقس الحالي,127,ثلوج أو رمال متطايرة أو منجرفة,,,,,Operational
bufr4/0/20/003/128,020003,الطقس الحالي,128,ثلوج أو رمال متطايرة أو منجرفة، والرؤية تساوي أو تزيد عن 1 كيلومتر.,,,,,Operational
bufr4/0/20/003/129,020003,الطقس الحالي,129,ثلوج أو رمال متطايرة أو منجرفة، والرؤية تساوي أو تزيد عن 1 كيلومتر.,,,,,Operational
bufr4/0/20/003/130,020003,الطقس الحالي,130,ضباب أو ضباب جليدي,,,,,Operational
bufr4/0/20/003/131,020003,الطقس الحالي,131,ضباب أو ضباب جليدي,,,,,Operational
bufr4/0/20/003/132,020003,الطقس الحالي,132,الضباب أو الضباب الجليدي، أصبح أقل كثافة خلال الساعة الماضية.,,,,,Operational
bufr4/0/20/003/133,020003,الطقس الحالي,133,الضباب أو الضباب الجليدي، أصبح أقل كثافة خلال الساعة الماضية.,,,,,Operational
bufr4/0/20/003/134,020003,الطقس الحالي,134,الضباب أو الضباب الجليدي، أصبح أقل كثافة خلال الساعة الماضية.,,,,,Operational
bufr4/0/20/003/135,020003,الطقس الحالي,135,ضباب، ترسيب الصقيع، السماء مرئية,,,,,Operational
bufr4/0/20/003/136-139,020003,الطقس الحالي,136-139,محجوز,,,,,Operational
bufr4/0/20/003/140,020003,الطقس الحالي,140,الهطول,,,,,Operational
bufr4/0/20/003/141,020003,الطقس الحالي,141,الهطول، خفيف أو معتدل,,,,,Operational
bufr4/0/20/003/142,020003,الطقس الحالي,142,الهطول,,,,,Operational
bufr4/0/20/003/143,020003,الطقس الحالي,143,الهطول، خفيف أو معتدل,,,,,Operational
bufr4/0/20/003/144,020003,الطقس الحالي,144,الهطول السائل، غزير,,,,,Operational
bufr4/0/20/003/145,020003,الطقس الحالي,145,الهطول، خفيف أو معتدل,,,,,Operational
bufr4/0/20/003/146,020003,الطقس الحالي,146,الهطول السائل، غزير,,,,,Operational
bufr4/0/20/003/147,020003,الطقس الحالي,147,الهطول المتجمد، خفيف أو معتدل,,,,,Operational
bufr4/0/20/003/148,020003,الطقس الحالي,148,الهطول المتجمد، خفيف أو معتدل,,,,,Operational
bufr4/0/20/003/149,020003,الطقس الحالي,149,محجوز,,,,,Operational
bufr4/0/20/003/150,020003,الطقس الحالي,150,رذاذ,,,,,Operational
bufr4/0/20/003/151,020003,الطقس الحالي,151,رذاذ، غير متجمد، متقطع,,,,,Operational
bufr4/0/20/003/152,020003,الطقس الحالي,152,رذاذ، متجمد، معتدل أو كثيف (غزير),,,,,Operational
bufr4/0/20/003/153,020003,الطقس الحالي,153,رذاذ، غير متجمد، متقطع,,,,,Operational
bufr4/0/20/003/154,020003,الطقس الحالي,154,رذاذ، غير متجمد، متقطع,,,,,Operational
bufr4/0/20/003/155,020003,الطقس الحالي,155,رذاذ، متجمد، معتدل أو كثيف (غزير),,,,,Operational
bufr4/0/20/003/156,020003,الطقس الحالي,156,رذاذ، متجمد، معتدل أو كثيف (غزير),,,,,Operational
bufr4/0/20/003/157,020003,الطقس الحالي,157,رذاذ ومطر، خفيف,,,,,Operational
bufr4/0/20/003/158,020003,الطقس الحالي,158,رذاذ ومطر، خفيف,,,,,Operational
bufr4/0/20/003/159,020003,الطقس الحالي,159,محجوز,,,,,Operational
bufr4/0/20/003/160,020003,الطقس الحالي,160,مطر,,,,,Operational
bufr4/0/20/003/161,020003,الطقس الحالي,161,مطر (غير متجمد),,,,,Operational
bufr4/0/20/003/162,020003,الطقس الحالي,162,مطر، متجمد، معتدل أو كثيف,,,,,Operational
bufr4/0/20/003/163,020003,الطقس الحالي,163,مطر (غير متجمد),,,,,Operational
bufr4/0/20/003/164,020003,الطقس الحالي,164,مطر (غير متجمد),,,,,Operational
bufr4/0/20/003/165,020003,الطقس الحالي,165,مطر، متجمد، معتدل أو كثيف,,,,,Operational
bufr4/0/20/003/166,020003,الطقس الحالي,166,مطر، متجمد، معتدل أو كثيف,,,,,Operational
bufr4/0/20/003/167,020003,الطقس الحالي,167,رذاذ ومطر، خفيف,,,,,Operational
bufr4/0/20/003/168,020003,الطقس الحالي,168,مطر، متجمد، معتدل أو كثيف,,,,,Operational
bufr4/0/20/003/169,020003,الطقس الحالي,169,محجوز,,,,,Operational
bufr4/0/20/003/170,020003,الطقس الحالي,170,ثلج,,,,,Operational
bufr4/0/20/003/171,020003,الطقس الحالي,171,ثلوج خفيفة,,,,,Operational
bufr4/0/20/003/172,020003,الطقس الحالي,172,ثلوج معتدلة,,,,,Operational
bufr4/0/20/003/173,020003,الطقس الحالي,173,ثلج كثيف,,,,,Operational
bufr4/0/20/003/174,020003,الطقس الحالي,174,حبيبات الجليد,,,,,Operational
bufr4/0/20/003/175,020003,الطقس الحالي,175,حبيبات الجليد,,,,,Operational
bufr4/0/20/003/176,020003,الطقس الحالي,176,حبيبات الجليد,,,,,Operational
bufr4/0/20/003/177,020003,الطقس الحالي,177,حبيبات ثلجية,,,,,Operational
bufr4/0/20/003/178,020003,الطقس الحالي,178,بلورات الجليد,,,,,Operational
bufr4/0/20/003/179,020003,الطقس الحالي,179,محجوز,,,,,Operational
bufr4/0/20/003/180,020003,الطقس الحالي,180,زخة/زخات أو هطول متقطع,,,,,Operational
