Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/25/001,25,معالجة المعلومات,025001,طول بوابة النطاق,m,-1,0,6,m,-1,2,,,Operational
bufr4/0/25/002,25,معالجة المعلومات,025002,عدد البوابات في المتوسط,Numeric,0,0,4,Numeric,0,2,,,Operational
bufr4/0/25/003,25,معالجة المعلومات,025003,عدد النبضات المتكاملة,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/25/004,25,معالجة المعلومات,025004,معالجة الصدى,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/005,25,معالجة المعلومات,025005,تكامل الصدى,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/006,25,معالجة المعلومات,025006,تحويل Z إلى R,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/25/007,25,معالجة المعلومات,025007,تحويل Z إلى R,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/25/008,25,معالجة المعلومات,025008,تحويل Z إلى R,Numeric,2,0,9,Numeric,2,3,,,Operational
bufr4/0/25/009,25,معالجة المعلومات,025009,طريقة المعايرة,Flag table,0,0,4,Flag table,0,2,(انظر الملاحظة 3),56,Operational
bufr4/0/25/010,25,معالجة المعلومات,025010,علاج الفوضى,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/25/011,25,معالجة المعلومات,025011,تصحيح الاحتجاب الأرضي (التصفية),Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/012,25,معالجة المعلومات,025012,تصحيح تلاشي النطاق,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/013,25,معالجة المعلومات,025013,تصحيح الشريط الساطع,Flag table,0,0,2,Flag table,0,1,,,Operational
bufr4/0/25/014,25,معالجة المعلومات,025014,قطع ازدحام السمت,Numeric,0,0,12,Numeric,0,4,(انظر الملاحظة 3),15,Operational
bufr4/0/25/015,25,معالجة المعلومات,025015,تصحيح التوهين في القبة الرادارية,Flag table,0,0,2,Flag table,0,1,,,Operational
bufr4/0/25/016,25,معالجة المعلومات,025016,تصحيح تلاشي الهواء الصافي,dB/m,5,0,6,dB/m,5,2,,,Operational
bufr4/0/25/017,25,معالجة المعلومات,025017,تصحيح تلاشي الهطول,Flag table,0,0,2,Flag table,0,1,,,Operational
bufr4/0/25/018,25,معالجة المعلومات,025018,قانون A إلى Z لعامل التوهين,Numeric,7,0,6,Numeric,7,2,,,Operational
bufr4/0/25/019,25,معالجة المعلومات,025019,قانون A إلى Z لعامل التوهين,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/25/020,25,معالجة المعلومات,025020,تقدير السرعة المتوسطة,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/021,25,معالجة المعلومات,025021,تحسين حساب الرياح,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/25/022,25,معالجة المعلومات,025022,علم الرفض GHRSST,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/25/023,25,معالجة المعلومات,025023,علم الثقة GHRSST,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/25/024,25,معالجة المعلومات,025024,جودة بيانات GHRSST,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/25/025,25,معالجة المعلومات,025025,جهد البطارية,V,1,0,9,V,1,3,,,Operational
bufr4/0/25/026,25,معالجة المعلومات,025026,جهد البطارية (نطاق واسع),V,1,0,12,V,1,4,,,Operational
bufr4/0/25/028,25,معالجة المعلومات,025028,معامل محدد من قبل المشغل أو الشركة المصنعة,Numeric,1,-16384,15,Numeric,1,5,,,Operational
bufr4/0/25/029,25,معالجة المعلومات,025029,طريقة المعايرة,Flag table,0,0,6,Flag table,0,2,(انظر الملاحظة 3),56,Operational
bufr4/0/25/030,25,معالجة المعلومات,025030,استخدام متوسط درجة حرارة سطح البحر المتحرك,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/031,25,معالجة المعلومات,025031,طريقة ترقيق الملف العمودي الناتج عن NWP,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/25/032,25,معالجة المعلومات,025032,معلومات وضع ملف الرياح,Code table,0,0,2,Code table,0,1,(انظر الملاحظة 3),131,Operational
bufr4/0/25/033,25,معالجة المعلومات,025033,معلومات وضع ملف الرياح,Code table,0,0,2,Code table,0,1,(انظر الملاحظة 3),131,Operational
bufr4/0/25/034,25,معالجة المعلومات,025034,نتائج اختبار مراقبة جودة ملف الرياح,Flag table,0,0,4,Flag table,0,2,(انظر الملاحظة 3),131,Operational
bufr4/0/25/035,25,معالجة المعلومات,025035,طريقة اتخاذ القرار للاستقطاب,Code table,0,0,3,Code table,0,1,(انظر الملاحظة 3),34,Operational
bufr4/0/25/036,25,معالجة المعلومات,025036,طريقة تحديد الموقع الجوي,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/25/037,25,معالجة المعلومات,025037,انحياز SST,K,2,-127,8,K,2,3,,,Operational
bufr4/0/25/038,25,معالجة المعلومات,025038,الفرق بين SST والتحليل,K,1,-127,8,K,1,3,,,Operational
bufr4/0/25/040,25,معالجة المعلومات,025040,اشتقاق منتج الرياح CO2,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/25/041,25,معالجة المعلومات,025041,طريقة الإبلاغ عن اتجاه المنصة المتحركة,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/042,25,معالجة المعلومات,025042,طريقة الإبلاغ عن سرعة المنصة المتحركة,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/043,25,معالجة المعلومات,025043,فترة أخذ عينات الموجة (الزمن),s,4,0,15,s,4,5,,,Operational
