Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/29/001/0,029001,نوع الإسقاط,0,الإسقاط الغنوموني,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/1,029001,نوع الإسقاط,1,الإسقاط القطبي الستيريوغرافي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/2,029001,نوع الإسقاط,2,إسقاط لامبرت المخروطي المتساوي الزوايا,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/3,029001,نوع الإسقاط,3,إسقاط مركاتور,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/4,029001,نوع الإسقاط,4,مسح المخروط (الرادار),,,(انظر الملاحظة),65,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/001/5,029001,نوع الإسقاط,5,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/001/6,029001,نوع الإسقاط,6,لا إسقاط,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/7,029001,نوع الإسقاط,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/002/0,029002,نوع شبكة الإحداثيات,0,ديكارتي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/002/1,029002,نوع شبكة الإحداثيات,1,قطبي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/002/2,029002,نوع شبكة الإحداثيات,2,أخرى,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/002/3-6,029002,نوع شبكة الإحداثيات,3-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/002/7,029002,نوع شبكة الإحداثيات,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
