Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/04/059/1,004059,أوقات المراقبة المستخدمة لحساب القيم المتوسطة المبلغ عنها,1,٠٠٠٠ التوقيت العالمي المنسق,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/04/059/2,004059,أوقات المراقبة المستخدمة لحساب القيم المتوسطة المبلغ عنها,2,٠٠٠٠ التوقيت العالمي المنسق,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/059/3,004059,أوقات المراقبة المستخدمة لحساب القيم المتوسطة المبلغ عنها,3,٠٠٠٠ التوقيت العالمي المنسق,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/059/4,004059,أوقات المراقبة المستخدمة لحساب القيم المتوسطة المبلغ عنها,4,٠٠٠٠ التوقيت العالمي المنسق,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/059/5,004059,أوقات المراقبة المستخدمة لحساب القيم المتوسطة المبلغ عنها,5,ساعات أخرى,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/04/059/All-6,004059,أوقات المراقبة المستخدمة لحساب القيم المتوسطة المبلغ عنها,All 6,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/080/0,004080,فترة متوسط العينة,0,قيم النقاط,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/04/080/1,004080,فترة متوسط العينة,1,أقل من 15 دقيقة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/04/080/2,004080,فترة متوسط العينة,2,أقل من 15 دقيقة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/080/3,004080,فترة متوسط العينة,3,أقل من 15 دقيقة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/080/4-8,004080,فترة متوسط العينة,4-8,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/080/9,004080,فترة متوسط العينة,9,البيانات مفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/080/10-14,004080,فترة متوسط العينة,10-14,غير مستخدم,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/04/080/15,004080,فترة متوسط العينة,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
