Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/26/010/1,026010,الساعات مشمولة,1,0100 مشمول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/2,026010,الساعات مشمولة,2,0100 مشمول,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/3,026010,الساعات مشمولة,3,0100 مشمول,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/4,026010,الساعات مشمولة,4,0100 مشمول,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/5,026010,الساعات مشمولة,5,0500 مشمول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/6,026010,الساعات مشمولة,6,0600 مشمول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/7,026010,الساعات مشمولة,7,0600 مشمول,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/8,026010,الساعات مشمولة,8,0600 مشمول,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/9,026010,الساعات مشمولة,9,0600 مشمول,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/10,026010,الساعات مشمولة,10,1000 مشمولة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/11,026010,الساعات مشمولة,11,1100 مشمولة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/12,026010,الساعات مشمولة,12,1100 مشمولة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/13,026010,الساعات مشمولة,13,1100 مشمولة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/14,026010,الساعات مشمولة,14,1100 مشمولة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/15,026010,الساعات مشمولة,15,1500 مشمولة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/16,026010,الساعات مشمولة,16,1500 مشمولة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/17,026010,الساعات مشمولة,17,1500 مشمولة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/18,026010,الساعات مشمولة,18,1500 مشمولة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/19,026010,الساعات مشمولة,19,تم تضمين 1900,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/20,026010,الساعات مشمولة,20,تم تضمين 2000,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/21,026010,الساعات مشمولة,21,2100 مشمول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/22,026010,الساعات مشمولة,22,2200 مشمول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/23,026010,الساعات مشمولة,23,2300 مشمول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/24,026010,الساعات مشمولة,24,2400 مشمول,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/25,026010,الساعات مشمولة,25,خليط غير معروف من الساعات,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/All-26,026010,الساعات مشمولة,All 26,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
