Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/27/001,27,الموقع غير المنسق (أفقي - 1),027001,خط العرض (الدقة العالية),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/27/002,27,الموقع غير المنسق (أفقي - 1),027002,خط العرض (دقة تقريبية),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/27/003,27,الموقع غير المنسق (أفقي - 1),027003,خط عرض بديل (دقة تقريبية),deg,2,-9000,15,deg,2,4,"Of course! Please provide the text you would like me to translate, along with any glossary terms or translation memory examples you'd like me to follow.",132,Operational
bufr4/0/27/004,27,الموقع غير المنسق (أفقي - 1),027004,خط عرض بديل (دقة عالية),deg,5,-9000000,25,deg,5,7,Sure! Please provide the text you would like me to translate along with any glossary terms or translation memory examples you'd like me to follow.,132,Operational
bufr4/0/27/010,27,الموقع غير المنسق (أفقي - 1),027010,محور البصمة 1,m,-1,0,14,m,-1,5,,,Operational
bufr4/0/27/020,27,الموقع غير المنسق (أفقي - 1),027020,عداد موقع القمر الصناعي,Numeric,0,0,16,Numeric,0,5,"Certainly! Please provide the text you would like me to translate, along with the glossary terms and any translation memory examples you'd like me to follow.",143,Operational
bufr4/0/27/021,27,الموقع غير التناسقي (أفقي - 1),027021,بُعد الموقع الفرعي للقمر الصناعي,Numeric,0,0,16,Numeric,0,5,Could you please provide the text you would like me to translate?,144,Operational
bufr4/0/27/031,27,الموقع غير المنسق (أفقي - 1),027031,في اتجاه خط الطول 0 درجة، المسافة من مركز الأرض,m,2,-1073741824,31,m,2,10,(راجع الملاحظتين 4 و 5),"96,151",Operational
bufr4/0/27/079,27,الموقع غير المنسق (أفقي - 1),027079,عرض العرض الأفقي للحجم المُعَيَّن,m,0,0,18,m,0,6,,,Operational
bufr4/0/27/080,27,الموقع غير المنسق (أفقي - 1),027080,زاوية السمت للرؤية,degree true,2,0,16,degree true,0,5,,,Operational
