Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/01/001,01,التعرف,001001,رقم كتلة WMO,Numeric,0,0,7,Numeric,0,2,,,Operational
bufr4/0/01/002,01,التعرف,001002,رقم محطة WMO,Numeric,0,0,10,Numeric,0,3,,,Operational
bufr4/0/01/003,01,التعرف,001003,رقم منطقة WMO / المنطقة الجغرافية,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/01/004,01,التعرف,001004,منطقة فرعية في إقليم المنظمة العالمية للأرصاد الجوية,Numeric,0,0,3,Numeric,0,1,(انظر الملاحظة 9),42,Operational
bufr4/0/01/005,01,التعرف,001005,معرّف العوامة/المنصة,Numeric,0,0,17,Numeric,0,5,,,Operational
bufr4/0/01/006,01,التعرف,001006,رقم رحلة الطائرة,CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/007,01,التعرف,001007,معرّف القمر الصناعي,Code table,0,0,10,Code table,0,4,,,Operational
bufr4/0/01/008,01,التعرف,001008,رقم تسجيل الطائرة أو أي تعريف آخر,CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/009,01,التعرف,001009,نوع الطائرة التجارية,CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/010,01,التعرف,001010,معرّف منصة العوامة الثابتة؛ على سبيل المثال، عوامات C-MAN,CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/011,01,التعرف,001011,معرّف محطة السفينة أو المحطة البرية المتنقلة,CCITT IA5,0,0,72,Character,0,9,,,Operational
bufr4/0/01/012,01,التعرف,001012,اتجاه حركة منصة المراقبة المتحركة,degree true,0,0,9,degree true,0,3,(راجع الملاحظتين 14 و15),"125,60",Operational
bufr4/0/01/013,01,التعرف,001013,سرعة حركة منصة المراقبة المتحركة,m/s,0,0,10,m/s,0,3,(راجع الملاحظتين 14 و15),"60,125",Operational
bufr4/0/01/014,01,التعرف,001014,سرعة انحراف المنصة (دقة عالية),m/s,2,0,10,m/s,2,4,,,Operational
bufr4/0/01/015,01,التعرف,001015,اسم المحطة أو الموقع,CCITT IA5,0,0,160,Character,0,20,,,Operational
bufr4/0/01/016,01,التعرف,001016,معرّف فرعي للقمر الصناعي,Numeric,0,0,16,Numeric,0,5,,,Operational
bufr4/0/01/018,01,التعرف,001018,اسم المحطة أو الموقع القصير,CCITT IA5,0,0,40,Character,0,5,,,Operational
bufr4/0/01/019,01,التعرف,001019,اسم محطة أو موقع طويل,CCITT IA5,0,0,256,Character,0,32,,,Operational
bufr4/0/01/020,01,التعرف,001020,منطقة فرعية في إقليم المنظمة العالمية للأرصاد الجوية,Numeric,0,0,4,Numeric,0,2,,,Operational
bufr4/0/01/021,01,التعرف,001021,معرّف ميزة مختصرة,Numeric,0,0,14,Numeric,0,4,,,Operational
bufr4/0/01/022,01,التعرف,001022,اسم الميزة,CCITT IA5,0,0,224,Character,0,28,(راجع الملاحظة 11),72,Operational
bufr4/0/01/023,01,التعرف,001023,رقم تسلسل الملاحظة,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/01/024,01,التعرف,001024,مصدر سرعة الرياح,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/01/025,01,التعرف,001025,معرّف العاصفة,CCITT IA5,0,0,24,Character,0,3,Sure! Please provide the text you'd like me to translate along with any glossary terms or translation memory examples you'd like me to follow.,148,Operational
bufr4/0/01/026,01,التعرف,001026,اسم العاصفة وفق المنظمة العالمية للأرصاد الجوية,CCITT IA5,0,0,64,Character,0,8,(انظر الملاحظة 16),43,Operational
bufr4/0/01/027,01,التعرف,001027,اسم العاصفة الطويل وفقًا لـ WMO,CCITT IA5,0,0,80,Character,0,10,"Of course! Please provide the text you would like me to translate, along with any glossary terms or translation memory examples you'd like me to follow.",182,Operational
