Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/19/001,19,الخصائص العامة,019001,الخصائص العامة,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/19/002,19,الخصائص العامة,019002,نصف القطر الفعّال للميزة,m,-2,0,12,m,-2,4,(انظر الملاحظة 3),138,Operational
bufr4/0/19/003,19,الخصائص العامة,019003,عتبة سرعة الرياح,m/s,0,0,8,m/s,0,3,(انظر الملاحظة 3),99,Operational
bufr4/0/19/004,19,الخصائص العامة,019004,نصف القطر الفعّال بالنسبة لسرعات الرياح التي تتجاوز العتبة,m,-2,0,12,m,-2,4,(انظر الملاحظة 3),99,Operational
bufr4/0/19/005,19,الخصائص العامة,019005,اتجاه حركة الميزة,degree true,0,0,9,degree true,0,3,(انظر الملاحظة 3),73,Operational
bufr4/0/19/006,19,الخصائص العامة,019006,سرعة حركة الميزة,m/s,2,0,14,m/s,2,5,(انظر الملاحظة 3),73,Operational
bufr4/0/19/007,19,الخصائص العامة,019007,نصف القطر الفعّال للميزة,m,-3,0,12,m,-3,4,,,Operational
bufr4/0/19/008,19,الخصائص العامة,019008,الامتداد الرأسي للدوران,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/19/009,19,الخصائص العامة,019009,نصف القطر الفعّال بالنسبة لسرعات الرياح التي تتجاوز العتبة,m,-3,0,12,m,-3,4,,,Operational
bufr4/0/19/010,19,الخصائص العامة,019010,طريقة تتبع مركز الخاصية العامة,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/100,19,الخصائص العامة,019100,الفترة الزمنية لحساب حركة الإعصار المداري,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/101,19,الخصائص العامة,019101,دقة موقع مركز الإعصار المداري,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/102,19,الخصائص العامة,019102,شكل وتعريف عين الإعصار الاستوائي,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/19/103,19,الخصائص العامة,019103,شكل وتعريف عين الإعصار الاستوائي,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/104,19,الخصائص العامة,019104,تغير في طبيعة العين خلال 30 دقيقة,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/105,19,الخصائص العامة,019105,المسافة بين نهاية الشريط الحلزوني والمركز,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/106,19,الخصائص العامة,019106,رقم تعريف الإعصار الاستوائي,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/19/107,19,الخصائص العامة,019107,الفترة الزمنية لحساب حركة الإعصار المداري,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/108,19,الخصائص العامة,019108,دقة موقع مركز الإعصار المداري,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/19/109,19,الخصائص العامة,019109,القطر المتوسط للسحب الملبدة للإعصار المداري,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/110,19,الخصائص العامة,019110,التغير الظاهري في شدة الإعصار المداري خلال 24 ساعة,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/111,19,الخصائص العامة,019111,رقم الشدة الحالية (CI) للإعصار المداري,Numeric,1,0,7,Numeric,1,3,,,Operational
bufr4/0/19/112,19,الخصائص العامة,019112,رقم تعريف الإعصار الاستوائي,Numeric,1,0,7,Numeric,1,3,,,Operational
bufr4/0/19/113,19,الخصائص العامة,019113,نوع نمط السحابة لرقم DT,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/19/114,19,الخصائص العامة,019114,رقم النموذج المتوقع المداري (MET) للإعصار المداري,Numeric,1,0,7,Numeric,1,3,,,Operational
bufr4/0/19/115,19,الخصائص العامة,019115,اتجاه التغيير خلال الـ 24 ساعة الماضية (+: تطور، -: ضعف),Numeric,1,-30,6,Numeric,1,2,,,Operational
bufr4/0/19/116,19,الخصائص العامة,019116,رقم تعريف الإعصار الاستوائي,Numeric,1,0,7,Numeric,1,3,,,Operational
bufr4/0/19/117,19,الخصائص العامة,019117,نوع صورة السحابة من رقم PT,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/19/118,19,الخصائص العامة,019118,رقم تعريف الإعصار الاستوائي,Numeric,1,0,7,Numeric,1,3,,,Operational
bufr4/0/19/119,19,الخصائص العامة,019119,نوع الرقم T النهائي,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/19/150,19,الخصائص العامة,019150,الرقم الدولي المشترك للإعصار (لجنة الأعاصير),CCITT IA5,0,0,32,Character,0,4,,,Operational
