Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status,translated_by
06,تسلسلات تقارير علم المحيطات,D06001,العمق، درجة الحرارة,,B02032,مؤشر الرقمنة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06001,العمق، درجة الحرارة,,R02000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06001,العمق، درجة الحرارة,,B07062,العمق تحت سطح البحر/المياه,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06001,العمق، درجة الحرارة,,B22042,درجة حرارة سطح البحر,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06002,(الحالي),,B02031,مدة ووقت القياس الحالي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06002,(الحالي),,B22004,اتجاه التيار,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06002,(الحالي),,B22031,سرعة التيار,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06003,(الرياح السطحية ودرجة الحرارة),,B02002,نوع الأجهزة لقياس الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06003,(الرياح السطحية ودرجة الحرارة),,B11011,اتجاه الرياح النموذجي على ارتفاع 10 أمتار,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06003,(الرياح السطحية ودرجة الحرارة),,B11012,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06003,(الرياح السطحية ودرجة الحرارة),,B12004,درجة حرارة الهواء على ارتفاع 2 متر,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06004,العمق، درجة الحرارة، الملوحة,,B02032,مؤشر الرقمنة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06004,العمق، درجة الحرارة، الملوحة,,B02033,طريقة قياس الملوحة/العمق,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06004,العمق، درجة الحرارة، الملوحة,,R03000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06004,العمق، درجة الحرارة، الملوحة,,B07062,العمق تحت سطح البحر/المياه,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06004,العمق، درجة الحرارة، الملوحة,,B22043,درجة حرارة سطح البحر,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06004,العمق، درجة الحرارة، الملوحة,,B22062,الملوحة عند مستوى,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06005,,,B02031,مدة ووقت القياس الحالي,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
06,تسلسلات تقارير علم المحيطات,D06005,,,R03000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
