Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/40/001,40,بيانات الأقمار الصناعية,040001,رطوبة التربة السطحية (ms),%,1,0,10,%,1,4,,,Operational
bufr4/0/40/002,40,بيانات الأقمار الصناعية,040002,التقدير الخطأ في رطوبة سطح التربة,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/003,40,بيانات الأقمار الصناعية,040003,متوسط رطوبة سطح التربة,Numeric,3,0,10,Numeric,3,4,,,Operational
bufr4/0/40/004,40,بيانات الأقمار الصناعية,040004,اكتشاف سقوط الأمطار,Numeric,3,0,10,Numeric,3,4,,,Operational
bufr4/0/40/005,40,بيانات الأقمار الصناعية,040005,علم تصحيح رطوبة التربة,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/006,40,بيانات الأقمار الصناعية,040006,علامة معالجة رطوبة التربة,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/40/007,40,بيانات الأقمار الصناعية,040007,جودة رطوبة التربة,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/008,40,بيانات الأقمار الصناعية,040008,جزء سطح الأرض المجمد,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/009,40,بيانات الأقمار الصناعية,040009,الغمر ونسبة الأراضي الرطبة,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/010,40,بيانات الأقمار الصناعية,040010,التعقيد الطبوغرافي,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/011,40,بيانات الأقمار الصناعية,040011,علامة الاستيفاء,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/012,40,بيانات الأقمار الصناعية,040012,علم جودة بيانات مقياس الإشعاع,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/013,40,بيانات الأقمار الصناعية,040013,علم تفسير درجة حرارة السطوع لجهاز قياس الإشعاع,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/014,40,البيانات الساتلية,040014,تصحيحات تضاريس سطح البحر ذات التغيرات عالية التردد,m,4,-3000,13,m,4,4,,,Operational
bufr4/0/40/015,40,بيانات الأقمار الصناعية,040015,مؤشر الفرق المعياري للغطاء النباتي (NDVI),Numeric,2,-100,8,Numeric,2,3,,,Operational
bufr4/0/40/016,40,بيانات الأقمار الصناعية,040016,الجذر التربيعي المتوسط المتبقي داخل النطاق,Numeric,3,0,14,Numeric,3,5,,,Operational
bufr4/0/40/017,40,بيانات الأقمار الصناعية,040017,الناتج الرئيسي لمكون غير مُطَبَّع,Numeric,0,-1073741824,31,Numeric,0,10,,,Operational
bufr4/0/40/018,40,بيانات الأقمار الصناعية,040018,متوسط قياسات التصوير GIacAvgImagIIS,W m-2 sr-1 m,6,0,24,W m-2 sr-1 m,6,8,,,Operational
