Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/35/000/000-099,035000,FM ورقم الكود الإقليمي,000-099,FM ورقم الكود الإقليمي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/100-199,035000,FM ورقم الكود الإقليمي,100-199,رموز RA I,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/000/200-299,035000,FM ورقم الكود الإقليمي,200-299,رموز RA I,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/300-399,035000,FM ورقم الكود الإقليمي,300-399,رموز RA I,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/400-499,035000,FM ورقم الكود الإقليمي,400-499,رموز RA I,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/500-599,035000,FM ورقم الكود الإقليمي,500-599,رموز RA I,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/600-699,035000,FM ورقم الكود الإقليمي,600-699,رموز RA I,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/700-799,035000,FM ورقم الكود الإقليمي,700-799,أكواد القطب الجنوبي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/000/800-999,035000,FM ورقم الكود الإقليمي,800-999,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/1000-1022,035000,FM ورقم الكود الإقليمي,1000-1022,غير مستخدم,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/1023,035000,FM ورقم الكود الإقليمي,1023,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001/0,035001,فترة المراقبة,0,الوقت الفعلي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/001/1,035001,فترة المراقبة,1,الوقت الفعلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001/2,035001,فترة المراقبة,2,الوقت الفعلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001/3-6,035001,فترة المراقبة,3-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001/7,035001,فترة المراقبة,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/030/0,035030,التفاوتات في توفر البيانات المتوقعة,0,لا توجد تناقضات,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/1,035030,التفاوتات في توفر البيانات المتوقعة,1,عدم الامتثال للمعايير والممارسات والإجراءات الموصى بها، بما في ذلك تلك المتعلقة بالمراقبة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/2,035030,التفاوتات في توفر البيانات المتوقعة,2,فهارس النشرات الجوية غير محدثة في الوقت المناسب,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/3,035030,التفاوتات في توفر البيانات المتوقعة,3,أدلة التوجيه غير الصحيحة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/4,035030,التفاوتات في توفر البيانات المتوقعة,4,نقص المرونة في ترتيبات التوجيه,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/5,035030,التفاوتات في توفر البيانات المتوقعة,5,نواقص في تشغيل مراكز ودارات GTS,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/6,035030,التفاوتات في توفر البيانات المتوقعة,6,فقدان البيانات أو تأخير في نقل البيانات على نظام GTS,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/7,035030,التفاوتات في توفر البيانات المتوقعة,7,توجيه البيانات يختلف عن التوجيه المقدم في الخطة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
