Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/12/001,12,درجة الحرارة/درجة حرارة الهواء,012001,درجة الحرارة/درجة حرارة الهواء,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/002,12,درجة الحرارة/درجة حرارة الهواء,012002,درجة حرارة البصلة الرطبة,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/003,12,درجة الحرارة/درجة حرارة الهواء,012003,درجة حرارة نقطة الندى,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/004,12,درجة الحرارة/درجة حرارة الهواء,012004,درجة حرارة الهواء على ارتفاع 2 متر,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/005,12,درجة الحرارة/درجة حرارة الهواء,012005,درجة حرارة البصلة الرطبة,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/006,12,درجة الحرارة/درجة حرارة الهواء,012006,درجة حرارة نقطة الندى,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/007,12,درجة الحرارة/درجة حرارة الهواء,012007,درجة الحرارة الافتراضية,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/008,12,درجة الحرارة/درجة حرارة الهواء,012008,عدم اليقين في درجة الحرارة الافتراضية,K,1,0,12,C,1,4,,,Operational
bufr4/0/12/011,12,درجة الحرارة/درجة حرارة الهواء,012011,الحد الأقصى لدرجة الحرارة، على الارتفاع وخلال الفترة المحددة,K,1,0,12,C,1,3,(انظر الملاحظة 3),177,Operational
bufr4/0/12/012,12,درجة الحرارة/درجة حرارة الهواء,012012,الحد الأقصى لدرجة الحرارة، على الارتفاع وخلال الفترة المحددة,K,1,0,12,C,1,3,(انظر الملاحظة 3),177,Operational
bufr4/0/12/013,12,درجة الحرارة/درجة حرارة الهواء,012013,درجة الحرارة الدنيا على سطح الأرض، خلال الـ 12 ساعة الماضية,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/014,12,درجة الحرارة/درجة حرارة الهواء,012014,درجة الحرارة القصوى على ارتفاع 2 متر، خلال الـ 12 ساعة الماضية,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/015,12,درجة الحرارة/درجة حرارة الهواء,012015,درجة الحرارة القصوى على ارتفاع 2 متر، خلال الـ 12 ساعة الماضية,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/016,12,درجة الحرارة/درجة حرارة الهواء,012016,درجة الحرارة القصوى على ارتفاع 2 متر، خلال الـ 12 ساعة الماضية,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/017,12,درجة الحرارة/درجة حرارة الهواء,012017,درجة الحرارة الدنيا على ارتفاع 2 متر، خلال الـ 24 ساعة الماضية,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/021,12,درجة الحرارة/درجة حرارة الهواء,012021,درجة الحرارة القصوى على ارتفاع 2 متر,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/022,12,درجة الحرارة/درجة حرارة الهواء,012022,درجة الحرارة القصوى على ارتفاع 2 متر,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/023,12,درجة الحرارة/درجة حرارة الهواء,012023,درجة الحرارة/درجة حرارة الهواء,C,0,-99,8,C,0,2,,,Operational
bufr4/0/12/024,12,درجة الحرارة/درجة حرارة الهواء,012024,درجة حرارة نقطة الندى,C,0,-99,8,C,0,2,,,Operational
bufr4/0/12/030,12,درجة الحرارة/درجة حرارة الهواء,012030,درجة حرارة التربة,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/049,12,درجة الحرارة/درجة حرارة الهواء,012049,تغير درجة الحرارة خلال الفترة المحددة,K,0,-30,6,C,0,2,,,Operational
bufr4/0/12/051,12,درجة الحرارة/درجة حرارة الهواء,012051,انحراف معياري لدرجة الحرارة,K,1,0,10,C,1,3,,,Operational
bufr4/0/12/052,12,درجة الحرارة/درجة حرارة الهواء,012052,أعلى متوسط يومي لدرجة الحرارة,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/053,12,درجة الحرارة/درجة حرارة الهواء,012053,أدنى متوسط يومي لدرجة الحرارة,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/060,12,درجة الحرارة/درجة حرارة الهواء,012060,درجة الحرارة الداخلية لحاوية AWS,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/061,12,درجة الحرارة/درجة حرارة الهواء,012061,درجة حرارة الجلد,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/062,12,درجة الحرارة/درجة حرارة الهواء,012062,درجة حرارة الجسم الأسود المكافئة,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/063,12,درجة الحرارة/درجة حرارة الهواء,012063,درجة حرارة السطوع,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/064,12,درجة الحرارة/درجة حرارة الهواء,012064,درجة حرارة الجهاز,K,1,0,12,K,1,4,,,Operational
bufr4/0/12/065,12,درجة الحرارة/درجة حرارة الهواء,012065,درجة حرارة السطوع,K,1,0,12,K,1,4,,,Operational
bufr4/0/12/066,12,درجة الحرارة/درجة حرارة الهواء,012066,درجة حرارة الهوائي,K,2,0,16,C,2,5,,,Operational
bufr4/0/12/070,12,درجة الحرارة/درجة حرارة الهواء,012070,درجة حرارة الحمل الدافئ,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/071,12,درجة الحرارة/درجة حرارة الهواء,012071,أبرد درجة حرارة عنقودية,K,1,0,12,K,1,4,,,Operational
bufr4/0/12/072,12,درجة الحرارة/درجة حرارة الهواء,012072,التألق,W m-2 sr-1,6,0,31,W m-2 sr-1,6,9,,,Operational
bufr4/0/12/075,12,درجة الحرارة/درجة حرارة الهواء,012075,التألق الطيفي,W m-3 sr-1,-3,0,16,W m-3 sr-1,-3,5,,,Operational
bufr4/0/12/076,12,درجة الحرارة/درجة حرارة الهواء,012076,التألق,W m-2 sr-1,3,0,16,W m-2 sr-1,3,5,(انظر الملاحظة 3),52,Operational
bufr4/0/12/080,12,درجة الحرارة/درجة حرارة الهواء,012080,درجة حرارة السطوع,K,2,-10000,16,K,2,5,,,Operational
bufr4/0/12/081,12,درجة الحرارة/درجة حرارة الهواء,012081,الجزء التخيلي لدرجة حرارة السطوع,K,2,-10000,16,K,2,5,,,Operational
bufr4/0/12/082,12,درجة الحرارة/درجة حرارة الهواء,012082,دقة القياس الإشعاعي للبكسل,K,2,0,12,K,2,4,,,Operational
