Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/08/001,08,مؤهلات الأهمية,008001,أهمية الرصد العمودي,Flag table,0,0,7,Flag table,0,3,,,Operational
bufr4/0/08/002,08,مؤهلات الأهمية,008002,الأهمية العمودية (الملاحظات السطحية),Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/08/003,08,مؤهلات الأهمية,008003,الأهمية العمودية (ملاحظات الأقمار الصناعية),Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/08/004,08,مؤهلات الأهمية,008004,مرحلة طيران الطائرة,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/08/005,08,محددات الأهمية,008005,أهمية خاصية الأرصاد الجوية,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/08/006,08,مؤهلات الأهمية,008006,أهمية قياس الأوزون العمودي,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/08/007,08,مؤهلات الأهمية,008007,الأهمية البُعدية,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/08/008,08,محددات الأهمية,008008,أهمية الرصد الرأسي للإشعاع,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/08/009,08,المؤهلات ذات الأهمية,008009,المرحلة التفصيلية من الرحلة,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/08/010,08,محددات الأهمية,008010,محدد السطح (بيانات درجة الحرارة),Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/08/011,08,المؤهلات الدلالية,008011,ميزة الأرصاد الجوية,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/08/012,08,مؤهلات الأهمية,008012,مُحدد البر/البحر,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/08/013,08,مؤهلات الأهمية,008013,مؤهل النهار/الليل,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/08/014,08,مؤهلات الأهمية,008014,المؤهل لنطاق الرؤية على المدرج,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/08/015,08,محددات الأهمية,008015,المؤهل المهم للمستشعر,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/08/016,08,محددات الأهمية,008016,تغيير المُحدد لتوقع من نوع الاتجاه أو توقع المطار,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/08/017,08,مؤهلات الأهمية,008017,مُحدد الوقت الذي يُتوقع فيه حدوث تغيير التنبؤ,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/08/018,08,محددات الأهمية,008018,نوع سطح الأرض/الجليد SEAWINDS,Flag table,0,0,17,Flag table,0,6,,,Operational
bufr4/0/08/019,08,محددات الأهمية,008019,مؤهل لمعرف المركز التالي,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/08/020,08,المؤهلات الدلالية,008020,إجمالي عدد الكيانات المفقودة (بالنسبة إلى التراكم أو المتوسط),Numeric,0,0,16,Numeric,0,5,,,Operational
bufr4/0/08/021,08,مؤهلات الأهمية,008021,أهمية الوقت,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/08/022,08,مؤهلات الأهمية,008022,إجمالي العدد (بالنسبة إلى التراكم أو المتوسط),Numeric,0,0,16,Numeric,0,5,,,Operational
