Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/03/001/0,003001,نوع محطة السطح,0,محطة أرضية (شبكة السطح),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/001/1,003001,نوع محطة السطح,1,محطة المياه الضحلة (مثبتة على قاع البحر/البحيرة),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/001/2,003001,نوع محطة السطح,2,سفينة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/001/3,003001,نوع محطة السطح,3,منصة/منصة الحفر,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/001/4,003001,نوع محطة السطح,4,عوامة راسية غير محددة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/001/5,003001,نوع محطة السطح,5,انحراف العوامة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/001/6,003001,نوع محطة السطح,6,عوامة الجليد,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/001/7,003001,نوع محطة السطح,7,محطة أرضية (شبكة محلية),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/001/8,003001,نوع محطة السطح,8,مركبة برية,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/001/9,003001,نوع محطة السطح,9,مركبة بحرية ذاتية القيادة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/001/10,003001,نوع محطة السطح,10,علامة مرفقة بحيوان بحري,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/001/11-30,003001,نوع محطة السطح,11-30,مخصص للاستخدام المستقبلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/001/31,003001,نوع محطة السطح,31,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/003/0,003003,غلاف مقياس الحرارة/الرطوبة,0,شاشة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/003/1,003003,غلاف مقياس الحرارة/الرطوبة,1,المقلاع/الدوران,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/003/2,003003,غلاف مقياس الحرارة/الرطوبة,2,غير مُفلتر,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/003/3,003003,غلاف مقياس الحرارة/الرطوبة,3,درع إشعاعي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/003/4,003003,غلاف مقياس الحرارة/الرطوبة,4,مُسْتَنْشَق (مثل أسمان),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/003/5,003003,غلاف مقياس الحرارة/الرطوبة,5,الإيواء,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/003/6,003003,غلاف مقياس الحرارة/الرطوبة,6,يدوي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/003/7-14,003003,غلاف مقياس الحرارة/الرطوبة,7-14,مخصص للاستخدام المستقبلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/003/15,003003,غلاف مقياس الحرارة/الرطوبة,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/004/0,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,0,شاشة ستيفنسون,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/004/1,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,1,شاشة ستيفنسون,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/004/2,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,2,درع صفيحة القسم الأسطواني,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/004/3,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,3,أنبوب متحد المركز,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/004/4,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,4,درع صفيحة القسم الأسطواني,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/004/5,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,5,درع مقطع مربع,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/004/6,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,6,درع مقطع مربع,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/004/7,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,7,افتح السقيفة المغطاة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/004/8,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,8,افتح سقف مقلوب على شكل حرف V ومغطى.,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/004/9,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,9,متكامل (مثل المرآة المبردة),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/004/10-14,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,10-14,مخصص للاستخدام المستقبلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/004/15,003004,نوع الشاشة/الملجأ/الدرع الإشعاعي,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/008/0,003008,شاشة أو درع مهوى اصطناعيًا,0,التهوية الطبيعية قيد الاستخدام,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/008/1,003008,شاشة أو درع مهوى اصطناعيًا,1,الاستخدام الاصطناعي للشفط: تدفق مستمر عند وقت القراءة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/008/2,003008,شاشة أو درع مهوى اصطناعيًا,2,الاستخدام الاصطناعي للشفط: تدفق مستمر عند وقت القراءة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/008/3-6,003008,شاشة أو درع مهوى اصطناعيًا,3-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/008/7,003008,شاشة أو درع مهوى اصطناعيًا,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/0,003010,طريقة قياس تيار البحر/الماء,0,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/1,003010,طريقة قياس تيار البحر/الماء,1,مقياس دوبلر الصوتي للتيارات (ADCP),,,(انظر الملاحظة),91,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/2,003010,طريقة قياس تيار البحر/الماء,2,جي إي كي (جهاز قياس الحركة الكهرومغناطيسية الأرضية),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/3,003010,طريقة قياس تيار البحر/الماء,3,تم تحديد اتجاه وانجراف السفينة بواسطة التثبيتات بفارق 3-6 ساعات.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/4,003010,طريقة قياس تيار البحر/الماء,4,تم تحديد اتجاه وانجراف السفينة بواسطة التثبيتات بفارق 3-6 ساعات.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/5,003010,طريقة قياس تيار البحر/الماء,5,انحراف العوامة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/6,003010,طريقة قياس تيار البحر/الماء,6,مقياس دوبلر الصوتي للتيارات (ADCP),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/7,003010,طريقة قياس تيار البحر/الماء,7,وضع تتبع القاع ADCP,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/010/8,003010,طريقة قياس تيار البحر/الماء,8,مستشعر كهرومغناطيسي,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/010/9,003010,طريقة قياس تيار البحر/الماء,9,الدوار والريشة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/010/10,003010,طريقة قياس تيار البحر/الماء,10,مقياس دوبلر الصوتي للتيارات المخفض (Lowered ADCP),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/010/11-14,003010,طريقة قياس تيار البحر/الماء,11-14,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010/15,003010,طريقة قياس تيار البحر/الماء,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/011/0,003011,طريقة حساب العمق,0,تم حساب العمق باستخدام معادلة معدل السقوط,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/011/1,003011,طريقة حساب العمق,1,العمق محسوب من ضغط المياه/معادلة الحالة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/011/2,003011,طريقة حساب العمق,2,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/011/3,003011,طريقة حساب العمق,3,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/012/0,003012,نوع الجهاز/المستشعر لقياس الأكسجين المذاب,0,أنديرا مستشعر الأكسجين البصري,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/012/1,003012,نوع الجهاز/المستشعر لقياس الأكسجين المذاب,1,قارورة وينكلر,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/012/2-14,003012,نوع الجهاز/المستشعر لقياس الأكسجين المذاب,2-14,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/012/15,003012,نوع الجهاز/المستشعر لقياس الأكسجين المذاب,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016/0,003016,موضع مستشعرات الطريق,0,المسار السريع بين آثار العجلات,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/016/1,003016,موضع مستشعرات الطريق,1,المسار السريع بين آثار العجلات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016/2,003016,موضع مستشعرات الطريق,2,المسار السريع بين آثار العجلات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016/3,003016,موضع مستشعرات الطريق,3,المسار السريع بين آثار العجلات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016/4,003016,موضع مستشعرات الطريق,4,المسار السريع بين آثار العجلات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016/5,003016,موضع مستشعرات الطريق,5,المسار السريع بين آثار العجلات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016/6,003016,موضع مستشعرات الطريق,6,المسار السريع بين آثار العجلات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016/7,003016,موضع مستشعرات الطريق,7,المسار البطيء في آثار العجلات في الاتجاه المعاكس,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/016/8-14,003016,موضع مستشعرات الطريق,8-14,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016/15,003016,موضع مستشعرات الطريق,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/017/1,003017,نوع المحطة الممتدة,1,تلقائي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/017/2,003017,نوع المحطة الممتدة,2,مأهول,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/017/3,003017,نوع المحطة الممتدة,3,تم تشغيل الحدث يدويًا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
