Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/21/001,21,بيانات الرادار,021001,انعكاسية أفقية,dB,0,-64,7,dB,0,3,,,Operational
bufr4/0/21/002,21,بيانات الرادار,021002,انعكاسية عمودية,dB,0,-64,7,dB,0,3,,,Operational
bufr4/0/21/003,21,بيانات الرادار,021003,الانعكاسية التفاضلية,dB,1,-5,7,dB,1,3,,,Operational
bufr4/0/21/004,21,بيانات الرادار,021004,الانعكاسية التفاضلية,dB,2,-800,11,dB,2,4,,,Operational
bufr4/0/21/005,21,بيانات الرادار,021005,نسبة إزالة الاستقطاب الخطية,dB,0,-65,6,dB,0,2,,,Operational
bufr4/0/21/006,21,بيانات الرادار,021006,نسبة الاستقطاب الدائري,dB,0,-65,6,dB,0,2,,,Operational
bufr4/0/21/007,21,بيانات الرادار,021007,عامل انعكاسية الرادار,dB,2,-9000,15,dB,0,0,,,Operational
bufr4/0/21/008,21,بيانات الرادار,021008,عامل عدم اليقين في معامل انعكاسية الرادار,dB,2,0,13,dB,0,0,,,Operational
bufr4/0/21/009,21,بيانات الرادار,021009,السرعة الرأسية دوبلر,m/s,2,-10000,15,m/s,0,0,,,Operational
bufr4/0/21/010,21,بيانات الرادار,021010,عدم اليقين في سرعة دوبلر العمودية,m/s,2,-10000,15,m/s,0,0,,,Operational
bufr4/0/21/011,21,بيانات الرادار,021011,متوسط سرعة دوبلر في الاتجاه x,m/s,0,-128,8,m/s,0,3,,,Operational
bufr4/0/21/012,21,بيانات الرادار,021012,متوسط سرعة دوبلر في الاتجاه y,m/s,0,-128,8,m/s,0,3,,,Operational
bufr4/0/21/013,21,بيانات الرادار,021013,متوسط سرعة دوبلر في الاتجاه z,m/s,0,-128,8,m/s,0,3,,,Operational
bufr4/0/21/014,21,بيانات الرادار,021014,متوسط سرعة دوبلر (شعاعي),m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/21/017,21,بيانات الرادار,021017,عرض الطيفي لسرعة دوبلر,m/s,1,0,8,m/s,1,3,,,Operational
bufr4/0/21/018,21,بيانات الرادار,021018,السرعة الممتدة لـ NYQUIST,m/s,1,0,10,m/s,1,4,,,Operational
bufr4/0/21/019,21,بيانات الرادار,021019,السرعة العالية لـ NYQUIST,m/s,1,0,10,m/s,1,3,,,Operational
bufr4/0/21/020,21,بيانات الرادار,021020,تصحيح ديناميكي للغلاف الجوي,Numeric,3,-65536,17,,,,,,Operational
bufr4/0/21/021,21,بيانات الرادار,021021,قمم الصدى,m,-3,0,4,m,-3,2,,,Operational
bufr4/0/21/022,21,بيانات الرادار,021022,إزاحة نطاق الحاوية,m,1,0,14,m,1,5,,,Operational
bufr4/0/21/023,21,بيانات الرادار,021023,حجم نطاق الحاوية,m,0,0,14,m,0,5,,,Operational
bufr4/0/21/024,21,بيانات الرادار,021024,إزاحة السمت,deg,1,0,12,deg,1,4,,,Operational
bufr4/0/21/025,21,بيانات الرادار,021025,الدقة الأفقية,deg,1,0,8,deg,1,3,,,Operational
bufr4/0/21/026,21,بيانات الرادار,021026,قابلية استخدام ASCAT sigma-0,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/21/027,21,بيانات الرادار,021027,نسبة مساهمة الأرض,Numeric,4,0,14,Numeric,4,5,,,Operational
bufr4/0/21/028,21,بيانات الرادار,021028,الطور التفاضلي,deg,1,0,12,deg,1,4,,,Operational
bufr4/0/21/029,21,بيانات الرادار,021029,معامل الارتباط للاستقطاب المتقاطع,Numeric,2,-100,8,Numeric,2,3,,,Operational
