Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status,translated_by
bufr4/3/12/001/1/301043,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312001,,,301043,(معرف القمر الصناعي، طريقة حساب الرياح، التاريخ/الوقت، الموقع),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/001/2/304001,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312001,,,304001,(الضغط عند قمة السحابة، درجة الحرارة، الرياح),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/002/1/301043,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312002,,,301043,(معرف القمر الصناعي، طريقة حساب الرياح، التاريخ/الوقت، الموقع),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/002/2/304002,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312002,,,304002,(الضغط عند قمة السحابة، درجة الحرارة، الرياح),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/003/1/301042,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312003,,,301042,(معرف القمر الصناعي، الأداة، تقنية معالجة البيانات، التاريخ/الوقت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/003/2/304003,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312003,,,304003,درجة حرارة السطح,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/004/1/301042,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312004,,,301042,(معرف القمر الصناعي، الأداة، تقنية معالجة البيانات، التاريخ/الوقت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/004/2/304004,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312004,,,304004,(الضغط عند قمة السحابة، درجة الحرارة، الرياح),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/005/1/301042,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312005,,,301042,(معرف القمر الصناعي، الأداة، تقنية معالجة البيانات، التاريخ/الوقت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/005/2/020014,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312005,,,020014,ارتفاع قمة السحابة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/006/1/301044,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312006,,,301044,(معرف القمر الصناعي، طريقة حساب الرطوبة، التاريخ/الوقت، الموقع),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/006/2/304005,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312006,,,304005,متوسط الرطوبة النسبية للطبقة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/007/1/301042,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312007,,,301042,(معرف القمر الصناعي، الأداة، تقنية معالجة البيانات، التاريخ/الوقت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/007/2/304006,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312007,,,304006,الإشعاع,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/010/1/001007,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312010,(معلومات المدار، الجزء الأول),,001007,معرّف القمر الصناعي، الأداة ونوع المنتج,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/010/2/005040,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312010,(معلومات المدار، الجزء الأول),,005040,رقم المدار,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/010/3/002021,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312010,(معلومات المدار، الجزء الأول),,002021,تقنية معالجة بيانات الأقمار الصناعية المستخدمة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/010/4/005041,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312010,(معلومات المدار، الجزء الأول),,005041,رقم خط المسح,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/010/5/004001,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312010,(معلومات المدار، الجزء الأول),,004001,سنة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/010/6/004043,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312010,(معلومات المدار، الجزء الأول),,004043,يوم السنة,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/12/011/1/202131,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,202131,تغيير المقياس,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/011/2/201149,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,201149,استبدال عرض البيانات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/011/3/004006,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,004006,ثاني,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/011/4/201000,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,201000,استبدال عرض البيانات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/011/5/202126,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,202126,تغيير المقياس,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/011/6/010002,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,010002,ارتفاع,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/011/7/202000,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,202000,تغيير المقياس,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/011/8/005043,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,005043,رقم مجال الرؤية,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/011/9/005053,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312011,(معلومات المدار، الجزء الأول),,005053,رقم مجال الرؤية,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/012/1/202129,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312012,درجات حرارة السطوع HIRS - القنوات 1-19,,202129,تغيير المقياس,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/012/2/201132,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312012,درجات حرارة السطوع HIRS - القنوات 1-19,,201132,استبدال عرض البيانات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/012/3/101019,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312012,درجات حرارة السطوع HIRS - القنوات 1-19,,101019,كرر 5 أوصاف مرتين,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/012/4/012063,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312012,درجات حرارة السطوع HIRS - القنوات 1-19,,012063,درجة حرارة السطوع,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/012/5/201000,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312012,درجات حرارة السطوع HIRS - القنوات 1-19,,201000,استبدال عرض البيانات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/012/6/202000,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312012,درجات حرارة السطوع HIRS - القنوات 1-19,,202000,تغيير المقياس,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/013/1/005042,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312013,درجات حرارة السطوع HIRS - القنوات 1-19,,005042,رقم القناة,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/013/2/202129,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312013,درجات حرارة السطوع HIRS - القنوات 1-19,,202129,تغيير المقياس,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/013/3/201135,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312013,درجات حرارة السطوع HIRS - القنوات 1-19,,201135,استبدال عرض البيانات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/013/4/012063,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312013,درجات حرارة السطوع HIRS - القنوات 1-19,,012063,درجة حرارة السطوع,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/013/5/201000,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312013,درجات حرارة السطوع HIRS - القنوات 1-19,,201000,استبدال عرض البيانات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/013/6/202000,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312013,درجات حرارة السطوع HIRS - القنوات 1-19,,202000,تغيير المقياس,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/12/014/1/312010,12,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),312014,بيانات القمر الصناعي HIRS,,312010,(معلومات المدار، الجزء الأول),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
