Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/02/001/0,002001,نوع المحطة,0,تلقائي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/001/1,002001,نوع المحطة,1,مأهول,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/001/2,002001,نوع المحطة,2,هجين: مأهول وآلي معًا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/001/3,002001,نوع المحطة,3,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/002/1,002002,نوع الأجهزة لقياس الرياح,1,الأدوات المعتمدة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/002/2,002002,نوع الأجهزة لقياس الرياح,2,تم قياسها في الأصل بالعقد.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/002/3,002002,نوع الأجهزة لقياس الرياح,3,تم قياسها في الأصل بوحدة كم/سا.,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/002/All-4,002002,نوع الأجهزة لقياس الرياح,All 4,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/0,002003,نوع معدات القياس المستخدمة,0,أداة الضغط المرتبطة بمعدات قياس الرياح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/1,002003,نوع معدات القياس المستخدمة,1,ثيودوليت بصري,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/2,002003,نوع معدات القياس المستخدمة,2,راديو ثيودوليت,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/3,002003,نوع معدات القياس المستخدمة,3,رادار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/4,002003,نوع معدات القياس المستخدمة,4,VLF-أوميجا,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/5,002003,نوع معدات القياس المستخدمة,5,لورن سي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/6,002003,نوع معدات القياس المستخدمة,6,ملف الرياح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/7,002003,نوع معدات القياس المستخدمة,7,الملاحة عبر الأقمار الصناعية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/8,002003,نوع معدات القياس المستخدمة,8,نظام الرصد الصوتي الراديوي (RASS),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/9,002003,نوع معدات القياس المستخدمة,9,سودار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/10,002003,نوع معدات القياس المستخدمة,10,ليدار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/11-13,002003,نوع معدات القياس المستخدمة,11-13,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/14,002003,نوع معدات القياس المستخدمة,14,أداة الضغط المرتبطة بمعدات قياس الرياح ولكن عنصر الضغط تعطل أثناء الصعود,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/15,002003,نوع معدات القياس المستخدمة,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/0,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,0,مبخر مفتوح من نوع الولايات المتحدة الأمريكية (بدون غطاء),التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/1,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,1,مبخر مفتوح من نوع الولايات المتحدة الأمريكية (بدون غطاء),التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/2,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,2,مبخر GGI-3000 (غاطس),التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/3,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,3,خزان 20 م2,التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/4,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,4,آخرون,التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/5,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,5,أرز,التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/6,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,6,قمح,التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/7,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,7,الذرة,التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/8,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,8,الذرة الرفيعة,التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/9,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,9,محاصيل أخرى,التبخر/التبخر النتحي,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/10-14,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,10-14,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/15,002004,نوع الأجهزة المستخدمة لقياس التبخر أو نوع المحصول الذي يتم الإبلاغ عن التبخر النتحي له,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/0,002006,نوع جهاز استشعار عن بعد للهواء العلوي,0,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/1,002006,نوع جهاز استشعار عن بعد للهواء العلوي,1,ليدار الارتداد المرن,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/2,002006,نوع جهاز استشعار عن بعد للهواء العلوي,2,ليدار الارتداد رامان,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/3,002006,نوع جهاز استشعار عن بعد للهواء العلوي,3,رادار ملف الرياح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/4,002006,نوع جهاز استشعار عن بعد للهواء العلوي,4,ملف الرياح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/5,002006,نوع جهاز استشعار عن بعد للهواء العلوي,5,ملف الرياح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/6,002006,نوع جهاز استشعار عن بعد للهواء العلوي,6,ملف الرياح,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/7,002006,نوع جهاز استشعار عن بعد للهواء العلوي,7,ليدار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/8,002006,نوع جهاز استشعار عن بعد للهواء العلوي,8,مقياس الإشعاع الميكروويفي الأرضي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/9,002006,نوع جهاز استشعار عن بعد للهواء العلوي,9,ليدار الامتصاص التفاضلي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/10-62,002006,نوع جهاز استشعار عن بعد للهواء العلوي,10-62,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/63,002006,نوع جهاز استشعار عن بعد للهواء العلوي,63,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/0,002007,نوع المستشعر لجهاز قياس مستوى الماء,0,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/1,002007,نوع المستشعر لجهاز قياس مستوى الماء,1,نظام تعويم مشفر العمود,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/2,002007,نوع المستشعر لجهاز قياس مستوى الماء,2,فوق سرعة الصوت,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/3,002007,نوع المستشعر لجهاز قياس مستوى الماء,3,رادار,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/4,002007,نوع المستشعر لجهاز قياس مستوى الماء,4,الضغط (مستشعر واحد),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/5,002007,نوع المستشعر لجهاز قياس مستوى الماء,5,الضغط (مستشعر واحد),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/6,002007,نوع المستشعر لجهاز قياس مستوى الماء,6,الضغط (في بئر التهدئة),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/7,002007,نوع المستشعر لجهاز قياس مستوى الماء,7,ضغط الفقاعات,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
