Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status,translated_by
bufr4/0/19/001/0,019001,الخصائص العامة,0,اكتئاب أو منخفض (خارج المداري),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/001/1,019001,الخصائص العامة,1,الاكتئاب المداري,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/001/2,019001,الخصائص العامة,2,إعصار استوائي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/3,019001,الخصائص العامة,3,إعصار استوائي,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/4,019001,الخصائص العامة,4,إعصار تايفون,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/001/5-9,019001,الخصائص العامة,5-9,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/10,019001,الخصائص العامة,10,عاصفة رملية,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/11-62,019001,الخصائص العامة,11-62,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/63,019001,الخصائص العامة,63,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/008/0,019008,الامتداد الرأسي للدوران,0,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/008/1,019008,الامتداد الرأسي للدوران,1,ضحل (قمة الدوران أسفل مستوى 700 هكتوباسكال),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/008/2,019008,الامتداد الرأسي للدوران,2,متوسط (القمة بين مستوى 700-هكتوباسكال و400-هكتوباسكال),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/008/3,019008,الامتداد الرأسي للدوران,3,عميق (القمة فوق مستوى 400-هكتوباسكال),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/008/4-6,019008,الامتداد الرأسي للدوران,4-6,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/008/7,019008,الامتداد الرأسي للدوران,7,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/010/1,019010,طريقة تتبع مركز الخاصية العامة,1,الحد الأدنى لمستوى الضغط,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/010/2,019010,طريقة تتبع مركز الخاصية العامة,2,القيمة القصوى للدوامية النسبية عند 850 هكتوباسكال,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/010/3-14,019010,طريقة تتبع مركز الخاصية العامة,3-14,محجوز,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/010/15,019010,طريقة تتبع مركز الخاصية العامة,15,القيمة المفقودة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/100/0-2,019100,الفترة الزمنية لحساب حركة الإعصار المداري,0-2,غير مستخدم,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/100/3,019100,الفترة الزمنية لحساب حركة الإعصار المداري,3,خلال الدقائق الخمس عشرة السابقة,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/100/4,019100,الفترة الزمنية لحساب حركة الإعصار المداري,4,خلال الدقائق الخمس عشرة السابقة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/100/5,019100,الفترة الزمنية لحساب حركة الإعصار المداري,5,خلال الدقائق الخمس عشرة السابقة,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/100/6,019100,الفترة الزمنية لحساب حركة الإعصار المداري,6,خلال الساعتين السابقتين,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/100/7,019100,الفترة الزمنية لحساب حركة الإعصار المداري,7,خلال الساعتين السابقتين,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
