Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/22/001,22,عناصر علم المحيطات,022001,اتجاه الأمواج,degree true,0,0,9,degree true,0,3,(انظر الملاحظة 6),136,Operational
bufr4/0/22/002,22,عناصر علم المحيطات,022002,اتجاه موجات الرياح,degree true,0,0,9,degree true,0,3,(انظر الملاحظة 6),136,Operational
bufr4/0/22/003,22,عناصر علم المحيطات,022003,اتجاه موجات الانتفاخ,degree true,0,0,9,degree true,0,3,(انظر الملاحظة 6),136,Operational
bufr4/0/22/004,22,عناصر علم المحيطات,022004,اتجاه التيار,degree true,0,0,9,degree true,0,3,(انظر الملاحظة 7),54,Operational
bufr4/0/22/005,22,عناصر علم المحيطات,022005,اتجاه تيار سطح البحر,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/22/011,22,عناصر علم المحيطات,022011,فترة الأمواج,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/012,22,عناصر علم المحيطات,022012,فترة موجات الرياح,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/013,22,عناصر علم المحيطات,022013,فترة موجات الانتفاخ,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/021,22,عناصر علم المحيطات,022021,ارتفاع الأمواج,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/022,22,عناصر علم المحيطات,022022,ارتفاع أمواج الرياح,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/023,22,عناصر علم المحيطات,022023,ارتفاع موجات الانتفاخ,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/025,22,عناصر علم المحيطات,022025,الانحراف المعياري لارتفاع الموج,m,2,0,10,m,2,4,,,Operational
bufr4/0/22/026,22,عناصر علم المحيطات,022026,الانحراف المعياري لارتفاع الموجة المميزة,m,2,0,10,m,2,4,,,Operational
bufr4/0/22/031,22,عناصر علم المحيطات,022031,سرعة التيار,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/22/032,22,عناصر علم المحيطات,022032,سرعة تيار سطح البحر,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/22/035,22,عناصر علم المحيطات,022035,الارتفاع المدِّي بالنسبة إلى مرجع المخطط المحلي,m,2,0,14,m,2,4,,,Operational
bufr4/0/22/036,22,عناصر علم المحيطات,022036,الارتفاع المتبقي للمد والجزر الناتج عن الأرصاد الجوية (الاندفاع أو الإزاحة),m,2,0,14,m,2,4,,,Operational
bufr4/0/22/037,22,عناصر علم المحيطات,022037,الارتفاع المد والجزر بالنسبة إلى المرجع الأرضي الوطني,m,3,-10000,15,m,3,5,,,Operational
bufr4/0/22/038,22,عناصر علم المحيطات,022038,الارتفاع المدِّي بالنسبة إلى مرجع المخطط المحلي,m,3,-10000,15,m,3,5,,,Operational
bufr4/0/22/039,22,عناصر علم المحيطات,022039,الارتفاع المتبقي للمد والجزر الناتج عن الأرصاد الجوية (الزيادة أو الإزاحة),m,3,-5000,13,m,3,4,"To provide an accurate translation, I need the actual text to translate. Could you please share the text you'd like me to work on?",55,Operational
