Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,Status,translated_by
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,D01051,(رقم الرحلة، نظام الملاحة، التاريخ/الوقت، الموقع، مرحلة الطيران),أسدار,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,B07002,الارتفاع أو العلو,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,B12001,درجة الحرارة/درجة حرارة الهواء,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,B11001,اتجاه الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,B11002,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,B11031,درجة الاضطراب الممتدة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,B11032,ارتفاع قاعدة الاضطراب,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,B11033,ارتفاع قاعدة الاضطراب,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11001,تقرير الطائرة,,B20041,تكوّن الجليد على هيكل الطائرة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11002,تقارير ACARS,,D01065,(تحديد ACARS),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11002,تقارير ACARS,,D01066,(موقع ACARS),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11002,تقارير ACARS,,D11003,المتغيرات المبلغ عنها وفق معيار ACARS,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11002,تقارير ACARS,,D11004,المتغيرات المبلغ عنها وفق معيار ACARS,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11003,المتغيرات المبلغ عنها وفق معيار ACARS,,B10070,ارتفاع الطائرة المحدد,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11003,المتغيرات المبلغ عنها وفق معيار ACARS,,B11001,اتجاه الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11003,المتغيرات المبلغ عنها وفق معيار ACARS,,B11002,سرعة الرياح,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11003,المتغيرات المبلغ عنها وفق معيار ACARS,,B12001,درجة الحرارة/درجة حرارة الهواء,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11003,المتغيرات المبلغ عنها وفق معيار ACARS,,B13002,نسبة الخلط,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11004,المتغيرات المبلغ عنها وفق معيار ACARS,,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11004,المتغيرات المبلغ عنها وفق معيار ACARS,,B11034,سرعة الهبات الرأسية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11004,المتغيرات المبلغ عنها وفق معيار ACARS,,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11004,المتغيرات المبلغ عنها وفق معيار ACARS,,B11035,سرعة الهبات الرأسية,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,تسلسلات التقارير ذات المستوى الواحد (البيانات التقليدية),D11004,المتغيرات المبلغ عنها وفق معيار ACARS,,R01000,تكرار متأخر لـ 6 أوصاف,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
