Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/33/002,33,المعلومات ذات الجودة,033002,المعلومات عالية الجودة,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/003,33,المعلومات الجودة,033003,المعلومات ذات الجودة,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/005,33,المعلومات الجودة,033005,المعلومات عالية الجودة (بيانات AWS),Flag table,0,0,30,Flag table,0,10,,,Operational
bufr4/0/33/006,33,معلومات الجودة,033006,معلومات حالة القياس الداخلي (AWS),Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/007,33,المعلومات عالية الجودة,033007,نسبة الثقة المئوية,%,0,0,7,%,0,3,,,Operational
bufr4/0/33/015,33,المعلومات الجودة,033015,مؤشر التحقق من جودة البيانات,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/33/020,33,المعلومات الجودة,033020,مؤشر مراقبة الجودة للقيمة التالية,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/021,33,المعلومات الجودة,033021,جودة اتباع القيمة,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/022,33,المعلومات النوعية,033022,جودة نقل الأقمار الصناعية للعوامة,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/023,33,المعلومات الجودة,033023,جودة موقع العوامة,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/024,33,المعلومات ذات الجودة,033024,علامة جودة ارتفاع المحطة (للمحطات المتنقلة),Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/33/025,33,المعلومات النوعية,033025,مؤشر قيم ACARS المُستنتجة,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/026,33,المعلومات ذات الجودة,033026,جودة الرطوبة,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/33/027,33,المعلومات عالية الجودة,033027,فئة جودة الموقع (نطاق نصف القطر بنسبة 66٪ ثقة),Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/028,33,المعلومات الجودة,033028,جودة اللقطة الإجمالية,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/030,33,المعلومات النوعية,033030,أعلام حالة خط المسح لـ ATOVS,Flag table,0,0,24,Flag table,0,8,,,Operational
bufr4/0/33/031,33,المعلومات ذات الجودة,033031,أعلام جودة خطوط المسح لـ ATOVS,Flag table,0,0,24,Flag table,0,8,,,Operational
bufr4/0/33/032,33,المعلومات ذات الجودة,033032,أعلام جودة القناة لـ ATOVS,Flag table,0,0,24,Flag table,0,8,,,Operational
bufr4/0/33/033,33,المعلومات النوعية,033033,علامات جودة مجال الرؤية لـ ATOVS,Flag table,0,0,24,Flag table,0,8,,,Operational
bufr4/0/33/035,33,المعلومات الجودة,033035,التحكم في الجودة يدوي/تلقائي,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/33/036,33,المعلومات النوعية,033036,عتبة الثقة الاسمية,%,0,0,7,%,0,3,,,Operational
bufr4/0/33/037,33,المعلومات ذات الجودة,033037,خطأ ارتباط الرياح,Flag table,0,0,20,Flag table,0,7,,,Operational
bufr4/0/33/038,33,المعلومات الجودة,033038,أعلام الجودة لبيانات GNSS الأرضية,Flag table,0,0,10,Flag table,0,4,,,Operational
bufr4/0/33/039,33,معلومات الجودة,033039,أعلام الجودة لبيانات الانكسار الراديوي,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/040,33,المعلومات الجودة,033040,فترة الثقة,%,0,0,7,%,0,3,,,Operational
bufr4/0/33/041,33,المعلومات ذات الجودة,033041,خاصية ذات القيمة التالية,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/042,33,معلومات الجودة,033042,نوع الحد الذي يمثله القيمة التالية,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/043,33,المعلومات الجودة,033043,الثقة في AST,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/33/044,33,المعلومات النوعية,033044,معلومات جودة ASAR,Flag table,0,0,15,Flag table,0,5,,,Operational
bufr4/0/33/045,33,المعلومات الجودة,033045,احتمالية الحدث التالي,%,0,0,7,%,0,3,"Please provide the text you would like me to translate, along with any glossary terms or translation memory examples you want me to reference. I'll ensure the translation adheres to your instructions.","168,173",Operational
bufr4/0/33/046,33,المعلومات النوعية,033046,احتمالية الشرطية للحدث التالي بالنسبة إلى الحدث الشرطي المحدد,%,0,0,7,%,0,3,"To provide an accurate translation, I would need the glossary terms and translation memory examples you mentioned. Could you please share those details with me? Additionally, if you have the text for Notes 1, 2, and 3, kindly provide them so I can ensure the translation aligns with your instructions.","168,173,174",Operational
bufr4/0/33/047,33,المعلومات ذات الجودة,033047,بيانات الثقة في القياس,Flag table,0,0,31,Flag table,0,11,,,Operational
bufr4/0/33/048,33,معلومات الجودة,033048,مقياس الثقة لعكس SAR,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/049,33,المعلومات النوعية,033049,مقياس الثقة لاسترجاع الرياح,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/050,33,المعلومات الجيدة,033050,العلم الخاص بجودة GTSPP العالمية,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/33/052,33,المعلومات الجيدة,033052,جودة إعادة تتبع المحيط نطاق S,Flag table,0,0,21,Flag table,0,7,,,Operational
bufr4/0/33/053,33,المعلومات الجيدة,033053,جودة إعادة تتبع المحيط نطاق Ku,Flag table,0,0,21,Flag table,0,7,,,Operational
bufr4/0/33/054,33,المعلومات الجودة,033054,الجودة العامة للملف الجوي المسترجع,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/055,33,المعلومات ذات الجودة,033055,علامة جودة متجه الرياح,Flag table,0,0,24,Flag table,0,8,,,Operational
bufr4/0/33/056,33,المعلومات الجودة,033056,علم الجودة سيغما-0,Flag table,0,0,24,Flag table,0,8,,,Operational
bufr4/0/33/060,33,معلومات الجودة,033060,علم جودة GqisFlagQual - علم جودة فردي لنظام IASI,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/061,33,المعلومات ذات الجودة,033061,مؤشر GqisQualIndex - مؤشر لأداء ضوضاء الجهاز (المساهمات من المعايرة الطيفية والإشعاعية),%,0,0,7,%,0,3,,,Operational
bufr4/0/33/062,33,المعلومات النوعية,033062,مؤشر GqisQualIndexLoc - مؤشر لجودة الهندسة,%,0,0,7,%,0,3,,,Operational
bufr4/0/33/063,33,معلومات الجودة,033063,مؤشر GqisQualIndexRad - مؤشر أداء الضوضاء للأداة (المساهمات من المعايرة الإشعاعية),%,0,0,7,%,0,3,,,Operational
bufr4/0/33/064,33,المعلومات الجودة,033064,مؤشر GqisQualIndexSpect - مؤشر لأداء الضوضاء في الجهاز (المساهمات من معايرة الطيف),%,0,0,7,%,0,3,,,Operational
bufr4/0/33/065,33,المعلومات الجودة,033065,جيكيس سيستيك سوند كوال - مخرجات وظيفة جودة نظام مركز الخبرة التقنية (TEC),Numeric,0,0,24,Numeric,0,8,,,Operational
bufr4/0/33/066,33,المعلومات الجيدة,033066,علم جودة AMV,Flag table,0,0,24,Flag table,0,8,,,Operational
bufr4/0/33/070,33,المعلومات الجودة,033070,جودة الأوزون الكلية,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/33/071,33,المعلومات ذات الجودة,033071,جودة الأوزون الشخصية,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/33/072,33,المعلومات ذات الجودة,033072,خطأ الأوزون,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/33/075,33,المعلومات النوعية,033075,أعلام جودة على مستوى المسح,Flag table,0,0,13,Flag table,0,5,,,Operational
bufr4/0/33/076,33,المعلومات ذات الجودة,033076,أعلام جودة المعايرة,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/33/077,33,المعلومات الجودة,033077,أعلام جودة مجال الرؤية,Flag table,0,0,19,Flag table,0,7,,,Operational
bufr4/0/33/078,33,المعلومات ذات الجودة,033078,جودة تحديد الموقع الجغرافي,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/33/079,33,المعلومات ذات الجودة,033079,أعلام جودة على مستوى الحبيبات,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/080,33,المعلومات الجودة,033080,أعلام جودة مستوى المسح,Flag table,0,0,20,Flag table,0,7,,,Operational
bufr4/0/33/081,33,المعلومات الجيدة,033081,أعلام جودة بيانات القناة,Flag table,0,0,12,Flag table,0,4,,,Operational
bufr4/0/33/082,33,المعلومات ذات الجودة,033082,أعلام جودة تحديد الموقع الجغرافي,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/083,33,المعلومات ذات الجودة,033083,أعلام جودة بيانات الإشعاع,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/084,33,المعلومات ذات الجودة,033084,أعلام الجودة على مستوى البكسل,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/085,33,معلومات الجودة,033085,علامات جودة سمك البصري للرذاذ,Flag table,0,0,18,Flag table,0,6,,,Operational
bufr4/0/33/086,33,المعلومات ذات الجودة,033086,جودة استرجاع مستوى البكسل,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/087,33,المعلومات النوعية,033087,مدى القمر الصناعي داخل شذوذ جنوب الأطلسي (استنادًا إلى البيانات المناخية),Code table,0,0,4,Code table,0,1,,,Operational
bufr4/0/33/088,33,المعلومات النوعية,033088,علم جودة إجمالي عمود الأوزون,Flag table,0,0,18,Flag table,0,6,,,Operational
bufr4/0/33/089,33,المعلومات ذات الجودة,033089,مؤشرات جودة درجة حرارة دلتا المكافئة للضوضاء (NEdT) لمعايرة الهدف الدافئ,K,2,0,12,K,2,4,,,Operational
bufr4/0/33/090,33,المعلومات الجودة,033090,مؤشرات جودة NEdT لمعايرة الهدف البارد,K,2,0,12,K,2,4,,,Operational
bufr4/0/33/091,33,المعلومات الجيدة,033091,مؤشرات جودة NEdT لمعايرة شاملة,K,2,0,12,K,2,4,,,Operational
bufr4/0/33/092,33,المعلومات الجيدة,033092,علم جودة المحيط الخاص بالنطاق,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/33/093,33,المعلومات ذات الجودة,033093,أعلام الجودة الموسعة لبيانات GNSS الأرضية,Flag table,0,0,31,Flag table,0,31,,,Operational
bufr4/0/33/094,33,المعلومات ذات الجودة,033094,أعلام مراقبة جودة المعايرة,Flag table,0,0,24,Flag table,0,24,,,Operational
bufr4/0/33/095,33,المعلومات النوعية,033095,علم درجات حرارة MWI,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/33/096,33,المعلومات ذات الجودة,033096,علم معايرة MWI,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/097,33,المعلومات الجودة,033097,علامة جودة المسح MWI,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/098,33,المعلومات ذات الجودة,033098,علم جودة البيانات لـ MWI,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/33/099,33,المعلومات الجودة,033099,علم حالة التنقل MWI,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/100,33,معلومات الجودة,033100,علم درجات الحرارة ICI,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/33/101,33,المعلومات ذات الجودة,033101,علم معايرة ICI,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/102,33,المعلومات الجودة,033102,علم جودة المسح ICI,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/103,33,المعلومات ذات الجودة,033103,علم جودة البيانات ICI,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/33/104,33,المعلومات عالية الجودة,033104,علم حالة التنقل ICI,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/105,33,المعلومات ذات الجودة,033105,أعلام معالجة ICI,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/106,33,المعلومات النوعية,033106,أعلام معالجة MWI,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/107,33,المعلومات النوعية,033107,أعلام معالجة خطوط المسح لـ MWS,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/108,33,المعلومات الجيدة,033108,أعلام حالة التنقل في MWS,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/109,33,المعلومات ذات الجودة,033109,أعلام الجودة الشاملة لـ MWS,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/110,33,المعلومات ذات الجودة,033110,أعلام معالجة قناة MWS,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/33/111,33,المعلومات الجودة,033111,أعلام جودة SCA,Flag table,0,0,32,Flag table,0,11,,,Operational
bufr4/0/33/112,33,المعلومات الجيدة,033112,زاوية دوران فاراداي (في اتجاه واحد),deg,2,-18000,16,deg,2,6,,,Operational
bufr4/0/33/113,33,المعلومات النوعية,033113,أعلام الجودة العامة لـ IASI-NG,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/33/114,33,المعلومات الجيدة,033114,التحقق من تجاوز الحدود,Flag table,0,0,17,Flag table,0,6,,,Operational
bufr4/0/33/115,33,المعلومات ذات الجودة,033115,معلومات جودة عمق البصري للهباء الجوي,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/33/116,33,المعلومات عالية الجودة,033116,التحقق من الحدود في التخمين الأول,Flag table,0,0,17,Flag table,0,6,,,Operational
bufr4/0/33/117,33,المعلومات النوعية,033117,فحص الحدود,Flag table,0,0,17,Flag table,0,6,,,Operational
bufr4/0/33/118,33,المعلومات الجودة,033118,نسبة الخطأ النسبي,%,2,-10000,15,%,2,5,,,Operational
bufr4/0/33/119,33,المعلومات النوعية,033119,نسبة خطأ التنبؤ,%,0,-100,8,%,0,3,,,Operational
