Id,ClassNo,ClassName_ar,FXY,ElementName_ar,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_ar,noteIDs,Status
bufr4/0/11/001,11,الرياح والاضطراب,011001,اتجاه الرياح,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/002,11,الرياح والاضطراب,011002,سرعة الرياح,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/003,11,الرياح والاضطراب,011003,المكوّن u,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/004,11,الرياح والاضطراب,011004,مكوّن v,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/005,11,الرياح والاضطراب,011005,مكوّن-w,Pa/s,1,-512,10,Pa/s,1,4,,,Operational
bufr4/0/11/006,11,الرياح والاضطراب,011006,مكوّن-w,m/s,2,-4096,13,m/s,2,4,,,Operational
bufr4/0/11/007,11,الرياح والاضطراب,011007,اتجاه الرياح النسبي (بالدرجات من المقدمة),deg,0,0,9,deg,0,3,,,Operational
bufr4/0/11/008,11,الرياح والاضطراب,011008,سرعة الرياح,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/010,11,الرياح والاضطراب,011010,اتجاه الرياح,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/011,11,الرياح والاضطراب,011011,اتجاه الرياح,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/012,11,الرياح والاضطراب,011012,سرعة الرياح,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/013,11,الرياح والاضطراب,011013,اتجاه الرياح,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/014,11,الرياح والاضطراب,011014,سرعة الرياح,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/016,11,الرياح والاضطراب,011016,اتجاه الرياح المتغيرة عكس اتجاه عقارب الساعة بشكل شديد,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/017,11,الرياح والاضطراب,011017,اتجاه الرياح المتغيرة عكس اتجاه عقارب الساعة بشكل شديد,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/019,11,الرياح والاضطراب,011019,ثبات الرياح,%,0,0,7,%,0,3,(انظر الملاحظة 3),147,Operational
bufr4/0/11/021,11,الرياح والاضطراب,011021,الدوران النسبي,/s,9,-65536,17,/s,9,6,,,Operational
bufr4/0/11/022,11,الرياح والاضطراب,011022,تباعد,/s,9,-65536,17,/s,9,6,,,Operational
bufr4/0/11/023,11,الرياح والاضطراب,011023,جهد السرعة,m2/s,-2,-65536,17,m2/s,-2,6,,,Operational
bufr4/0/11/024,11,الرياح والاضطراب,011024,المتوسط المكون u بعد إزالة الدوامة,m/s,1,-4096,13,m/s,0,0,,,Operational
bufr4/0/11/025,11,الرياح والاضطراب,011025,المتوسط المكون v بعد إزالة الدوامة,m/s,1,-4096,13,m/s,0,0,,,Operational
bufr4/0/11/030,11,الرياح والاضطراب,011030,درجة الاضطراب الممتدة,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/11/031,11,الرياح والاضطراب,011031,درجة الاضطراب الممتدة,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/11/032,11,الرياح والاضطراب,011032,ارتفاع قاعدة الاضطراب,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/11/033,11,الرياح والاضطراب,011033,ارتفاع قاعدة الاضطراب,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/11/034,11,الرياح والاضطراب,011034,سرعة الهبات الرأسية,m/s,1,-1024,11,m/s,1,4,,,Operational
bufr4/0/11/035,11,الرياح والاضطراب,011035,سرعة الهبات الرأسية,m s-2,2,-8192,14,m s-2,2,5,,,Operational
bufr4/0/11/036,11,الرياح والاضطراب,011036,سرعة الهبات الرأسية,m/s,1,0,10,m/s,1,4,,,Operational
bufr4/0/11/037,11,الرياح والاضطراب,011037,مؤشر الاضطراب,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/11/038,11,الرياح والاضطراب,011038,وقت حدوث معدل تلاشي الدوامة القصوى,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/11/039,11,الرياح والاضطراب,011039,وقت حدوث معدل تلاشي الدوامة القصوى,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/11/040,11,الرياح والاضطراب,011040,أقصى سرعة لهبات الرياح,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/041,11,الرياح والاضطراب,011041,أقصى سرعة لهبات الرياح,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/042,11,الرياح والاضطراب,011042,السرعة القصوى للرياح (متوسط الرياح لمدة 10 دقائق),m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/043,11,الرياح والاضطراب,011043,أقصى سرعة لهبات الرياح,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/044,11,الرياح والاضطراب,011044,"اتجاه الرياح المتوسط للسطح - 1,500 م (5,000 قدم)",degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/045,11,الرياح والاضطراب,011045,"اتجاه الرياح المتوسط للسطح - 1,500 م (5,000 قدم)",m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/046,11,الرياح والاضطراب,011046,السرعة اللحظية القصوى للرياح,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/047,11,الرياح والاضطراب,011047,السرعة اللحظية القصوى للرياح,m/s,1,0,12,m/s,1,4,,,Operational
