Id,FXY,ElementName_ar,CodeFigure,EntryName_ar,EntryName_sub1_ar,EntryName_sub2_ar,Note_ar,noteIDs,Status
bufr4/0/31/021/0,031021,أهمية الحقل المرتبط,0,محجوز,,,,,Operational
bufr4/0/31/021/1,031021,أهمية الحقل المرتبط,1,مؤشر جودة ذو 1-بت,٠ = جيد، ١ = مشبوه أو سيئ,,,,Operational
bufr4/0/31/021/2,031021,أهمية الحقل المرتبط,2,مؤشر جودة ذو 1-بت,٠ = جيد، ١ = مشبوه أو سيئ,,,,Operational
bufr4/0/31/021/3-4,031021,أهمية الحقل المرتبط,3-4,محجوز,,,,,Operational
bufr4/0/31/021/5,031021,أهمية الحقل المرتبط,5,مؤشر جودة ذو 1-بت,0 = تم فحص البيانات وإعلانها جيدة؛ 1 = تم فحص البيانات وإعلانها مشبوهة؛ 2 = تم فحص البيانات وإعلانها مجمعة؛ 3 = تم فحص البيانات وإعلانها خارج نطاق الجهاز؛ 4 = تم فحص البيانات وإعلانها مجمعة وخارج نطاق الجهاز؛ 5 = لم يتم قياس المعامل في المحطة؛ 6 = لم يتم توفير القيمة اليومية؛ 7 = البيانات غير مفحوصة؛ 8-254 = محجوزة؛ 255 = مفقودة (معلومات QC غير متوفرة).,,,,Operational
bufr4/0/31/021/6,031021,أهمية الحقل المرتبط,6,مؤشر 4-بت لفئة مراقبة الجودة وفقًا لـ GTSPP,0 = غير مؤهل، 1 = قيمة صحيحة (تم اجتياز جميع الفحوصات)، 2 = ربما جيدة ولكن القيمة غير متسقة مع الإحصائيات (تختلف عن المناخية)، 3 = ربما سيئة (ارتفاع مفاجئ، تدرج، ... إذا اجتازت اختبارات أخرى)، 4 = قيمة سيئة، قيمة مستحيلة (خارج النطاق، عدم استقرار رأسي، ملف شخصي ثابت)، 5 = قيمة معدلة أثناء مراقبة الجودة، 6-7 = غير مستخدمة (محجوزة)، 8 = قيمة مستنتجة، 9 = قيمة مفقودة,,,,Operational
bufr4/0/31/021/7,031021,أهمية الحقل المرتبط,7,نسبة الثقة,,,,,Operational
bufr4/0/31/021/8,031021,أهمية الحقل المرتبط,8,٠ = غير مشتبه به، ١ = مشتبه به، ٢ = محجوز، ٣ = لا توجد حاجة للمعلومات,,,,,Operational
bufr4/0/31/021/9,031021,أهمية الحقل المرتبط,9,0 = بيانات موجودة، جيدة، متزامنة مكانيًا، 1 = بيانات متوفرة ولكن بجودة منخفضة ولم تُستخدم، 2 = لا توجد بيانات متزامنة مكانيًا وزمانيًا متوفرة، 3-14 = غير مستخدمة (محجوزة)، 15 = قيمة مفقودة,,,,,Operational
bufr4/0/31/021/10-20,031021,أهمية الحقل المرتبط,10-20,محجوز,,,,,Operational
bufr4/0/31/021/21,031021,أهمية الحقل المرتبط,21,مؤشر تصحيح ذو 1-بت,0 = القيمة الأصلية، 1 = القيمة المستبدلة/المصححة,,(انظر الملاحظة 3),74,Operational
bufr4/0/31/021/22-62,031021,أهمية الحقل المرتبط,22-62,مخصص للاستخدام المحلي,,,,,Operational
bufr4/0/31/021/63,031021,أهمية الحقل المرتبط,63,القيمة المفقودة,,,,,Operational
bufr4/0/31/031/1,031031,مؤشر وجود البيانات,1,0 = البيانات موجودة، 1 = البيانات غير موجودة,,,,,Operational
