Id,Category,CategoryOfSequences_ar,FXY1,Title_ar,SubTitle_ar,FXY2,ElementName_ar,ElementDescription_ar,Note_ar,noteIDs,Status,translated_by
bufr4/3/13/009/1/021001,13,تسلسلات شائعة لبيانات الصور,313009,عامل انعكاسية الرادار,,021001,انعكاسية أفقية,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/13/009/2/101000,13,تسلسلات شائعة لبيانات الصور,313009,عامل انعكاسية الرادار,,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/009/3/031001,13,تسلسلات شائعة لبيانات الصور,313009,عامل انعكاسية الرادار,,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/009/4/021001,13,تسلسلات شائعة لبيانات الصور,313009,عامل انعكاسية الرادار,,021001,انعكاسية أفقية,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/010/1/021036,13,تسلسلات شائعة لبيانات الصور,313010,(شدة هطول الأمطار بالرادار),,021036,(شدة هطول الأمطار بالرادار),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/010/2/101000,13,تسلسلات شائعة لبيانات الصور,313010,(شدة هطول الأمطار بالرادار),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/010/3/031001,13,تسلسلات شائعة لبيانات الصور,313010,(شدة هطول الأمطار بالرادار),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/010/4/021036,13,تسلسلات شائعة لبيانات الصور,313010,(شدة هطول الأمطار بالرادار),,021036,(شدة هطول الأمطار بالرادار),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/031/1/006002,13,تسلسلات شائعة لبيانات الصور,313031,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,006002,خط العرض/خط الطول (دقة عالية),الموقع الأول للطول ناقص زيادة واحدة,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/13/031/2/006012,13,تسلسلات شائعة لبيانات الصور,313031,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,006012,زيادة خط الطول (دقة منخفضة),,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/13/031/3/101000,13,تسلسلات شائعة لبيانات الصور,313031,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/031/4/031002,13,تسلسلات شائعة لبيانات الصور,313031,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031002,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/031/5/030001,13,تسلسلات شائعة لبيانات الصور,313031,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,030001,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/032/1/005002,13,تسلسلات شائعة لبيانات الصور,313032,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,005002,خط العرض/خط الطول (دقة عالية),الموقع الأول للطول ناقص زيادة واحدة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/032/2/005012,13,تسلسلات شائعة لبيانات الصور,313032,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,005012,زيادة خط الطول (دقة منخفضة),قيمة موقعة لذا لا يمكنها تجاوز القطب,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/13/032/3/101000,13,تسلسلات شائعة لبيانات الصور,313032,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/032/4/031002,13,تسلسلات شائعة لبيانات الصور,313032,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031002,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/032/5/313031,13,تسلسلات شائعة لبيانات الصور,313032,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,313031,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/1/006002,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,006002,زيادة خط الطول (دقة منخفضة),الموقع الأول للطول ناقص زيادة واحدة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/2/110000,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,110000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/3/031001,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/4/104000,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,104000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/5/031001,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/6/006012,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,006012,زيادة خط الطول (دقة منخفضة),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/7/101000,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/8/031012,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031012,تكرار متأخر لـ 4 واصفات,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/9/030001,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,030001,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/10/006012,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,006012,زيادة خط الطول (دقة منخفضة),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/11/101000,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/12/031001,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/13/030001,13,تسلسلات شائعة لبيانات الصور,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,030001,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/042/1/005002,13,تسلسلات شائعة لبيانات الصور,313042,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,005002,خط العرض/خط الطول (دقة عالية),الموقع الأول للطول ناقص زيادة واحدة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/042/2/005012,13,تسلسلات شائعة لبيانات الصور,313042,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,005012,زيادة خط الطول (دقة منخفضة),قيمة موقعة لذا لا يمكنها تجاوز القطب,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/042/3/101000,13,تسلسلات شائعة لبيانات الصور,313042,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,101000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/042/4/031002,13,تسلسلات شائعة لبيانات الصور,313042,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031002,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/042/5/313041,13,تسلسلات شائعة لبيانات الصور,313042,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,313041,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/043/1/006002,13,تسلسلات شائعة لبيانات الصور,313043,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,006002,زيادة خط الطول (دقة منخفضة),الموقع الأول للطول ناقص زيادة واحدة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/043/2/005002,13,تسلسلات شائعة لبيانات الصور,313043,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,005002,خط العرض/خط الطول (دقة عالية),الموقع الأول للطول ناقص زيادة واحدة,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/043/3/005012,13,تسلسلات شائعة لبيانات الصور,313043,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,005012,زيادة خط الطول (دقة منخفضة),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/043/4/112000,13,تسلسلات شائعة لبيانات الصور,313043,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,112000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/043/5/031001,13,تسلسلات شائعة لبيانات الصور,313043,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/043/6/110000,13,تسلسلات شائعة لبيانات الصور,313043,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,110000,تكرار متأخر لـ 6 أوصاف,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/043/7/031001,13,تسلسلات شائعة لبيانات الصور,313043,صف غير مشفر بطول تشغيل لقيمة البكسل (4 بت),,031001,عامل تكرار الأوصاف المتأخر,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
