Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
09,与垂直探测数据相关的气象序列,D09001,（高度的风）,,D01037,垂直探测地面站,识别等（陆地站，高精度位置）,,Operational,"AI Translator: azure, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09001,（高度的风）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09001,（高度的风）,,D03011,（高度的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09002,（高度的风）,,D01038,垂直探测地面站,识别等（陆地站，高精度位置）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09002,（高度的风）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09002,（高度的风）,,D03011,（高度的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09003,（高度的风）,,D01037,垂直探测地面站,识别等（陆地站，高精度位置）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09003,（高度的风）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09003,（高度的风）,,D03012,（压力水平的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09004,（高度的风）,,D01038,垂直探测地面站,识别等（陆地站，高精度位置）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09004,（高度的风）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09004,（高度的风）,,D03012,（压力水平的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09005,垂直探空与相对湿度,,D01037,垂直探测地面站,识别等（陆地站，高精度位置）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09005,垂直探空与相对湿度,,D02004,一般云信息,云层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09005,垂直探空与相对湿度,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09005,垂直探空与相对湿度,,D03013,（位势、高度、湿度、压力层上的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09006,垂直探空与相对湿度,,D01038,垂直探测地面站,识别等（陆地站，高精度位置）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09006,垂直探空与相对湿度,,D02004,一般云信息,云层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09006,垂直探空与相对湿度,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09006,垂直探空与相对湿度,,D03013,（位势、高度、湿度、压力层上的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09007,（带露点数据的垂直探测）,,D01037,垂直探测地面站,识别等（陆地站，高精度位置）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09007,（带露点数据的垂直探测）,,D02004,一般云信息,云层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09007,（带露点数据的垂直探测）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09007,（带露点数据的垂直探测）,,D03014,（位势、高度、湿度、压力层上的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09008,（带露点数据的垂直探测）,,D01038,垂直探测地面站,识别等（陆地站，高精度位置）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09008,（带露点数据的垂直探测）,,D02004,一般云信息,云层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09008,（带露点数据的垂直探测）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09008,（带露点数据的垂直探测）,,D03014,（位势、高度、湿度、压力层上的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09011,（高度的风）,,D01039,用于垂直测深的船舶,船舶识别等,,Operational,"AI Translator: azure, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09011,（高度的风）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09011,（高度的风）,,D03011,（高度的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09012,（高度的风）,,D01039,用于垂直测深的船舶,船舶识别等,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09012,（高度的风）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09012,（高度的风）,,D03012,（压力水平的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09013,垂直探空与相对湿度,,D01039,用于垂直测深的船舶,船舶识别等,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09013,垂直探空与相对湿度,,D02004,一般云信息,云层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09013,垂直探空与相对湿度,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09013,垂直探空与相对湿度,,D03013,（位势、高度、湿度、压力层上的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09014,（带露点数据的垂直探测）,,D01039,用于垂直测深的船舶,船舶识别等,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09014,（带露点数据的垂直探测）,,D02004,一般云信息,云层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09014,（带露点数据的垂直探测）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09014,（带露点数据的垂直探测）,,D03014,（位势、高度、湿度、压力层上的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09015,（高度的风）,,D01040,用于垂直测深的船舶,船舶识别等,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09015,（高度的风）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09015,（高度的风）,,D03011,（高度的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09016,（高度的风）,,D01040,用于垂直测深的船舶,船舶识别等,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09016,（高度的风）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09016,（高度的风）,,D03012,（压力水平的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09017,垂直探空与相对湿度,,D01040,用于垂直测深的船舶,船舶识别等,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09017,垂直探空与相对湿度,,D02004,一般云信息,云层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09017,垂直探空与相对湿度,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09017,垂直探空与相对湿度,,D03013,（位势、高度、湿度、压力层上的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09018,（带露点数据的垂直探测）,,D01040,用于垂直测深的船舶,船舶识别等,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09018,（带露点数据的垂直探测）,,D02004,一般云信息,云层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09018,（带露点数据的垂直探测）,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09018,（带露点数据的垂直探测）,,D03014,（位势、高度、湿度、压力层上的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09019,风廓线仪 - 风数据探测,,D01031,站点的识别和类型、日期/时间、位置（高精度）、移动,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09019,风廓线仪 - 风数据探测,,B02003,使用的测量设备类型,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09019,风廓线仪 - 风数据探测,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
09,与垂直探测数据相关的气象序列,D09019,风廓线仪 - 风数据探测,,D03011,（高度的风）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
