Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
02,与垂直探测数据相关的气象序列,D02001,3小时气压变化,,B10004,压力,站台以下,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02001,3小时气压变化,,B10051,将压力降低到平均海平面,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02001,3小时气压变化,,B10061,3小时气压变化,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02001,3小时气压变化,,B10063,压力趋势特性,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02002,低空站,,B10004,压力,站台以下,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02002,低空站,,B07004,压力,标准压力水平,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02002,低空站,,B10003,位势,标准压力水平,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02002,低空站,,B10061,3小时气压变化,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02002,低空站,,B10063,压力趋势特性,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02003,风、温度、湿度、能见度、天气,,B11011,10米处的模型风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02003,风、温度、湿度、能见度、天气,,B11012,风速,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02003,风、温度、湿度、能见度、天气,,B12004,2米处的空气温度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
02,与垂直探测数据相关的气象序列,D02003,风、温度、湿度、能见度、天气,,B12006,露点温度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
