Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/20/003,020003,当前天气,,00-49     观测时站内无降水,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003,020003,当前天气,,00-19     观测时或前一小时（除09和17外）站内无降水、雾、冰雾（11和12除外）、沙尘暴、沙暴、扬雪或吹雪,,,（参见注释 3）,77,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003,020003,当前天气,,00-03     除了光象外没有其他流星,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/00,020003,当前天气,00,云层发展未观察到或不可观察,过去一小时天空状态的特征变化,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/01,020003,当前天气,01,云层通常会消散或变得不那么明显,过去一小时天空状态的特征变化,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003/02,020003,当前天气,02,整体天空状况保持不变,过去一小时天空状态的特征变化,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003/03,020003,当前天气,03,云通常形成或发展,过去一小时天空状态的特征变化,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003,020003,当前天气,,04-09     霾、尘、沙或烟,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/04,020003,当前天气,04,能见度因烟雾减少，例如草原或森林火灾、工业烟雾或火山灰。,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/05,020003,当前天气,05,霾,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/06,020003,当前天气,06,空气中悬浮的广泛尘埃，在观测时未被站点附近的风扬起。,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/07,020003,当前天气,07,在观测时由站点附近的风扬起的尘埃或沙子，但未见明显的尘旋或沙旋，也未见沙尘暴；或者，对于海上站点和沿海站点，则为站点的飞溅水花。,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/08,020003,当前天气,08,在观测时由站点附近的风扬起的尘埃或沙子，但未见明显的尘旋或沙旋，也未见沙尘暴；或者，对于海上站点和沿海站点，则为站点的飞溅水花。,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003/09,020003,当前天气,09,在观测时或前一小时内在站点附近可见的沙尘暴或沙尘天气,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/10,020003,当前天气,10,雾,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/11,020003,当前天气,11,补丁,在陆地或海上的站点出现浅雾或冰雾，陆地上深度不超过约2米，海上深度不超过约10米。,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/12,020003,当前天气,12,或多或少连续,在陆地或海上的站点出现浅雾或冰雾，陆地上深度不超过约2米，海上深度不超过约10米。,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003/13,020003,当前天气,13,可见闪电，未闻雷声,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/14,020003,当前天气,14,视线范围内的降水未到达地面或海面,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/15,020003,当前天气,15,视线范围内的降水未到达地面或海面,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003/16,020003,当前天气,16,视线范围内的降水未到达地面或海面,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003/17,020003,当前天气,17,雷暴，但观测时无降水,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/18,020003,当前天气,18,狂风,在观察时间或之前一小时内在车站可见或在车站范围内,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/20/003/19,020003,当前天气,19,漏斗云,在观察时间或之前一小时内在车站可见或在车站范围内,,（参见注释 3）,89,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003,020003,当前天气,,00-19     观测时或前一小时（除09和17外）站内无降水、雾、冰雾（11和12除外）、沙尘暴、沙暴、扬雪或吹雪,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003/20,020003,当前天气,20,毛毛雨（非冻雨）或雪粒,未以阵雨形式降落,,,,Operational,"AI Translator: azure, Glossary Not Used"
