Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/40/001,40,(卫星探测数据),040001,土壤湿度,%,1,0,10,%,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/002,40,(卫星探测数据),040002,地表土壤湿度的估计误差,%,1,0,10,%,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/003,40,(卫星探测数据),040003,土壤湿度,Numeric,3,0,10,Numeric,3,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/004,40,(卫星探测数据),040004,降雨检测,Numeric,3,0,10,Numeric,3,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/005,40,(卫星探测数据),040005,土壤湿度校正标志,Flag table,0,0,8,Flag table,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/006,40,(卫星探测数据),040006,土壤湿度校正标志,Flag table,0,0,16,Flag table,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/007,40,(卫星探测数据),040007,土壤湿度,%,1,0,10,%,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/008,40,(卫星探测数据),040008,冻结地表分数,%,1,0,10,%,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/009,40,(卫星探测数据),040009,淹没和湿地比例,%,1,0,10,%,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/010,40,(卫星探测数据),040010,地形复杂性,%,1,0,10,%,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/011,40,(卫星探测数据),040011,插值标志,Flag table,0,0,8,Flag table,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/012,40,(卫星探测数据),040012,辐射计数据质量标志,Flag table,0,0,8,Flag table,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/013,40,(卫星探测数据),040013,辐射计亮温解释标志,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/014,40,(卫星探测数据),040014,海面地形校正的高频波动,m,4,-3000,13,m,4,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
