Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/08/001/1/301033,08,表面报告序列（海）,308001,（浮标/平台 - 固定）,,301033,（浮标/平台 - 固定）,识别、类型、日期/时间、位置（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/001/2/302011,08,表面报告序列（海）,308001,（浮标/平台 - 固定）,,302011,低空站,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/001/3/022042,08,表面报告序列（海）,308001,（浮标/平台 - 固定）,,022042,海面温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/002/1/301034,08,表面报告序列（海）,308002,（浮标/平台 - 固定）,,301034,（浮标/平台 - 固定）,识别、类型、日期/时间、位置（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/002/2/302011,08,表面报告序列（海）,308002,（浮标/平台 - 固定）,,302011,低空站,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/002/3/022042,08,表面报告序列（海）,308002,（浮标/平台 - 固定）,,022042,海面温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/003/1/301035,08,表面报告序列（海）,308003,（浮标/平台 - 移动）（见注释 1）,,301035,（浮标/平台 - 移动）（见注释 1）,识别、类型、日期/时间、位置（高精度）,（参见注释 3）,13,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/003/2/302011,08,表面报告序列（海）,308003,（浮标/平台 - 移动）（见注释 1）,,302011,低空站,基本表面报告,（参见注释 3）,13,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/003/3/022042,08,表面报告序列（海）,308003,（浮标/平台 - 移动）（见注释 1）,,022042,海面温度,,（参见注释 3）,13,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/004/1/301036,08,表面报告序列（海）,308004,船,,301036,船,识别、类型、日期/时间、位置（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/004/2/302011,08,表面报告序列（海）,308004,船,,302011,低空站,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/004/3/022042,08,表面报告序列（海）,308004,船,,022042,海面温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/005/1/308004,08,表面报告序列（海）,308005,,,308004,船,基本船舶报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/005/2/302024,08,表面报告序列（海）,308005,,,302024,风浪和涌浪,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/006/1/010004,08,表面报告序列（海）,308006,（浮标第1部分可选参数）,,010004,压力,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/006/2/010061,08,表面报告序列（海）,308006,（浮标第1部分可选参数）,,010061,3小时气压变化,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/006/3/010063,08,表面报告序列（海）,308006,（浮标第1部分可选参数）,,010063,压力趋势特性,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/006/4/011001,08,表面报告序列（海）,308006,（浮标第1部分可选参数）,,011001,风向,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/006/5/011002,08,表面报告序列（海）,308006,（浮标第1部分可选参数）,,011002,风速,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/006/6/012004,08,表面报告序列（海）,308006,（浮标第1部分可选参数）,,012004,2米处的空气温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/006/7/013003,08,表面报告序列（海）,308006,（浮标第1部分可选参数）,,013003,相对湿度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/006/8/022042,08,表面报告序列（海）,308006,（浮标第1部分可选参数）,,022042,海面温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/007/1/301055,08,表面报告序列（海）,308007,,,301055,站点的识别和类型、日期/时间、位置（高精度）、移动,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/007/2/302011,08,表面报告序列（海）,308007,,,302011,低空站,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/007/3/007062,08,表面报告序列（海）,308007,,,007062,水面/海面以下的深度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/007/4/022042,08,表面报告序列（海）,308007,,,022042,海面温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/009/1/301093,08,表面报告序列（海）,308009,（适用于船舶数据的海洋站概要报告表示序列）,,301093,船舶识别、移动、日期/时间、水平和垂直坐标,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/009/2/302001,08,表面报告序列（海）,308009,（适用于船舶数据的海洋站概要报告表示序列）,,302001,3小时气压变化,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/009/3/302054,08,表面报告序列（海）,308009,（适用于船舶数据的海洋站概要报告表示序列）,,302054,船舶“瞬时”数据,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/009/4/008002,08,表面报告序列（海）,308009,（适用于船舶数据的海洋站概要报告表示序列）,,008002,垂直意义（卫星观测）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/08/009/5/302055,08,表面报告序列（海）,308009,（适用于船舶数据的海洋站概要报告表示序列）,,302055,中度结冰,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
