Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/08/001/1,008001,垂直探测意义,1,表面,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/001/2,008001,垂直探测意义,2,标准级别,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/001/3,008001,垂直探测意义,3,对流层顶高度,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/001/4,008001,垂直探测意义,4,最大阵风速度,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/001/5,008001,垂直探测意义,5,显著水平、温度和/或相对湿度,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/001/6,008001,垂直探测意义,6,显著水平，风,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/001/All-7,008001,垂直探测意义,All 7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/0,008002,垂直意义（卫星观测）,0,遵守FM 12 SYNOP和FM 13 SHIP关于最低云底和云型的规定。,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/1,008002,垂直意义（卫星观测）,1,第一层非积雨云重要层,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/2,008002,垂直意义（卫星观测）,2,第一层非积雨云重要层,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/3,008002,垂直意义（卫星观测）,3,第一层非积雨云重要层,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/4,008002,垂直意义（卫星观测）,4,第一层非积雨云重要层,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/5,008002,垂直意义（卫星观测）,5,天花板,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/6,008002,垂直意义（卫星观测）,6,未在以下高度检测到云层,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/7,008002,垂直意义（卫星观测）,7,第一层低云,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/8,008002,垂直意义（卫星观测）,8,中层云,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/9,008002,垂直意义（卫星观测）,9,高层云,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/10,008002,垂直意义（卫星观测）,10,云层底部低于站点且顶部高于站点,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/11,008002,垂直意义（卫星观测）,11,云层底部低于站点且顶部高于站点,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/12-19,008002,垂直意义（卫星观测）,12-19,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/20,008002,垂直意义（卫星观测）,20,云层检测系统未检测到云层,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/21,008002,垂直意义（卫星观测）,21,第一个仪器检测到云层,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/22,008002,垂直意义（卫星观测）,22,第一个仪器检测到云层,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/23,008002,垂直意义（卫星观测）,23,第一个仪器检测到云层,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/24,008002,垂直意义（卫星观测）,24,第一个仪器检测到云层,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/25-61,008002,垂直意义（卫星观测）,25-61,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/002/62,008002,垂直意义（卫星观测）,62,不适用的值,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/002/63,008002,垂直意义（卫星观测）,63,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/003/0,008003,垂直意义（卫星观测）,0,表面,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/003/1,008003,垂直意义（卫星观测）,1,卫星探测基准,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/003/2,008003,垂直意义（卫星观测）,2,云顶描述,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/003/3,008003,垂直意义（卫星观测）,3,对流层顶高度,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/003/4,008003,垂直意义（卫星观测）,4,可降水量,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/003/5,008003,垂直意义（卫星观测）,5,测量光辉,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/003/6,008003,垂直意义（卫星观测）,6,平均气温,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/003/7,008003,垂直意义（卫星观测）,7,臭氧,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/003/8,008003,垂直意义（卫星观测）,8,第一层低云,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/003/9,008003,垂直意义（卫星观测）,9,云端,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/003/10,008003,垂直意义（卫星观测）,10,高层云,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/003/11-62,008003,垂直意义（卫星观测）,11-62,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/003/63,008003,垂直意义（卫星观测）,63,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/004/0-1,008004,飞行器飞行阶段,0-1,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/004/2,008004,飞行器飞行阶段,2,非定常 (UNS),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/004/3,008004,飞行器飞行阶段,3,平飞，例行观察 (LVR),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/004/4,008004,飞行器飞行阶段,4,平飞，遇到的最高风速 (LVW),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/004/5,008004,飞行器飞行阶段,5,上升 (ASC),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/004/6,008004,飞行器飞行阶段,6,下降 (DES),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/004/7,008004,飞行器飞行阶段,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/005/0,008005,气象属性重要性,0,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/005/1,008005,气象属性重要性,1,风暴中心,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/005/2,008005,气象属性重要性,2,风暴的外缘或边缘,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/005/3,008005,气象属性重要性,3,最大风速位置,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/005/4,008005,气象属性重要性,4,扰动分析中的风暴位置,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/005/5,008005,气象属性重要性,5,扰动分析中的风暴位置,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/005/6-14,008005,气象属性重要性,6-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/005/15,008005,气象属性重要性,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/006/1,008006,臭氧垂直探测的重要性,1,表面,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/006/2,008006,臭氧垂直探测的重要性,2,标准级别,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/006/3,008006,臭氧垂直探测的重要性,3,对流层顶高度,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/006/4,008006,臭氧垂直探测的重要性,4,突出的最大水平,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/006/5,008006,臭氧垂直探测的重要性,5,突出的最大水平,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/006/6,008006,臭氧垂直探测的重要性,6,最低压力水平,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/006/7,008006,臭氧垂直探测的重要性,7,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/006/8,008006,臭氧垂直探测的重要性,8,未确定意义的水平,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/006/All-9,008006,臭氧垂直探测的重要性,All 9,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/007/0,008007,维度意义,0,点,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/007/1,008007,维度意义,1,线,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/007/2,008007,维度意义,2,区域,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/007/3,008007,维度意义,3,音量,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/007/4-14,008007,维度意义,4-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/007/15,008007,维度意义,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/008/1,008008,辐射垂直探测意义,1,表面,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/008/2,008008,辐射垂直探测意义,2,标准级别,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/008/3,008008,辐射垂直探测意义,3,对流层顶高度,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/008/4,008008,辐射垂直探测意义,4,贝塔辐射最大水平,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/008/5,008008,辐射垂直探测意义,5,伽马辐射最大水平,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/008/6,008008,辐射垂直探测意义,6,最低压力水平,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/008/7,008008,辐射垂直探测意义,7,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/008/8,008008,辐射垂直探测意义,8,未确定意义的水平,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/008/All-9,008008,辐射垂直探测意义,All 9,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/0,008009,飞行器飞行阶段,0,平飞，例行观察，不稳定,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/009/1,008009,飞行器飞行阶段,1,平飞，例行观察，不稳定,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/2,008009,飞行器飞行阶段,2,非定常 (UNS),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/3,008009,飞行器飞行阶段,3,平飞，例行观察 (LVR),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/4,008009,飞行器飞行阶段,4,平飞，遇到的最高风速 (LVW),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/5,008009,飞行器飞行阶段,5,上升 (ASC),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/6,008009,飞行器飞行阶段,6,下降 (DES),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/7,008009,飞行器飞行阶段,7,上升，按时间增量选择的观测间隔,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/009/8,008009,飞行器飞行阶段,8,上升，按时间增量选择的观测间隔,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/9,008009,飞行器飞行阶段,9,上升，按压力增量选择的观测间隔,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/009/10,008009,飞行器飞行阶段,10,上升，按压力增量选择的观测间隔,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/11,008009,飞行器飞行阶段,11,上升，按时间增量选择的观测间隔,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/12,008009,飞行器飞行阶段,12,下降，按时间增量选择的观测间隔，不稳定,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/009/13,008009,飞行器飞行阶段,13,上升，按压力增量选择的观测间隔,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/14,008009,飞行器飞行阶段,14,下降，按时间增量选择的观测间隔，不稳定,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/009/15,008009,飞行器飞行阶段,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/010/0,008010,表面限定符（温度数据）,0,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/010/1,008010,表面限定符（温度数据）,1,裸土,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/2,008010,表面限定符（温度数据）,2,裸岩,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/3,008010,表面限定符（温度数据）,3,土地草覆盖,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/4,008010,表面限定符（温度数据）,4,水（湖泊，海洋）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/5,008010,表面限定符（温度数据）,5,洪水在下面,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/6,008010,表面限定符（温度数据）,6,雪,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/010/7,008010,表面限定符（温度数据）,7,冰况,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/010/8,008010,表面限定符（温度数据）,8,跑道或道路,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/9,008010,表面限定符（温度数据）,9,钢制船舶或平台甲板,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/10,008010,表面限定符（温度数据）,10,钢制船舶或平台甲板,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/010/11,008010,表面限定符（温度数据）,11,船舶或平台甲板部分覆盖橡胶垫,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/12,008010,表面限定符（温度数据）,12,建筑屋顶,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/08/010/13-30,008010,表面限定符（温度数据）,13-30,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/010/31,008010,表面限定符（温度数据）,31,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/08/011/0,008011,气象特征,0,地表准静止锋,,,,,Operational,"AI Translator: azure, Glossary Not Used"
