Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/09/001/1/301037,09,与垂直探测数据相关的气象序列,309001,（高度的风）,,301037,垂直探测地面站,识别等（陆地站，高精度位置）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/001/2/101000,09,与垂直探测数据相关的气象序列,309001,（高度的风）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/001/3/031001,09,与垂直探测数据相关的气象序列,309001,（高度的风）,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/001/4/303011,09,与垂直探测数据相关的气象序列,309001,（高度的风）,,303011,（高度的风）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/002/1/301038,09,与垂直探测数据相关的气象序列,309002,（高度的风）,,301038,垂直探测地面站,识别等（陆地站，高精度位置）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/002/2/101000,09,与垂直探测数据相关的气象序列,309002,（高度的风）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/002/3/031001,09,与垂直探测数据相关的气象序列,309002,（高度的风）,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/002/4/303011,09,与垂直探测数据相关的气象序列,309002,（高度的风）,,303011,（高度的风）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/003/1/301037,09,与垂直探测数据相关的气象序列,309003,（高度的风）,,301037,垂直探测地面站,识别等（陆地站，高精度位置）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/003/2/101000,09,与垂直探测数据相关的气象序列,309003,（高度的风）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/003/3/031001,09,与垂直探测数据相关的气象序列,309003,（高度的风）,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/003/4/303012,09,与垂直探测数据相关的气象序列,309003,（高度的风）,,303012,（压力水平的风）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/004/1/301038,09,与垂直探测数据相关的气象序列,309004,（高度的风）,,301038,垂直探测地面站,识别等（陆地站，高精度位置）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/004/2/101000,09,与垂直探测数据相关的气象序列,309004,（高度的风）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/004/3/031001,09,与垂直探测数据相关的气象序列,309004,（高度的风）,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/004/4/303012,09,与垂直探测数据相关的气象序列,309004,（高度的风）,,303012,（压力水平的风）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/005/1/301037,09,与垂直探测数据相关的气象序列,309005,垂直探空与相对湿度,,301037,垂直探测地面站,识别等（陆地站，高精度位置）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/005/2/302004,09,与垂直探测数据相关的气象序列,309005,垂直探空与相对湿度,,302004,一般云信息,云层,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/005/3/101000,09,与垂直探测数据相关的气象序列,309005,垂直探空与相对湿度,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/005/4/031001,09,与垂直探测数据相关的气象序列,309005,垂直探空与相对湿度,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/005/5/303013,09,与垂直探测数据相关的气象序列,309005,垂直探空与相对湿度,,303013,（位势、高度、湿度、压力层上的风）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/006/1/301038,09,与垂直探测数据相关的气象序列,309006,垂直探空与相对湿度,,301038,垂直探测地面站,识别等（陆地站，高精度位置）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/006/2/302004,09,与垂直探测数据相关的气象序列,309006,垂直探空与相对湿度,,302004,一般云信息,云层,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/006/3/101000,09,与垂直探测数据相关的气象序列,309006,垂直探空与相对湿度,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/006/4/031001,09,与垂直探测数据相关的气象序列,309006,垂直探空与相对湿度,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/09/006/5/303013,09,与垂直探测数据相关的气象序列,309006,垂直探空与相对湿度,,303013,（位势、高度、湿度、压力层上的风）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
