Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
01,位置和识别序列,D01001,WMO区块和站号,,B01001,WMO 块号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01001,WMO区块和站号,,B01002,WMO站号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01002,,,B01003,WMO 区域编号/地理区域,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01002,,,B01004,WMO 区域编号/地理区域,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01002,,,B01005,浮标/平台标识符,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01003,船舶呼号,,B01011,船舶或移动陆地站标识符,船舶呼号,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01003,船舶呼号,,B01012,移动观察平台的运动速度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01003,船舶呼号,,B01013,移动观察平台的运动速度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01004,地面站点识别；时间、水平和垂直坐标,,B01001,WMO 块号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01004,地面站点识别；时间、水平和垂直坐标,,B01002,WMO站号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01004,地面站点识别；时间、水平和垂直坐标,,B01015,站点或地点名称,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01004,地面站点识别；时间、水平和垂直坐标,,B02001,车站类型,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01005,（起始中心/子中心）,,B01035,（起始中心/子中心）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01005,（起始中心/子中心）,,B01034,识别起源/生成中心,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01011,年、月、日,,B04001,年,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01011,年、月、日,,B04002,月,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01011,年、月、日,,B04003,天,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01012,小时，分钟，秒钟,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01012,小时，分钟，秒钟,,B04005,分钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01013,小时，分钟，秒钟,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01013,小时，分钟，秒钟,,B04005,分钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01013,小时，分钟，秒钟,,B04006,第二,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01014,时间段,,R02002,复制5个描述符2次,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01014,时间段,,D01011,年、月、日,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01014,时间段,,D01012,小时，分钟，秒钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01018,加密船舶呼号和加密方法,,B01114,加密的船舶或移动陆地站标识符（base64编码）,请参阅注释2-4,,Operational,"AI Translator: azure, Glossary Not Used"
01,位置和识别序列,D01018,加密船舶呼号和加密方法,,B25185,加密方法,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01018,加密船舶呼号和加密方法,,B25186,加密密钥版本,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01021,纬度/经度（高精度）,,B05001,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01021,纬度/经度（高精度）,,B06001,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01022,纬度/经度（粗略精度），站点高度,,B05001,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01022,纬度/经度（粗略精度），站点高度,,B06001,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01022,纬度/经度（粗略精度），站点高度,,B07001,车站地面高度,,,Operational,"AI Translator: azure, Glossary Not Used"
01,位置和识别序列,D01023,纬度/经度（高精度）,,B05002,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01023,纬度/经度（高精度）,,B06002,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01024,纬度/经度（粗略精度），站点高度,,B05002,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01024,纬度/经度（粗略精度），站点高度,,B06002,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01024,纬度/经度（粗略精度），站点高度,,B07001,车站地面高度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01025,纬度/经度（高精度）,,D01023,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01025,纬度/经度（高精度）,,B04003,天,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01025,纬度/经度（高精度）,,D01012,小时，分钟，秒钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01026,（纬度/经度（高精度），时间段（天、小时、分钟））,,D01021,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01026,（纬度/经度（高精度），时间段（天、小时、分钟））,,B04003,天,时间周期（天）,,Operational,"AI Translator: azure, Glossary Not Used"
01,位置和识别序列,D01026,（纬度/经度（高精度），时间段（天、小时、分钟））,,B04003,天,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01026,（纬度/经度（高精度），时间段（天、小时、分钟））,,B04004,小时,时间周期（天）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
01,位置和识别序列,D01026,（纬度/经度（高精度），时间段（天、小时、分钟））,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
