Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
07,表面报告序列（海）,D07001,低空站,,D01031,站点的识别和类型、日期/时间、位置（高精度）、移动,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07001,低空站,,D02011,低空站,基本表面报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07002,低空站,,D01032,站点的识别和类型、日期/时间、位置（高精度）、移动,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07002,低空站,,D02011,低空站,基本表面报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07003,低空站,,D07001,低空站,位置（高精度）和基本报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07003,低空站,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07003,低空站,,D02005,云层,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07004,低空站,,D07002,低空站,位置（高精度）和基本报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07004,低空站,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07004,低空站,,D02005,云层,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07005,低空站,,D07001,低空站,位置（高精度）和基本报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07005,低空站,,R01004,复制5个描述符2次,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07005,低空站,,D02005,云层,层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07006,低空站,,D07002,低空站,位置（高精度）和基本报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07006,低空站,,R01004,复制5个描述符2次,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07006,低空站,,D02005,云层,层,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07007,低空站,,D01031,站点的识别和类型、日期/时间、位置（高精度）、移动,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07007,低空站,,D02012,低空站,基本表面报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07008,低空站,,D01032,站点的识别和类型、日期/时间、位置（高精度）、移动,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07008,低空站,,D02012,低空站,基本表面报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07009,,,D01031,站点的识别和类型、日期/时间、位置（高精度）、移动,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07009,,,D02013,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B01063,ICAO位置指示符,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B02001,车站类型,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D01011,年、月、日,YY,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D01012,小时，分钟，秒钟,GG，gg,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D01024,纬度/经度（粗略精度），站点高度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B07006,车站地面高度,风速计的高度,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B11001,风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B11016,可变风的极端逆时针风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B11017,可变风的极端逆时针风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B11002,风速,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B11041,最大阵风速度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B07006,车站地面高度,温度计的高度,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B12001,温度/空气温度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B12003,露点温度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B10052,高度表设定值 (QNH),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,B20009,一般天气指示器 (TAF/METAR),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07012,水平能见度,,R03000,6个描述符的延迟复制,最多3个,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07012,水平能见度,,B08023,一阶统计值如下,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07012,水平能见度,,B05021,方位或方位角,观察到的能见度方向,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07012,水平能见度,,B20001,水平能见度,VV,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07013,跑道视程趋势,,R06000,6个描述符的延迟复制,最多3个,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07013,跑道视程趋势,,B01064,跑道编号,DRDR,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07013,跑道视程趋势,,B08014,跑道视程趋势,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07013,跑道视程趋势,,B20061,跑道视程 (RVR),VRVRVRVR,,Operational,"AI Translator: azure, Glossary Not Used"
07,表面报告序列（海）,D07013,跑道视程趋势,,B08014,跑道视程趋势,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07013,跑道视程趋势,,B20061,跑道视程 (RVR),VRVRVRVR,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07013,跑道视程趋势,,B20018,跑道视程趋势,我,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07014,（显著的当前或预报天气）,,R01000,6个描述符的延迟复制,最多3个,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07014,（显著的当前或预报天气）,,B20019,（显著的当前或预报天气）,w´w´,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07015,云组,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07015,云组,,D02005,云层,NsNsNs，CC，hshshs,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07015,云组,,B20002,垂直能见度,VVhshshs - 米,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07016,其他天气现象,,R01000,6个描述符的延迟复制,最多3个,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07016,其他天气现象,,B20020,其他天气现象,重w´w´,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07017,跑道上的风切变,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07017,跑道上的风切变,,B11070,受风切变影响的跑道指示器（包括全部）。,WS RWYDRDR,,Operational,"AI Translator: azure, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,B08016,更改趋势类型预报或机场预报的限定符,TTTTTT,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,R02000,6个描述符的延迟复制,最多3个,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,B08017,预测变化预计发生时间的限定词,"调频, TL, AT",,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,D01012,小时，分钟，秒钟,GG，gg,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,R04000,6个描述符的延迟复制,最多3个,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,B07006,车站地面高度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,B11001,风向,ddd,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,B11002,风速,ff,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,B11041,最大阵风速度,fmfm - 节,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,B20009,一般天气指示器 (TAF/METAR),,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,R01000,6个描述符的延迟复制,最多3个,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,B20001,水平能见度,VV,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07018,（趋势型降落预报）,,D07014,（显著的当前或预报天气）,w´w´,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07020,（简短的METAR/SPECI）,,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07020,（简短的METAR/SPECI）,,D07014,（显著的当前或预报天气）,w´w´,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07020,（简短的METAR/SPECI）,,D07016,其他天气现象,重w´w´,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07012,水平能见度,DvVVVV,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07013,跑道视程趋势,DRDR/VRVRVRVR,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07014,（显著的当前或预报天气）,w´w´,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07015,云组,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07016,其他天气现象,重w´w´,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07017,跑道上的风切变,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07018,（趋势型降落预报）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07021,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,D07015,云组,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07030,臭氧数据 - 单次观测,,B15001,总臭氧质量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07030,臭氧数据 - 单次观测,,B15002,空气质量（22公里的斜路径）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07031,臭氧数据 - 单次观测,,B08022,总数（关于累积或平均值）,测量次数,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07031,臭氧数据 - 单次观测,,B08023,一阶统计值如下,= 4 平均值,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07031,臭氧数据 - 单次观测,,B15001,总臭氧质量,臭氧测量的平均值,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07031,臭氧数据 - 单次观测,,B08023,一阶统计值如下,= 9 标准差的最佳估计值,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07031,臭氧数据 - 单次观测,,B15001,总臭氧质量,臭氧测量的平均值,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07031,臭氧数据 - 单次观测,,B08023,一阶统计值如下,调和平均值,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07031,臭氧数据 - 单次观测,,B15002,空气质量（22公里的斜路径）,空气质量的调和平均值,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07041,从单次观测中获得的 Brewer 地基光谱仪总臭氧测量值,,D01001,WMO区块和站号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07041,从单次观测中获得的 Brewer 地基光谱仪总臭氧测量值,,B01015,站点或地点名称,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
07,表面报告序列（海）,D07041,从单次观测中获得的 Brewer 地基光谱仪总臭氧测量值,,D01024,纬度/经度（粗略精度），站点高度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
