Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/02/001,02,仪器仪表,002001,车站类型,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/002,02,仪器仪表,002002,风力测量仪器类型,Flag table,0,0,4,Flag table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003,02,仪器仪表,002003,使用的测量设备类型,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004,02,仪器仪表,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/005,02,仪器仪表,002005,温度观测精度,K,2,0,7,K,2,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006,02,仪器仪表,002006,高空遥感仪器类型,Code table,0,0,6,Code table,0,0,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007,02,仪器仪表,002007,用于水位测量仪的传感器类型,Code table,0,0,6,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/008,02,仪器仪表,002008,离岸平台类型,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/009,02,仪器仪表,002009,MODIS 气溶胶算法,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/011,02,仪器仪表,002011,无线电探空仪类型,Code table,0,0,8,Code table,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/012,02,仪器仪表,002012,无线电探空仪计算方法,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
