Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/31/021/0,031021,关联字段重要性,0,保留,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/1,031021,关联字段重要性,1,质量的1位指示器,0 = 良好，1 = 可疑或不良,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/2,031021,关联字段重要性,2,质量的1位指示器,0 = 良好，1 = 可疑或不良,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/3-4,031021,关联字段重要性,3-4,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/5,031021,关联字段重要性,5,质量的1位指示器,0 = 数据已检查并声明为良好；1 = 数据已检查并声明为可疑；2 = 数据已检查并声明为聚合；3 = 数据已检查并声明为超出仪器范围；4 = 数据已检查，声明为聚合且超出仪器范围；5 = 站点未测量该参数；6 = 未提供每日值；7 = 数据未检查，8-254 = 保留；255 = 缺失（QC信息不可用）。,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/6,031021,关联字段重要性,6,根据GTSPP的质量控制类别的4位指示符,0 = 不合格，1 = 正确值（所有检查通过），2 = 可能良好但值与统计数据不一致（与气候学不同），3 = 可能不良（尖峰、梯度……如果其他测试通过），4 = 不良值，不可能的值（超出范围、垂直不稳定、恒定剖面），5 = 在质量控制期间修改的值，6-7 = 未使用（保留），8 = 插值值，9 = 缺失值,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/7,031021,关联字段重要性,7,百分比置信度,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/8,031021,关联字段重要性,8,"0 = 未怀疑, 1 = 怀疑, 2 = 保留, 3 = 无需信息",,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/9,031021,关联字段重要性,9,0 = 数据存在，良好，已共址，1 = 数据可用但质量下降且未使用，2 = 无时空共址数据可用，3-14 = 未使用（保留），15 = 缺失值,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/10-20,031021,关联字段重要性,10-20,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/21,031021,关联字段重要性,21,校正的1位指示器,0 = 原始值，1 = 替换/更正值,,（参见注释 3）,74,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/22-62,031021,关联字段重要性,22-62,保留供本地使用,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/63,031021,关联字段重要性,63,缺失值,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/031/1,031031,数据存在指示器,1,0 = 数据存在，1 = 数据不存在,,,,,Operational,"AI Translator: azure, Glossary Not Used"
