Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
08,表面报告序列（海）,D08001,（浮标/平台 - 固定）,,D01033,（浮标/平台 - 固定）,识别、类型、日期/时间、位置（高精度）,,Operational,"AI Translator: azure, Glossary Not Used"
08,表面报告序列（海）,D08001,（浮标/平台 - 固定）,,D02011,低空站,基本表面报告,,Operational,"AI Translator: azure, Glossary Not Used"
08,表面报告序列（海）,D08001,（浮标/平台 - 固定）,,B22042,水温,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08002,（浮标/平台 - 固定）,,D01034,（浮标/平台 - 固定）,识别、类型、日期/时间、位置（高精度）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08002,（浮标/平台 - 固定）,,D02011,低空站,基本表面报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08002,（浮标/平台 - 固定）,,B22042,水温,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08003,（浮标/平台 - 移动）（见注释 1）,,D01035,（浮标/平台 - 移动）（见注释 1）,识别、类型、日期/时间、位置（高精度）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08003,（浮标/平台 - 移动）（见注释 1）,,D02011,低空站,基本表面报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08003,（浮标/平台 - 移动）（见注释 1）,,B22042,水温,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08004,船,,D01036,船,识别、类型、日期/时间、位置（高精度）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08004,船,,D02011,低空站,基本表面报告,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08004,船,,B22042,水温,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08005,,,D08004,船,基本船舶报告,,Operational,"AI Translator: azure, Glossary Not Used"
08,表面报告序列（海）,D08005,,,D02024,风浪和涌浪,,,Operational,"AI Translator: azure, Glossary Not Used"
08,表面报告序列（海）,D08006,（浮标第1部分可选参数）,,B10004,压力,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08006,（浮标第1部分可选参数）,,B10061,3小时气压变化,,,Operational,"AI Translator: azure, Glossary Not Used"
08,表面报告序列（海）,D08006,（浮标第1部分可选参数）,,B10063,压力趋势特性,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08006,（浮标第1部分可选参数）,,B11001,风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
08,表面报告序列（海）,D08006,（浮标第1部分可选参数）,,B11002,风速,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
