Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/02/001/1/010004,02,与垂直探测数据相关的气象序列,302001,3小时气压变化,,010004,压力,站台以下,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/001/2/010051,02,与垂直探测数据相关的气象序列,302001,3小时气压变化,,010051,将压力降低到平均海平面,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/001/3/010061,02,与垂直探测数据相关的气象序列,302001,3小时气压变化,,010061,3小时气压变化,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/001/4/010063,02,与垂直探测数据相关的气象序列,302001,3小时气压变化,,010063,压力趋势特性,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/1/010004,02,与垂直探测数据相关的气象序列,302002,低空站,,010004,压力,站台以下,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/2/007004,02,与垂直探测数据相关的气象序列,302002,低空站,,007004,压力,标准压力水平,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/3/010003,02,与垂直探测数据相关的气象序列,302002,低空站,,010003,位势,标准压力水平,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/4/010061,02,与垂直探测数据相关的气象序列,302002,低空站,,010061,3小时气压变化,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/002/5/010063,02,与垂直探测数据相关的气象序列,302002,低空站,,010063,压力趋势特性,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/1/011011,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,011011,10米处的模型风向,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/2/011012,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,011012,风速,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/3/012004,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,012004,2米处的空气温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/4/012006,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,012006,露点温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/5/013003,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,013003,相对湿度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/6/020001,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,020001,水平能见度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/7/020003,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,020003,当前天气,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/8/020004,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,020004,过去天气 (1),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/003/9/020005,02,与垂直探测数据相关的气象序列,302003,风、温度、湿度、能见度、天气,,020005,过去天气 (1),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/1/020010,02,与垂直探测数据相关的气象序列,302004,一般云信息,,020010,云量（总计）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/2/008002,02,与垂直探测数据相关的气象序列,302004,一般云信息,,008002,垂直意义（卫星观测）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/3/020011,02,与垂直探测数据相关的气象序列,302004,一般云信息,,020011,云量,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/4/020013,02,与垂直探测数据相关的气象序列,302004,一般云信息,,020013,云顶高度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/5/020012,02,与垂直探测数据相关的气象序列,302004,一般云信息,,020012,云类型,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/02/004/6/020012,02,与垂直探测数据相关的气象序列,302004,一般云信息,,020012,云类型,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
