Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
15,海洋报告序列,D15001,（通常报告的水下测深不包括可选字段）,,B01011,船舶或移动陆地站标识符,船舶呼号,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15001,（通常报告的水下测深不包括可选字段）,,D01011,年、月、日,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15001,（通常报告的水下测深不包括可选字段）,,D01012,小时，分钟，秒钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15001,（通常报告的水下测深不包括可选字段）,,D01023,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15001,（通常报告的水下测深不包括可选字段）,,D06001,深度，温度,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15002,（通常报告的水下测深不包括可选字段）,,B01011,船舶或移动陆地站标识符,船舶呼号,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15002,（通常报告的水下测深不包括可选字段）,,D01011,年、月、日,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15002,（通常报告的水下测深不包括可选字段）,,D01012,小时，分钟，秒钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15002,（通常报告的水下测深不包括可选字段）,,D01023,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15002,（通常报告的水下测深不包括可选字段）,,D06004,深度、温度、盐度,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01079,配置文件的唯一标识符,十六进制字符串,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01011,船舶或移动陆地站标识符,船舶呼号,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01103,IMO编号。唯一的劳氏船级社登记号码,= 0 到 9999999,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01087,WMO 海洋观测平台扩展标识符,,（参见注释 3）,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01019,短站点或地点名称,船名,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01080,根据SOOP的船线编号,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B05036,根据SOOP的船线编号,,（参见注释 3）,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01036,负责操作观察平台的机构,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01013,移动观察平台的运动速度,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B01012,移动观察平台的运动速度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,D01011,年、月、日,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,D01012,小时，分钟，秒钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,D01021,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B07032,根据传感器相对于当地地面（或海洋平台甲板）的代表性高度进行调整。,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B07033,传感器高于水面的位置,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B02002,风力测量仪器类型,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B11002,风速,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B11001,风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B07032,根据传感器相对于当地地面（或海洋平台甲板）的代表性高度进行调整。,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B07033,传感器高于水面的位置,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B12101,温度/空气温度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B12103,露点温度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B07032,根据传感器相对于当地地面（或海洋平台甲板）的代表性高度进行调整。,设置为缺失（取消）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B07033,传感器高于水面的位置,设置为缺失（取消）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,D02021,波浪,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B02031,当前测量的持续时间和时间,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B02030,电流测量方法,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B22005,海/水流方向在某一水平面,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B22032,海/水流速度在某一水平面,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B22063,总水深,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B08080,GTSPP质量标志限定符,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B33050,GTSPP质量标志限定符,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B22178,XBT/XCTD 发射器类型,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B22177,XBT/XCTD 发射器高度,海拔高度 | 0 至 50 米（以整米为单位）,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B22067,温度/盐度测量限定符,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B08041,数据重要性,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B26021,年,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B26022,月,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B26023,天,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B22068,水温剖面记录仪类型,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B25061,软件识别和版本号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B08041,数据重要性,设置为缺失（取消）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B08080,GTSPP质量标志限定符,设置为缺失（取消）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B02171,用于水温剖面测量的仪器序列号,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,D02090,海水温度高精度,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B02171,用于水温剖面测量的仪器序列号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,B02032,数字化指标,,（参见注释 3）,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15004,（XBT温度剖面数据序列）,,D15005,水温分布（由XBT或浮标观测到的温度分布）,,,Operational,"AI Translator: azure, Glossary Not Used"
15,海洋报告序列,D15007,（基于船舶的下放仪器测量海洋/水下温度、盐度和流速剖面所获得数据的表示序列）,,D01003,船舶呼号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15007,（基于船舶的下放仪器测量海洋/水下温度、盐度和流速剖面所获得数据的表示序列）,扩展识别,B01019,短站点或地点名称,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
15,海洋报告序列,D15007,（基于船舶的下放仪器测量海洋/水下温度、盐度和流速剖面所获得数据的表示序列）,扩展识别,B01103,IMO编号。唯一的劳氏船级社登记号码,数值限制在 0 到 9999999 之间,,Operational,"AI Translator: azure, Glossary Not Used"
