Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/30/031/0,030031,图片类型,0,生产者价格指数,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/1,030031,图片类型,1,复合材料,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/2,030031,图片类型,2,CAPPl,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/3,030031,图片类型,3,垂直部分,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/4,030031,图片类型,4,字母数字数据,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/5,030031,图片类型,5,主题混乱地图,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/6,030031,图片类型,6,地图,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/7,030031,图片类型,7,测试图片,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/8,030031,图片类型,8,评论,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/9,030031,图片类型,9,地面掩星地图,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/10,030031,图片类型,10,雷达波束高度图,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/031/11-13,030031,图片类型,11-13,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/031/14,030031,图片类型,14,其他,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/031/15,030031,图片类型,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/032/1,030032,与其他数据的组合,1,地图,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/032/2,030032,与其他数据的组合,2,卫星红外,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/032/3,030032,与其他数据的组合,3,卫星可见光,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/032/4,030032,与其他数据的组合,4,卫星 WV,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/032/5,030032,与其他数据的组合,5,卫星多光谱,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/032/6,030032,与其他数据的组合,6,概要观测,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/032/7,030032,与其他数据的组合,7,预测参数,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/032/8,030032,与其他数据的组合,8,闪电数据,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/032/9-14,030032,与其他数据的组合,9-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/032/15,030032,与其他数据的组合,15,其他数据,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/032/All-16,030032,与其他数据的组合,All 16,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
