Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/13/038/0,013038,超绝热指示器,0,非超绝热,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/038/1,013038,超绝热指示器,1,非超绝热,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/038/2,013038,超绝热指示器,2,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/038/3,013038,超绝热指示器,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/039/0,013039,地形类型（冰/雪）,0,海冰,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/039/1,013039,地形类型（冰/雪）,1,雪,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/039/2-6,013039,地形类型（冰/雪）,2-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/039/7,013039,地形类型（冰/雪）,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/0,013040,表面标志,0,土地,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/1,013040,表面标志,1,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/2,013040,表面标志,2,海岸,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/3,013040,表面标志,3,冰况,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/4,013040,表面标志,4,冰况,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/5,013040,表面标志,5,海,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/6,013040,表面标志,6,海岸,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/7,013040,表面标志,7,内陆水,,,请提供需要翻译的文本。,56,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/8,013040,表面标志,8,雪覆盖,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/9,013040,表面标志,9,海冰,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/10,013040,表面标志,10,积水,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/040/11,013040,表面标志,11,雪,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/12,013040,表面标志,12,冻土,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/040/13-14,013040,表面标志,13-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/040/15,013040,表面标志,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/041/1,013041,帕斯奎尔-吉福德稳定性类别,1,A,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/041/2,013041,帕斯奎尔-吉福德稳定性类别,2,A - B,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/041/3,013041,帕斯奎尔-吉福德稳定性类别,3,"翻译记忆匹配：  
- 来源：C  
  翻译：C  
  置信度：0.5  
- 来源：C  
  翻译：C  
  置信度：0.5  

翻译指令：  
- 保持原意和语气  
- 精确使用提供的术语表术语  
- 遵循翻译记忆示例中显示的风格  
- 重要：仅返回翻译文本，不作任何解释、介绍或附加评论  

待翻译文本：B",,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/041/4,013041,帕斯奎尔-吉福德稳定性类别,4,B - C,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/041/5,013041,帕斯奎尔-吉福德稳定性类别,5,C,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/041/6,013041,帕斯奎尔-吉福德稳定性类别,6,D,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/041/7,013041,帕斯奎尔-吉福德稳定性类别,7,E,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/041/8,013041,帕斯奎尔-吉福德稳定性类别,8,F,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/041/9,013041,帕斯奎尔-吉福德稳定性类别,9,G,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/041/10-14,013041,帕斯奎尔-吉福德稳定性类别,10-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/041/15,013041,帕斯奎尔-吉福德稳定性类别,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/051/0,013051,频率组，降水,0,在30年期间内小于任何值,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/051/1,013051,频率组，降水,1,在第一个五分位数,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/051/2,013051,频率组，降水,2,在第一个五分位数,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/051/3,013051,频率组，降水,3,在第一个五分位数,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/051/4,013051,频率组，降水,4,在第一个五分位数,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/051/5,013051,频率组，降水,5,在第一个五分位数,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/051/6,013051,频率组，降水,6,在30年期间内小于任何值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/051/7-14,013051,频率组，降水,7-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
