Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
16,概要特征,D16001,,,D01011,年、月、日,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16001,,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16001,,,D01023,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16001,,,B01021,概要特征标识符,,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16001,,,B02041,与天气概要特征相关的报告估算方法,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16001,,,B19001,概要特征,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16001,,,B10051,将压力降低到平均海平面,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16001,,,B19002,特征的有效半径,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16001,,,B19003,风速阈值,通常为15米每秒,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16001,,,B19004,相对于超过阈值风速的有效半径,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B08021,时间意义,数据时间（分析）,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04001,年,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04002,月,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04003,天,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04005,分钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B01033,识别起源/生成中心,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B08021,时间意义,有效期（预报）,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04001,年,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04002,月,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04003,天,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B04005,分钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16002,（标题）,,B07002,高度,飞行高度（图层基准）,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16002,（标题）,,B07002,高度,飞行高度（图层基准）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16003,急流,,R09000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16003,急流,,B08011,气象特征,急流值,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16003,急流,,B08007,维度意义,线路值,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16003,急流,,R04000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16003,急流,,B05002,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16003,急流,,B06002,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16003,急流,,B10002,高度,飞行高度层意义,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16003,急流,,B11002,风速,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16003,急流,,B08007,维度意义,取消,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16003,急流,,B08011,气象特征,取消 | 对象结束,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16004,湍流,,R10000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16004,湍流,,B08011,气象特征,湍流值,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16004,湍流,,B08007,维度意义,面积值,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16004,湍流,,B07002,高度,飞行高度（图层基准）,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16004,湍流,,B07002,高度,飞行高度（图层顶部）,,Operational,"AI Translator: azure, Glossary Not Used"
16,概要特征,D16004,湍流,,R02000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16004,湍流,,B05002,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
16,概要特征,D16004,湍流,,B06002,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
