Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/29/001/0,029001,投影类型,0,诺莫尼克投影,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/1,029001,投影类型,1,极地立体投影,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/2,029001,投影类型,2,兰伯特正形圆锥投影,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/3,029001,投影类型,3,墨卡托投影,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/4,029001,投影类型,4,扫描锥（雷达）,,,请提供需要翻译的文本。,65,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/001/5,029001,投影类型,5,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/001/6,029001,投影类型,6,没有投影,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/001/7,029001,投影类型,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/002/0,029002,坐标网格类型,0,笛卡尔,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/002/1,029002,坐标网格类型,1,极地,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/29/002/2,029002,坐标网格类型,2,其他,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/002/3-6,029002,坐标网格类型,3-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/29/002/7,029002,坐标网格类型,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
