Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/02/001/0,002001,车站类型,0,自动,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/001/1,002001,车站类型,1,载人,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/001/2,002001,车站类型,2,混合：有人驾驶和自动驾驶,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/001/3,002001,车站类型,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/002/1,002002,风力测量仪器类型,1,认证仪器,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/002/2,002002,风力测量仪器类型,2,最初以节为单位测量,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/002/3,002002,风力测量仪器类型,3,最初以km h-1为单位测量,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/002/All-4,002002,风力测量仪器类型,All 4,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/0,002003,使用的测量设备类型,0,与风测量设备相关的压力仪器,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/1,002003,使用的测量设备类型,1,光学经纬仪,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/2,002003,使用的测量设备类型,2,无线电经纬仪,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/3,002003,使用的测量设备类型,3,雷达,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/4,002003,使用的测量设备类型,4,VLF-Omega,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/5,002003,使用的测量设备类型,5,洛兰C,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/6,002003,使用的测量设备类型,6,风廓线仪,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/7,002003,使用的测量设备类型,7,卫星导航,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/8,002003,使用的测量设备类型,8,无线电声探测系统 (RASS),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/9,002003,使用的测量设备类型,9,索达尔,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/10,002003,使用的测量设备类型,10,激光雷达,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/11-13,002003,使用的测量设备类型,11-13,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/003/14,002003,使用的测量设备类型,14,与风测量设备相关的压力仪器，但压力元件在上升过程中失效,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/003/15,002003,使用的测量设备类型,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/0,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,0,美国敞口蒸发器（无盖）,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/1,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,1,美国敞口蒸发器（无盖）,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/2,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,2,GGI-3000 蒸发仪（沉降式）,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/3,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,3,20 平方米水箱,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/4,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,4,其他,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/5,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,5,米,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/6,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,6,小麦,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/7,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,7,玉米,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/8,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,8,高粱,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/9,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,9,其他作物,蒸发/蒸散,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/10-14,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,10-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/004/15,002004,蒸发量测量的仪器类型或报告蒸散量的作物类型,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/0,002006,高空遥感仪器类型,0,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/1,002006,高空遥感仪器类型,1,弹性后向散射激光雷达,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/006/2,002006,高空遥感仪器类型,2,拉曼后向散射激光雷达,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/006/3,002006,高空遥感仪器类型,3,雷达风廓线仪,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/006/4,002006,高空遥感仪器类型,4,风廓线仪,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/5,002006,高空遥感仪器类型,5,风廓线仪,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/6,002006,高空遥感仪器类型,6,风廓线仪,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/7,002006,高空遥感仪器类型,7,激光雷达,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/8,002006,高空遥感仪器类型,8,地基微波辐射计,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/006/9,002006,高空遥感仪器类型,9,差分吸收激光雷达,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/006/10-62,002006,高空遥感仪器类型,10-62,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/006/63,002006,高空遥感仪器类型,63,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/0,002007,用于水位测量仪的传感器类型,0,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/1,002007,用于水位测量仪的传感器类型,1,轴编码器浮动系统,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/02/007/2,002007,用于水位测量仪的传感器类型,2,超音速,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/3,002007,用于水位测量仪的传感器类型,3,雷达,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/02/007/4,002007,用于水位测量仪的传感器类型,4,压力（单传感器）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
