Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/05/001,05,位置（水平 - 1）,005001,纬度/经度（高精度）,deg,5,-9000000,25,deg,5,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/002,05,位置（水平 - 1）,005002,纬度/经度（高精度）,deg,2,-9000,15,deg,2,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/011,05,位置（水平 - 1）,005011,经度增量（低精度）,deg,5,-9000000,25,deg,5,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/012,05,位置（水平 - 1）,005012,经度增量（低精度）,deg,2,-9000,15,deg,2,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/015,05,位置（水平 - 1）,005015,纬度位移（高精度）,deg,5,-9000000,25,deg,5,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/016,05,位置（水平 - 1）,005016,纬度位移（高精度）,deg,2,-9000,15,deg,2,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/021,05,位置（水平 - 1）,005021,方位或方位角,degree true,2,0,16,degree true,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/022,05,位置（水平 - 1）,005022,太阳方位角,degree true,2,0,16,degree true,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/023,05,位置（水平 - 1）,005023,太阳到卫星方位角差异,deg,1,-1800,12,deg,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/030,05,位置（水平 - 1）,005030,方向（光谱）,deg,0,0,12,deg,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/031,05,位置（水平 - 1）,005031,行号,Numeric,0,0,12,Numeric,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/05/032,05,位置（水平 - 1）,005032,Y 偏移,m,2,-1073741824,31,m,2,11,（参见注释 3）,184,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/033,05,位置（水平 - 1）,005033,水平像素大小 - 1,m,-1,0,16,m,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/034,05,位置（水平 - 1）,005034,沿轨行号,Numeric,0,0,11,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/035,05,位置（水平 - 1）,005035,x维度的最大尺寸,Numeric,0,0,12,Numeric,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/05/036,05,位置（水平 - 1）,005036,根据SOOP的船线编号,Numeric,0,0,7,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/040,05,位置（水平 - 1）,005040,轨道号,Numeric,0,0,24,Numeric,0,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/041,05,位置（水平 - 1）,005041,扫描线号,Numeric,0,0,8,Numeric,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/042,05,位置（水平 - 1）,005042,频道号码,Numeric,0,0,6,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/043,05,位置（水平 - 1）,005043,视野数,Numeric,0,0,8,Numeric,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/044,05,位置（水平 - 1）,005044,卫星周期编号,Numeric,0,0,11,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/05/045,05,位置（水平 - 1）,005045,视场编号,Numeric,0,0,8,Numeric,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/05/052,05,位置（水平 - 1）,005052,频道号码,Numeric,0,0,5,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
